clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the floor, there is a green cup and a grey pen. What color is the pen? A: grey Q: On the desk, I see an orange puzzle and a green mug. What color is the mug? A:",green,4759,"Q: On the floor, there is a green cup and a grey pen. What color is the pen? A: grey Q: On the desk, I see a pink necklace and a grey pen. What color is the pen? A:",grey,14370
"Q: On the desk, you see a grey bowl and a green necklace. What color is the bowl? A: grey Q: On the table, you see a black textbook, a silver bowl, a yellow notebook, and a green jug. What color is the notebook? A:",yellow,8862,"Q: On the desk, you see a grey bowl and a green necklace. What color is the bowl? A: grey Q: On the table, you see a brown ball, a blue notebook, a red cup, and a yellow mug. What color is the cup? A:",red,2502
"Q: On the floor, there is a purple textbook, an orange pen, a grey ball, and a green notebook. What color is the textbook? A: purple Q: On the desk, I see a yellow mug, a black envelope, a gold plate, and a blue jug. What color is the plate? A:",gold,5328,"Q: On the floor, there is a purple textbook, an orange pen, a grey ball, and a green notebook. What color is the textbook? A: purple Q: On the desk, I see a grey notebook, a red lighter, a blue ball, and a silver jug. What color is the ball? A:",blue,4797
"Q: On the desk, there is a black textbook and a purple puzzle. What color is the textbook? A: black Q: On the desk, you see a purple bowl, an orange cup, and a gold mug. What color is the bowl? A:",purple,19445,"Q: On the desk, there is a black textbook and a purple puzzle. What color is the textbook? A: black Q: On the desk, you see a pink pen, a green bottle, and a brown necklace. What color is the pen? A:",pink,14863
"Q: On the table, I see a purple plate, a red puzzle, and a silver jug. What color is the plate? A: purple Q: On the floor, I see a gold cup, a yellow envelope, a black pen, and a green ball. What color is the pen? A:",black,2806,"Q: On the table, I see a purple plate, a red puzzle, and a silver jug. What color is the plate? A: purple Q: On the floor, I see a black pen, an orange textbook, a red envelope, and a brown cup. What color is the textbook? A:",orange,13735
"Q: On the desk, you see an orange necklace and a grey pencil. What color is the necklace? A: orange Q: On the table, there is an orange notebook, a grey ball, and a blue envelope. What color is the notebook? A:",orange,13735,"Q: On the desk, you see an orange necklace and a grey pencil. What color is the necklace? A: orange Q: On the table, there is a silver envelope, a pink bowl, and a red bottle. What color is the bowl? A:",pink,14863
"Q: On the desk, I see an orange necklace, a green cup, a yellow plate, and a blue textbook. What color is the cup? A: green Q: On the floor, there is a silver bowl, a red cup, and a brown pencil. What color is the cup? A:",red,2502,"Q: On the desk, I see an orange necklace, a green cup, a yellow plate, and a blue textbook. What color is the cup? A: green Q: On the floor, there is a gold ball, a pink mug, and a black pencil. What color is the pencil? A:",black,2806
"Q: On the desk, I see a blue plate and a black textbook. What color is the plate? A: blue Q: On the table, you see an orange plate and a blue bottle. What color is the plate? A:",orange,13735,"Q: On the desk, I see a blue plate and a black textbook. What color is the plate? A: blue Q: On the table, you see a red lighter and a gold bowl. What color is the bowl? A:",gold,5328
"Q: On the table, you see a gold envelope, a red plate, a yellow pencil, and a blue lighter. What color is the plate? A: red Q: On the floor, you see a brown ball and an orange bottle. What color is the bottle? A:",orange,13735,"Q: On the table, you see a gold envelope, a red plate, a yellow pencil, and a blue lighter. What color is the plate? A: red Q: On the floor, you see a black textbook and a gold lighter. What color is the lighter? A:",gold,5328
"Q: On the table, I see a grey plate, a green puzzle, and a purple cup. What color is the plate? A: grey Q: On the table, I see a blue necklace and a black puzzle. What color is the necklace? A:",blue,4797,"Q: On the table, I see a grey plate, a green puzzle, and a purple cup. What color is the plate? A: grey Q: On the table, I see a grey plate and a purple necklace. What color is the necklace? A:",purple,19445
"Q: On the table, there is a red pen and a brown plate. What color is the pen? A: red Q: On the desk, I see a grey pen, a yellow jug, a gold pencil, and a black plate. What color is the jug? A:",yellow,8862,"Q: On the table, there is a red pen and a brown plate. What color is the pen? A: red Q: On the desk, I see a brown pencil, a green notebook, a purple mug, and an orange textbook. What color is the pencil? A:",brown,8516
"Q: On the table, I see a gold necklace and a blue bottle. What color is the bottle? A: blue Q: On the desk, there is a brown lighter, a silver ball, and a green cup. What color is the ball? A:",silver,9711,"Q: On the table, I see a gold necklace and a blue bottle. What color is the bottle? A: blue Q: On the desk, there is a pink plate, a brown lighter, and a silver puzzle. What color is the plate? A:",pink,14863
"Q: On the table, you see a pink ball, a gold bowl, a black plate, and a red pencil. What color is the ball? A: pink Q: On the desk, there is a gold pencil and a blue puzzle. What color is the puzzle? A:",blue,4797,"Q: On the table, you see a pink ball, a gold bowl, a black plate, and a red pencil. What color is the ball? A: pink Q: On the desk, there is a brown lighter and a grey textbook. What color is the lighter? A:",brown,8516
"Q: On the table, you see a blue bowl, a silver pencil, a grey mug, and an orange notebook. What color is the pencil? A: silver Q: On the floor, there is a red necklace, a blue plate, a green cup, and a gold ball. What color is the necklace? A:",red,2502,"Q: On the table, you see a blue bowl, a silver pencil, a grey mug, and an orange notebook. What color is the pencil? A: silver Q: On the floor, there is an orange cup, a pink lighter, a grey bottle, and a green envelope. What color is the lighter? A:",pink,14863
"Q: On the desk, you see a grey plate, a silver jug, and a black notebook. What color is the notebook? A: black Q: On the desk, there is a grey lighter and a black pencil. What color is the lighter? A:",grey,14370,"Q: On the desk, you see a grey plate, a silver jug, and a black notebook. What color is the notebook? A: black Q: On the desk, there is a green bowl and an orange pencil. What color is the bowl? A:",green,4759
"Q: On the table, there is a blue pencil, a green ball, a gold cup, and a brown puzzle. What color is the ball? A: green Q: On the desk, I see an orange lighter and a yellow cup. What color is the cup? A:",yellow,8862,"Q: On the table, there is a blue pencil, a green ball, a gold cup, and a brown puzzle. What color is the ball? A: green Q: On the desk, I see a pink pen and a brown mug. What color is the pen? A:",pink,14863
"Q: On the desk, I see a blue jug and an orange ball. What color is the ball? A: orange Q: On the desk, you see a blue lighter and a black cup. What color is the cup? A:",black,2806,"Q: On the desk, I see a blue jug and an orange ball. What color is the ball? A: orange Q: On the desk, you see a silver cup and a pink pencil. What color is the cup? A:",silver,9711
"Q: On the table, there is a gold bottle and a red pen. What color is the bottle? A: gold Q: On the floor, there is a blue pen, a gold mug, a black textbook, and a brown plate. What color is the mug? A:",gold,5328,"Q: On the table, there is a gold bottle and a red pen. What color is the bottle? A: gold Q: On the floor, there is a silver bottle, a green puzzle, a pink envelope, and a blue mug. What color is the bottle? A:",silver,9711
"Q: On the floor, there is a silver pencil, a grey bottle, and a blue bowl. What color is the pencil? A: silver Q: On the table, you see a pink lighter and a grey pencil. What color is the pencil? A:",grey,14370,"Q: On the floor, there is a silver pencil, a grey bottle, and a blue bowl. What color is the pencil? A: silver Q: On the table, you see a grey textbook and a yellow notebook. What color is the notebook? A:",yellow,8862
"Q: On the desk, you see a silver ball and a brown cup. What color is the ball? A: silver Q: On the table, there is a red bottle, a purple lighter, a gold textbook, and a yellow envelope. What color is the textbook? A:",gold,5328,"Q: On the desk, you see a silver ball and a brown cup. What color is the ball? A: silver Q: On the table, there is a black mug, a red notebook, a purple puzzle, and a grey lighter. What color is the notebook? A:",red,2502
"Q: On the desk, there is a purple jug and a red envelope. What color is the jug? A: purple Q: On the floor, I see a pink bottle, a red notebook, a silver bowl, and a gold cup. What color is the bowl? A:",silver,9711,"Q: On the desk, there is a purple jug and a red envelope. What color is the jug? A: purple Q: On the floor, I see a grey jug, a silver pencil, an orange ball, and a black necklace. What color is the ball? A:",orange,13735
"Q: On the desk, there is a yellow pencil and a brown mug. What color is the pencil? A: yellow Q: On the desk, I see a pink envelope, a yellow plate, a silver puzzle, and an orange mug. What color is the envelope? A:",pink,14863,"Q: On the desk, there is a yellow pencil and a brown mug. What color is the pencil? A: yellow Q: On the desk, I see a black cup, an orange puzzle, a silver notebook, and a grey mug. What color is the mug? A:",grey,14370
"Q: On the table, you see a yellow mug, a gold bowl, a blue lighter, and a green puzzle. What color is the lighter? A: blue Q: On the table, I see a blue envelope, a red jug, and a yellow bottle. What color is the envelope? A:",blue,4797,"Q: On the table, you see a yellow mug, a gold bowl, a blue lighter, and a green puzzle. What color is the lighter? A: blue Q: On the table, I see a purple lighter, a gold plate, and a yellow pen. What color is the pen? A:",yellow,8862
"Q: On the floor, you see a red textbook, a pink puzzle, and a yellow jug. What color is the jug? A: yellow Q: On the desk, you see a pink pen, a silver cup, a green plate, and an orange lighter. What color is the lighter? A:",orange,13735,"Q: On the floor, you see a red textbook, a pink puzzle, and a yellow jug. What color is the jug? A: yellow Q: On the desk, you see a gold cup, a brown pencil, a grey mug, and a pink bowl. What color is the bowl? A:",pink,14863
"Q: On the floor, I see an orange pencil, a purple textbook, and a brown mug. What color is the mug? A: brown Q: On the floor, you see a purple jug, a black plate, a blue envelope, and a green bowl. What color is the envelope? A:",blue,4797,"Q: On the floor, I see an orange pencil, a purple textbook, and a brown mug. What color is the mug? A: brown Q: On the floor, you see a purple cup, a black puzzle, a silver lighter, and a pink textbook. What color is the textbook? A:",pink,14863
"Q: On the floor, you see a gold envelope and a black textbook. What color is the envelope? A: gold Q: On the floor, I see a gold bottle and a purple plate. What color is the bottle? A:",gold,5328,"Q: On the floor, you see a gold envelope and a black textbook. What color is the envelope? A: gold Q: On the floor, I see an orange lighter and a silver notebook. What color is the lighter? A:",orange,13735
"Q: On the floor, there is a grey jug, a black necklace, a blue textbook, and a yellow ball. What color is the ball? A: yellow Q: On the table, I see a purple puzzle, a silver envelope, and a green bottle. What color is the puzzle? A:",purple,19445,"Q: On the floor, there is a grey jug, a black necklace, a blue textbook, and a yellow ball. What color is the ball? A: yellow Q: On the table, I see a pink textbook, a silver bowl, and a green cup. What color is the textbook? A:",pink,14863
"Q: On the table, there is a black mug, a brown necklace, and a red puzzle. What color is the necklace? A: brown Q: On the desk, you see a purple ball, a red textbook, and a pink notebook. What color is the textbook? A:",red,2502,"Q: On the table, there is a black mug, a brown necklace, and a red puzzle. What color is the necklace? A: brown Q: On the desk, you see an orange cup, a yellow notebook, and a gold necklace. What color is the necklace? A:",gold,5328
"Q: On the table, there is a red textbook and a blue cup. What color is the textbook? A: red Q: On the floor, I see a grey necklace and a black notebook. What color is the necklace? A:",grey,14370,"Q: On the table, there is a red textbook and a blue cup. What color is the textbook? A: red Q: On the floor, I see a red bowl and a brown lighter. What color is the lighter? A:",brown,8516
"Q: On the table, there is a purple textbook, a brown bottle, a red pencil, and a grey plate. What color is the textbook? A: purple Q: On the desk, I see a silver pencil, a red mug, a grey necklace, and a black pen. What color is the necklace? A:",grey,14370,"Q: On the table, there is a purple textbook, a brown bottle, a red pencil, and a grey plate. What color is the textbook? A: purple Q: On the desk, I see a brown ball, a green necklace, a gold cup, and an orange bowl. What color is the ball? A:",brown,8516
"Q: On the floor, I see a gold necklace, a pink plate, and an orange cup. What color is the cup? A: orange Q: On the table, I see an orange lighter, a gold puzzle, and a pink necklace. What color is the puzzle? A:",gold,5328,"Q: On the floor, I see a gold necklace, a pink plate, and an orange cup. What color is the cup? A: orange Q: On the table, I see a gold lighter, a grey bottle, and a pink ball. What color is the ball? A:",pink,14863
"Q: On the floor, there is a black bowl, a silver pen, a green mug, and a pink textbook. What color is the bowl? A: black Q: On the desk, I see a gold ball, a yellow mug, and a green necklace. What color is the ball? A:",gold,5328,"Q: On the floor, there is a black bowl, a silver pen, a green mug, and a pink textbook. What color is the bowl? A: black Q: On the desk, I see a green plate, a brown ball, and a blue puzzle. What color is the ball? A:",brown,8516
"Q: On the desk, there is a purple textbook and a pink lighter. What color is the lighter? A: pink Q: On the floor, you see a blue bowl, a green cup, and a silver lighter. What color is the lighter? A:",silver,9711,"Q: On the desk, there is a purple textbook and a pink lighter. What color is the lighter? A: pink Q: On the floor, you see an orange jug, a brown pencil, and a pink bowl. What color is the pencil? A:",brown,8516
"Q: On the table, there is an orange plate and a blue pen. What color is the pen? A: blue Q: On the desk, I see a blue ball, a yellow jug, and a red notebook. What color is the notebook? A:",red,2502,"Q: On the table, there is an orange plate and a blue pen. What color is the pen? A: blue Q: On the desk, I see a silver puzzle, a gold pen, and a red plate. What color is the puzzle? A:",silver,9711
"Q: On the desk, there is a pink cup and a green ball. What color is the ball? A: green Q: On the desk, there is an orange ball, a green pencil, and a yellow plate. What color is the plate? A:",yellow,8862,"Q: On the desk, there is a pink cup and a green ball. What color is the ball? A: green Q: On the desk, there is a red pen, a grey pencil, and a purple jug. What color is the jug? A:",purple,19445
"Q: On the table, you see a gold mug, a silver necklace, and a brown textbook. What color is the mug? A: gold Q: On the floor, you see a green jug, a pink textbook, and an orange cup. What color is the jug? A:",green,4759,"Q: On the table, you see a gold mug, a silver necklace, and a brown textbook. What color is the mug? A: gold Q: On the floor, you see a blue necklace, a black lighter, and a yellow mug. What color is the mug? A:",yellow,8862
"Q: On the floor, there is a red jug and a gold lighter. What color is the lighter? A: gold Q: On the table, I see a yellow pencil, a pink lighter, a gold plate, and a brown bottle. What color is the plate? A:",gold,5328,"Q: On the floor, there is a red jug and a gold lighter. What color is the lighter? A: gold Q: On the table, I see an orange jug, a silver envelope, a blue cup, and a purple puzzle. What color is the jug? A:",orange,13735
"Q: On the table, I see a gold bottle and a grey bowl. What color is the bowl? A: grey Q: On the desk, you see a pink plate, a red ball, and a silver puzzle. What color is the ball? A:",red,2502,"Q: On the table, I see a gold bottle and a grey bowl. What color is the bowl? A: grey Q: On the desk, you see a pink jug, a green ball, and a gold plate. What color is the jug? A:",pink,14863
"Q: On the desk, there is a yellow cup, a red textbook, a pink ball, and a gold notebook. What color is the cup? A: yellow Q: On the table, there is a red mug and a pink notebook. What color is the notebook? A:",pink,14863,"Q: On the desk, there is a yellow cup, a red textbook, a pink ball, and a gold notebook. What color is the cup? A: yellow Q: On the table, there is a silver cup and a green jug. What color is the jug? A:",green,4759
"Q: On the floor, you see a silver pencil and a grey envelope. What color is the pencil? A: silver Q: On the desk, you see an orange cup, a gold puzzle, a black lighter, and a pink notebook. What color is the cup? A:",orange,13735,"Q: On the floor, you see a silver pencil and a grey envelope. What color is the pencil? A: silver Q: On the desk, you see a purple lighter, a blue ball, a yellow textbook, and a red necklace. What color is the lighter? A:",purple,19445
"Q: On the desk, there is a gold textbook and a red pencil. What color is the pencil? A: red Q: On the table, I see an orange envelope and a grey plate. What color is the envelope? A:",orange,13735,"Q: On the desk, there is a gold textbook and a red pencil. What color is the pencil? A: red Q: On the table, I see a red bowl and a grey envelope. What color is the envelope? A:",grey,14370
"Q: On the floor, I see a brown pen and a purple envelope. What color is the pen? A: brown Q: On the desk, I see a red pen and a yellow puzzle. What color is the pen? A:",red,2502,"Q: On the floor, I see a brown pen and a purple envelope. What color is the pen? A: brown Q: On the desk, I see a yellow ball and a grey notebook. What color is the notebook? A:",grey,14370
"Q: On the table, I see a silver ball, a purple mug, and a brown textbook. What color is the textbook? A: brown Q: On the floor, there is a blue ball, a black bowl, and a purple pencil. What color is the ball? A:",blue,4797,"Q: On the table, I see a silver ball, a purple mug, and a brown textbook. What color is the textbook? A: brown Q: On the floor, there is a grey envelope, an orange bowl, and a yellow puzzle. What color is the bowl? A:",orange,13735
"Q: On the table, you see an orange puzzle, a silver mug, and a black plate. What color is the mug? A: silver Q: On the floor, there is an orange bottle, a brown plate, and a yellow textbook. What color is the plate? A:",brown,8516,"Q: On the table, you see an orange puzzle, a silver mug, and a black plate. What color is the mug? A: silver Q: On the floor, there is a green ball, a black necklace, and a pink pencil. What color is the necklace? A:",black,2806
"Q: On the floor, you see a yellow notebook and a grey puzzle. What color is the notebook? A: yellow Q: On the table, I see a blue pen, a brown textbook, a black bottle, and a yellow cup. What color is the pen? A:",blue,4797,"Q: On the floor, you see a yellow notebook and a grey puzzle. What color is the notebook? A: yellow Q: On the table, I see an orange lighter, a grey cup, a pink jug, and a black pencil. What color is the lighter? A:",orange,13735
"Q: On the desk, you see a silver puzzle, a blue necklace, a red cup, and a grey notebook. What color is the puzzle? A: silver Q: On the desk, I see a silver notebook, a gold bottle, a blue pencil, and a pink puzzle. What color is the puzzle? A:",pink,14863,"Q: On the desk, you see a silver puzzle, a blue necklace, a red cup, and a grey notebook. What color is the puzzle? A: silver Q: On the desk, I see a silver jug, a yellow necklace, a blue pen, and a brown mug. What color is the mug? A:",brown,8516
"Q: On the floor, there is a yellow pencil, a purple notebook, and a black puzzle. What color is the pencil? A: yellow Q: On the table, there is an orange bottle, a silver notebook, a gold ball, and a green textbook. What color is the ball? A:",gold,5328,"Q: On the floor, there is a yellow pencil, a purple notebook, and a black puzzle. What color is the pencil? A: yellow Q: On the table, there is a silver lighter, a red jug, a pink plate, and a grey pencil. What color is the jug? A:",red,2502
"Q: On the desk, you see a black mug, a red lighter, a grey jug, and a blue pencil. What color is the lighter? A: red Q: On the table, I see a gold envelope, a blue notebook, and a purple jug. What color is the notebook? A:",blue,4797,"Q: On the desk, you see a black mug, a red lighter, a grey jug, and a blue pencil. What color is the lighter? A: red Q: On the table, I see a black jug, a grey bowl, and a gold textbook. What color is the textbook? A:",gold,5328
"Q: On the table, you see a gold lighter, a black plate, a yellow notebook, and an orange pencil. What color is the notebook? A: yellow Q: On the desk, I see a yellow textbook, a gold puzzle, and a green pencil. What color is the pencil? A:",green,4759,"Q: On the table, you see a gold lighter, a black plate, a yellow notebook, and an orange pencil. What color is the notebook? A: yellow Q: On the desk, I see an orange plate, a blue jug, and a gold notebook. What color is the plate? A:",orange,13735
"Q: On the desk, I see a green pen, a black notebook, a purple textbook, and a brown pencil. What color is the pencil? A: brown Q: On the desk, there is an orange pencil, a brown lighter, and a grey mug. What color is the mug? A:",grey,14370,"Q: On the desk, I see a green pen, a black notebook, a purple textbook, and a brown pencil. What color is the pencil? A: brown Q: On the desk, there is a pink pencil, an orange jug, and a red mug. What color is the mug? A:",red,2502
"Q: On the floor, there is a silver necklace, a brown bottle, and a black puzzle. What color is the bottle? A: brown Q: On the desk, you see a green puzzle, a pink necklace, and a silver ball. What color is the necklace? A:",pink,14863,"Q: On the floor, there is a silver necklace, a brown bottle, and a black puzzle. What color is the bottle? A: brown Q: On the desk, you see a green mug, a gold cup, and a pink envelope. What color is the mug? A:",green,4759
"Q: On the table, you see a blue plate, a gold bottle, and a yellow pen. What color is the plate? A: blue Q: On the desk, there is a yellow cup and an orange ball. What color is the cup? A:",yellow,8862,"Q: On the table, you see a blue plate, a gold bottle, and a yellow pen. What color is the plate? A: blue Q: On the desk, there is a purple necklace and a red textbook. What color is the necklace? A:",purple,19445
"Q: On the desk, I see a pink necklace, a gold notebook, a silver cup, and a green plate. What color is the notebook? A: gold Q: On the table, you see a grey pencil, a brown bottle, and a silver textbook. What color is the bottle? A:",brown,8516,"Q: On the desk, I see a pink necklace, a gold notebook, a silver cup, and a green plate. What color is the notebook? A: gold Q: On the table, you see an orange cup, a grey envelope, and a purple puzzle. What color is the puzzle? A:",purple,19445
"Q: On the floor, you see an orange pen, a green notebook, a yellow bottle, and a purple envelope. What color is the bottle? A: yellow Q: On the desk, you see a red cup and a purple bowl. What color is the cup? A:",red,2502,"Q: On the floor, you see an orange pen, a green notebook, a yellow bottle, and a purple envelope. What color is the bottle? A: yellow Q: On the desk, you see a gold puzzle and a silver mug. What color is the puzzle? A:",gold,5328
"Q: On the floor, there is an orange puzzle and a gold pen. What color is the puzzle? A: orange Q: On the desk, there is a purple puzzle and a gold lighter. What color is the puzzle? A:",purple,19445,"Q: On the floor, there is an orange puzzle and a gold pen. What color is the puzzle? A: orange Q: On the desk, there is a yellow textbook and a grey necklace. What color is the necklace? A:",grey,14370
"Q: On the floor, I see a grey plate, a gold jug, and a pink necklace. What color is the necklace? A: pink Q: On the floor, there is a grey envelope and a yellow ball. What color is the envelope? A:",grey,14370,"Q: On the floor, I see a grey plate, a gold jug, and a pink necklace. What color is the necklace? A: pink Q: On the floor, there is a green plate and a red pencil. What color is the plate? A:",green,4759
"Q: On the table, I see an orange puzzle, a yellow jug, a grey mug, and a brown cup. What color is the jug? A: yellow Q: On the desk, I see a black puzzle, a grey ball, a brown textbook, and a red mug. What color is the ball? A:",grey,14370,"Q: On the table, I see an orange puzzle, a yellow jug, a grey mug, and a brown cup. What color is the jug? A: yellow Q: On the desk, I see an orange mug, a pink textbook, a grey lighter, and a blue bottle. What color is the textbook? A:",pink,14863
"Q: On the floor, I see an orange bottle, a gold envelope, a grey bowl, and a black necklace. What color is the necklace? A: black Q: On the floor, there is a red pencil, a yellow jug, a brown plate, and a green lighter. What color is the plate? A:",brown,8516,"Q: On the floor, I see an orange bottle, a gold envelope, a grey bowl, and a black necklace. What color is the necklace? A: black Q: On the floor, there is a grey necklace, a yellow ball, a pink plate, and a red envelope. What color is the plate? A:",pink,14863
"Q: On the table, you see a red pen, a gold cup, a brown jug, and a green pencil. What color is the jug? A: brown Q: On the desk, you see a brown lighter, a blue pencil, and a green ball. What color is the ball? A:",green,4759,"Q: On the table, you see a red pen, a gold cup, a brown jug, and a green pencil. What color is the jug? A: brown Q: On the desk, you see a black bowl, a brown envelope, and a blue ball. What color is the ball? A:",blue,4797
"Q: On the desk, I see a yellow ball, a gold necklace, a silver notebook, and a pink jug. What color is the necklace? A: gold Q: On the desk, there is an orange ball, a red jug, and a black necklace. What color is the necklace? A:",black,2806,"Q: On the desk, I see a yellow ball, a gold necklace, a silver notebook, and a pink jug. What color is the necklace? A: gold Q: On the desk, there is a purple cup, a brown puzzle, and an orange jug. What color is the cup? A:",purple,19445
"Q: On the floor, you see a brown necklace, a pink textbook, and a purple notebook. What color is the necklace? A: brown Q: On the table, you see a green necklace, a gold lighter, a red mug, and a blue textbook. What color is the mug? A:",red,2502,"Q: On the floor, you see a brown necklace, a pink textbook, and a purple notebook. What color is the necklace? A: brown Q: On the table, you see a grey bowl, a blue pencil, a brown puzzle, and a green plate. What color is the pencil? A:",blue,4797
"Q: On the floor, I see a pink plate, a yellow cup, a grey notebook, and a red mug. What color is the notebook? A: grey Q: On the table, you see a black necklace and a green bottle. What color is the bottle? A:",green,4759,"Q: On the floor, I see a pink plate, a yellow cup, a grey notebook, and a red mug. What color is the notebook? A: grey Q: On the table, you see a yellow envelope and a silver textbook. What color is the envelope? A:",yellow,8862
"Q: On the floor, you see a blue pencil, a yellow bowl, and a purple plate. What color is the pencil? A: blue Q: On the floor, you see a blue envelope and a gold plate. What color is the plate? A:",gold,5328,"Q: On the floor, you see a blue pencil, a yellow bowl, and a purple plate. What color is the pencil? A: blue Q: On the floor, you see a green bowl and a black plate. What color is the plate? A:",black,2806
"Q: On the desk, I see an orange plate, a pink bowl, and a yellow lighter. What color is the lighter? A: yellow Q: On the desk, there is a gold ball, a pink mug, and a green necklace. What color is the mug? A:",pink,14863,"Q: On the desk, I see an orange plate, a pink bowl, and a yellow lighter. What color is the lighter? A: yellow Q: On the desk, there is a silver jug, an orange notebook, and a green textbook. What color is the jug? A:",silver,9711
"Q: On the table, you see a green puzzle, a brown ball, and a red bottle. What color is the ball? A: brown Q: On the desk, there is a black pen, a gold mug, and a blue lighter. What color is the pen? A:",black,2806,"Q: On the table, you see a green puzzle, a brown ball, and a red bottle. What color is the ball? A: brown Q: On the desk, there is a blue pencil, a pink bottle, and a grey envelope. What color is the envelope? A:",grey,14370
"Q: On the floor, I see a purple pencil and a green puzzle. What color is the pencil? A: purple Q: On the floor, there is a blue puzzle, a gold necklace, a black ball, and a yellow mug. What color is the necklace? A:",gold,5328,"Q: On the floor, I see a purple pencil and a green puzzle. What color is the pencil? A: purple Q: On the floor, there is a black ball, a brown bottle, a silver mug, and a blue textbook. What color is the textbook? A:",blue,4797
"Q: On the table, there is a red bowl, a brown envelope, a silver ball, and a grey plate. What color is the ball? A: silver Q: On the table, there is a brown bottle and a pink pen. What color is the bottle? A:",brown,8516,"Q: On the table, there is a red bowl, a brown envelope, a silver ball, and a grey plate. What color is the ball? A: silver Q: On the table, there is a pink cup and a blue bottle. What color is the bottle? A:",blue,4797
"Q: On the floor, you see a grey ball, a pink bowl, a silver envelope, and a green jug. What color is the envelope? A: silver Q: On the desk, I see an orange mug, a purple pencil, a silver textbook, and a blue ball. What color is the textbook? A:",silver,9711,"Q: On the floor, you see a grey ball, a pink bowl, a silver envelope, and a green jug. What color is the envelope? A: silver Q: On the desk, I see a pink notebook, a black bowl, a red pencil, and a silver ball. What color is the bowl? A:",black,2806
"Q: On the floor, I see a brown envelope, a grey bowl, and a silver pencil. What color is the pencil? A: silver Q: On the desk, I see a green envelope and a purple ball. What color is the envelope? A:",green,4759,"Q: On the floor, I see a brown envelope, a grey bowl, and a silver pencil. What color is the pencil? A: silver Q: On the desk, I see a brown envelope and a yellow puzzle. What color is the puzzle? A:",yellow,8862
"Q: On the desk, you see a green puzzle, a yellow cup, and an orange pen. What color is the cup? A: yellow Q: On the floor, I see a yellow bottle, a black ball, a pink lighter, and a purple pencil. What color is the ball? A:",black,2806,"Q: On the desk, you see a green puzzle, a yellow cup, and an orange pen. What color is the cup? A: yellow Q: On the floor, I see a yellow lighter, a blue jug, a pink necklace, and a red notebook. What color is the jug? A:",blue,4797
"Q: On the table, there is a brown envelope and an orange necklace. What color is the necklace? A: orange Q: On the desk, you see a green bowl and a purple envelope. What color is the bowl? A:",green,4759,"Q: On the table, there is a brown envelope and an orange necklace. What color is the necklace? A: orange Q: On the desk, you see a purple ball and a blue jug. What color is the jug? A:",blue,4797
"Q: On the table, you see a yellow textbook, a gold lighter, and a blue puzzle. What color is the puzzle? A: blue Q: On the desk, you see a yellow textbook, a brown cup, and a red jug. What color is the cup? A:",brown,8516,"Q: On the table, you see a yellow textbook, a gold lighter, and a blue puzzle. What color is the puzzle? A: blue Q: On the desk, you see a gold pen, an orange textbook, and a silver bottle. What color is the textbook? A:",orange,13735
"Q: On the table, I see a blue jug and a red mug. What color is the mug? A: red Q: On the table, you see a silver bowl and an orange envelope. What color is the envelope? A:",orange,13735,"Q: On the table, I see a blue jug and a red mug. What color is the mug? A: red Q: On the table, you see a black ball and a brown bottle. What color is the bottle? A:",brown,8516
"Q: On the table, I see a purple envelope, a blue necklace, and a green puzzle. What color is the envelope? A: purple Q: On the table, you see a purple pencil and a brown ball. What color is the ball? A:",brown,8516,"Q: On the table, I see a purple envelope, a blue necklace, and a green puzzle. What color is the envelope? A: purple Q: On the table, you see a silver necklace and a gold envelope. What color is the envelope? A:",gold,5328
"Q: On the table, I see a brown plate, a blue bottle, and an orange mug. What color is the plate? A: brown Q: On the desk, I see a blue pencil and a gold mug. What color is the mug? A:",gold,5328,"Q: On the table, I see a brown plate, a blue bottle, and an orange mug. What color is the plate? A: brown Q: On the desk, I see a silver pen and a green puzzle. What color is the pen? A:",silver,9711
"Q: On the table, you see a pink pen, a purple ball, a yellow bottle, and a green puzzle. What color is the bottle? A: yellow Q: On the desk, you see a green mug, a black textbook, and a blue puzzle. What color is the puzzle? A:",blue,4797,"Q: On the table, you see a pink pen, a purple ball, a yellow bottle, and a green puzzle. What color is the bottle? A: yellow Q: On the desk, you see a blue envelope, a black mug, and a yellow bowl. What color is the mug? A:",black,2806
"Q: On the floor, you see a yellow pencil and a pink jug. What color is the jug? A: pink Q: On the desk, there is a black notebook and a gold jug. What color is the jug? A:",gold,5328,"Q: On the floor, you see a yellow pencil and a pink jug. What color is the jug? A: pink Q: On the desk, there is a black bottle and a yellow ball. What color is the ball? A:",yellow,8862
"Q: On the desk, you see an orange notebook, a yellow cup, and a silver plate. What color is the cup? A: yellow Q: On the table, you see a yellow envelope and an orange plate. What color is the envelope? A:",yellow,8862,"Q: On the desk, you see an orange notebook, a yellow cup, and a silver plate. What color is the cup? A: yellow Q: On the table, you see a pink cup and a green bowl. What color is the cup? A:",pink,14863
"Q: On the table, there is a green textbook, a red necklace, a black puzzle, and a grey lighter. What color is the textbook? A: green Q: On the floor, there is a pink plate, a yellow lighter, and a brown ball. What color is the ball? A:",brown,8516,"Q: On the table, there is a green textbook, a red necklace, a black puzzle, and a grey lighter. What color is the textbook? A: green Q: On the floor, there is a blue pen, a red plate, and a grey envelope. What color is the plate? A:",red,2502
