clean,corrupted,correct_idx
The competition lasted from the year 1227 to the year 12,The competition lasted from the year 1201 to the year 12,27
The outcome lasted from the year 1427 to the year 14,The outcome lasted from the year 1401 to the year 14,27
The outcome lasted from the year 1786 to the year 17,The outcome lasted from the year 1701 to the year 17,86
The testing lasted from the year 1365 to the year 13,The testing lasted from the year 1301 to the year 13,65
The construction lasted from the year 1758 to the year 17,The construction lasted from the year 1701 to the year 17,58
The employment lasted from the year 1411 to the year 14,The employment lasted from the year 1401 to the year 14,11
The process lasted from the year 1522 to the year 15,The process lasted from the year 1501 to the year 15,22
The progress lasted from the year 1324 to the year 13,The progress lasted from the year 1301 to the year 13,24
The competition lasted from the year 1542 to the year 15,The competition lasted from the year 1501 to the year 15,42
The campaign lasted from the year 1619 to the year 16,The campaign lasted from the year 1601 to the year 16,19
The fall lasted from the year 1643 to the year 16,The fall lasted from the year 1601 to the year 16,43
The competition lasted from the year 1785 to the year 17,The competition lasted from the year 1701 to the year 17,85
The evaluation lasted from the year 1596 to the year 15,The evaluation lasted from the year 1501 to the year 15,96
The exchange lasted from the year 1331 to the year 13,The exchange lasted from the year 1301 to the year 13,31
The competition lasted from the year 1568 to the year 15,The competition lasted from the year 1501 to the year 15,68
The construction lasted from the year 1795 to the year 17,The construction lasted from the year 1701 to the year 17,95
The shift lasted from the year 1746 to the year 17,The shift lasted from the year 1701 to the year 17,46
The relationship lasted from the year 1171 to the year 11,The relationship lasted from the year 1101 to the year 11,71
The tour lasted from the year 1464 to the year 14,The tour lasted from the year 1401 to the year 14,64
The campaign lasted from the year 1584 to the year 15,The campaign lasted from the year 1501 to the year 15,84
The attack lasted from the year 1578 to the year 15,The attack lasted from the year 1501 to the year 15,78
The evaluation lasted from the year 1291 to the year 12,The evaluation lasted from the year 1201 to the year 12,91
The fall lasted from the year 1726 to the year 17,The fall lasted from the year 1701 to the year 17,26
The quest lasted from the year 1553 to the year 15,The quest lasted from the year 1501 to the year 15,53
The process lasted from the year 1177 to the year 11,The process lasted from the year 1101 to the year 11,77
The employment lasted from the year 1762 to the year 17,The employment lasted from the year 1701 to the year 17,62
The coma lasted from the year 1509 to the year 15,The coma lasted from the year 1501 to the year 15,9
The trip lasted from the year 1331 to the year 13,The trip lasted from the year 1301 to the year 13,31
The process lasted from the year 1561 to the year 15,The process lasted from the year 1501 to the year 15,61
The shift lasted from the year 1107 to the year 11,The shift lasted from the year 1101 to the year 11,7
The rule lasted from the year 1777 to the year 17,The rule lasted from the year 1701 to the year 17,77
The plan lasted from the year 1657 to the year 16,The plan lasted from the year 1601 to the year 16,57
The increase lasted from the year 1529 to the year 15,The increase lasted from the year 1501 to the year 15,29
The rise lasted from the year 1457 to the year 14,The rise lasted from the year 1401 to the year 14,57
The process lasted from the year 1575 to the year 15,The process lasted from the year 1501 to the year 15,75
The quest lasted from the year 1680 to the year 16,The quest lasted from the year 1601 to the year 16,80
The trip lasted from the year 1715 to the year 17,The trip lasted from the year 1701 to the year 17,15
The development lasted from the year 1473 to the year 14,The development lasted from the year 1401 to the year 14,73
The construction lasted from the year 1151 to the year 11,The construction lasted from the year 1101 to the year 11,51
The testing lasted from the year 1772 to the year 17,The testing lasted from the year 1701 to the year 17,72
The test lasted from the year 1422 to the year 14,The test lasted from the year 1401 to the year 14,22
The impact lasted from the year 1273 to the year 12,The impact lasted from the year 1201 to the year 12,73
The order lasted from the year 1431 to the year 14,The order lasted from the year 1401 to the year 14,31
The work lasted from the year 1743 to the year 17,The work lasted from the year 1701 to the year 17,43
The rise lasted from the year 1252 to the year 12,The rise lasted from the year 1201 to the year 12,52
The contract lasted from the year 1217 to the year 12,The contract lasted from the year 1201 to the year 12,17
The practice lasted from the year 1776 to the year 17,The practice lasted from the year 1701 to the year 17,76
The tests lasted from the year 1595 to the year 15,The tests lasted from the year 1501 to the year 15,95
The employment lasted from the year 1274 to the year 12,The employment lasted from the year 1201 to the year 12,74
The fall lasted from the year 1485 to the year 14,The fall lasted from the year 1401 to the year 14,85
The assessment lasted from the year 1221 to the year 12,The assessment lasted from the year 1201 to the year 12,21
The case lasted from the year 1269 to the year 12,The case lasted from the year 1201 to the year 12,69
The testing lasted from the year 1631 to the year 16,The testing lasted from the year 1601 to the year 16,31
The attack lasted from the year 1204 to the year 12,The attack lasted from the year 1201 to the year 12,4
The relationship lasted from the year 1444 to the year 14,The relationship lasted from the year 1401 to the year 14,44
The coma lasted from the year 1706 to the year 17,The coma lasted from the year 1701 to the year 17,6
The test lasted from the year 1748 to the year 17,The test lasted from the year 1701 to the year 17,48
The tests lasted from the year 1739 to the year 17,The tests lasted from the year 1701 to the year 17,39
The shift lasted from the year 1339 to the year 13,The shift lasted from the year 1301 to the year 13,39
The assessment lasted from the year 1441 to the year 14,The assessment lasted from the year 1401 to the year 14,41
The assessment lasted from the year 1298 to the year 12,The assessment lasted from the year 1201 to the year 12,98
The challenge lasted from the year 1762 to the year 17,The challenge lasted from the year 1701 to the year 17,62
The case lasted from the year 1358 to the year 13,The case lasted from the year 1301 to the year 13,58
The testing lasted from the year 1106 to the year 11,The testing lasted from the year 1101 to the year 11,6
The fall lasted from the year 1350 to the year 13,The fall lasted from the year 1301 to the year 13,50
The practice lasted from the year 1336 to the year 13,The practice lasted from the year 1301 to the year 13,36
The outcome lasted from the year 1212 to the year 12,The outcome lasted from the year 1201 to the year 12,12
The trip lasted from the year 1105 to the year 11,The trip lasted from the year 1101 to the year 11,5
The process lasted from the year 1425 to the year 14,The process lasted from the year 1401 to the year 14,25
The testing lasted from the year 1445 to the year 14,The testing lasted from the year 1401 to the year 14,45
The attack lasted from the year 1661 to the year 16,The attack lasted from the year 1601 to the year 16,61
The challenge lasted from the year 1494 to the year 14,The challenge lasted from the year 1401 to the year 14,94
The order lasted from the year 1439 to the year 14,The order lasted from the year 1401 to the year 14,39
The process lasted from the year 1450 to the year 14,The process lasted from the year 1401 to the year 14,50
The test lasted from the year 1577 to the year 15,The test lasted from the year 1501 to the year 15,77
The trial lasted from the year 1625 to the year 16,The trial lasted from the year 1601 to the year 16,25
The project lasted from the year 1389 to the year 13,The project lasted from the year 1301 to the year 13,89
The rule lasted from the year 1764 to the year 17,The rule lasted from the year 1701 to the year 17,64
The rise lasted from the year 1117 to the year 11,The rise lasted from the year 1101 to the year 11,17
The study lasted from the year 1339 to the year 13,The study lasted from the year 1301 to the year 13,39
The test lasted from the year 1321 to the year 13,The test lasted from the year 1301 to the year 13,21
The program lasted from the year 1514 to the year 15,The program lasted from the year 1501 to the year 15,14
The progress lasted from the year 1371 to the year 13,The progress lasted from the year 1301 to the year 13,71
The assessment lasted from the year 1711 to the year 17,The assessment lasted from the year 1701 to the year 17,11
The work lasted from the year 1535 to the year 15,The work lasted from the year 1501 to the year 15,35
The fall lasted from the year 1582 to the year 15,The fall lasted from the year 1501 to the year 15,82
The evaluation lasted from the year 1180 to the year 11,The evaluation lasted from the year 1101 to the year 11,80
The process lasted from the year 1572 to the year 15,The process lasted from the year 1501 to the year 15,72
The assessment lasted from the year 1270 to the year 12,The assessment lasted from the year 1201 to the year 12,70
The attack lasted from the year 1281 to the year 12,The attack lasted from the year 1201 to the year 12,81
The progress lasted from the year 1655 to the year 16,The progress lasted from the year 1601 to the year 16,55
The operation lasted from the year 1232 to the year 12,The operation lasted from the year 1201 to the year 12,32
The operation lasted from the year 1714 to the year 17,The operation lasted from the year 1701 to the year 17,14
The challenge lasted from the year 1278 to the year 12,The challenge lasted from the year 1201 to the year 12,78
The contract lasted from the year 1687 to the year 16,The contract lasted from the year 1601 to the year 16,87
The existence lasted from the year 1383 to the year 13,The existence lasted from the year 1301 to the year 13,83
The plan lasted from the year 1555 to the year 15,The plan lasted from the year 1501 to the year 15,55
The contract lasted from the year 1277 to the year 12,The contract lasted from the year 1201 to the year 12,77
The competition lasted from the year 1271 to the year 12,The competition lasted from the year 1201 to the year 12,71
The tour lasted from the year 1532 to the year 15,The tour lasted from the year 1501 to the year 15,32
The trial lasted from the year 1291 to the year 12,The trial lasted from the year 1201 to the year 12,91
The fall lasted from the year 1280 to the year 12,The fall lasted from the year 1201 to the year 12,80
The tests lasted from the year 1354 to the year 13,The tests lasted from the year 1301 to the year 13,54
The competition lasted from the year 1757 to the year 17,The competition lasted from the year 1701 to the year 17,57
The deal lasted from the year 1243 to the year 12,The deal lasted from the year 1201 to the year 12,43
The existence lasted from the year 1747 to the year 17,The existence lasted from the year 1701 to the year 17,47
The contact lasted from the year 1664 to the year 16,The contact lasted from the year 1601 to the year 16,64
The project lasted from the year 1441 to the year 14,The project lasted from the year 1401 to the year 14,41
The growth lasted from the year 1734 to the year 17,The growth lasted from the year 1701 to the year 17,34
The relationship lasted from the year 1396 to the year 13,The relationship lasted from the year 1301 to the year 13,96
The challenge lasted from the year 1651 to the year 16,The challenge lasted from the year 1601 to the year 16,51
The program lasted from the year 1126 to the year 11,The program lasted from the year 1101 to the year 11,26
The trial lasted from the year 1333 to the year 13,The trial lasted from the year 1301 to the year 13,33
The plan lasted from the year 1217 to the year 12,The plan lasted from the year 1201 to the year 12,17
The deal lasted from the year 1210 to the year 12,The deal lasted from the year 1201 to the year 12,10
The contract lasted from the year 1147 to the year 11,The contract lasted from the year 1101 to the year 11,47
The practice lasted from the year 1526 to the year 15,The practice lasted from the year 1501 to the year 15,26
The contract lasted from the year 1359 to the year 13,The contract lasted from the year 1301 to the year 13,59
The process lasted from the year 1796 to the year 17,The process lasted from the year 1701 to the year 17,96
The growth lasted from the year 1104 to the year 11,The growth lasted from the year 1101 to the year 11,4
The challenge lasted from the year 1272 to the year 12,The challenge lasted from the year 1201 to the year 12,72
The coma lasted from the year 1173 to the year 11,The coma lasted from the year 1101 to the year 11,73
The trip lasted from the year 1377 to the year 13,The trip lasted from the year 1301 to the year 13,77
The coma lasted from the year 1348 to the year 13,The coma lasted from the year 1301 to the year 13,48
The impact lasted from the year 1768 to the year 17,The impact lasted from the year 1701 to the year 17,68
The program lasted from the year 1285 to the year 12,The program lasted from the year 1201 to the year 12,85
The contact lasted from the year 1119 to the year 11,The contact lasted from the year 1101 to the year 11,19
The effect lasted from the year 1541 to the year 15,The effect lasted from the year 1501 to the year 15,41
The quest lasted from the year 1793 to the year 17,The quest lasted from the year 1701 to the year 17,93
The project lasted from the year 1226 to the year 12,The project lasted from the year 1201 to the year 12,26
The operation lasted from the year 1196 to the year 11,The operation lasted from the year 1101 to the year 11,96
The operation lasted from the year 1274 to the year 12,The operation lasted from the year 1201 to the year 12,74
The project lasted from the year 1717 to the year 17,The project lasted from the year 1701 to the year 17,17
The attack lasted from the year 1459 to the year 14,The attack lasted from the year 1401 to the year 14,59
The deal lasted from the year 1533 to the year 15,The deal lasted from the year 1501 to the year 15,33
The operation lasted from the year 1148 to the year 11,The operation lasted from the year 1101 to the year 11,48
The construction lasted from the year 1483 to the year 14,The construction lasted from the year 1401 to the year 14,83
The increase lasted from the year 1274 to the year 12,The increase lasted from the year 1201 to the year 12,74
The testing lasted from the year 1292 to the year 12,The testing lasted from the year 1201 to the year 12,92
The growth lasted from the year 1520 to the year 15,The growth lasted from the year 1501 to the year 15,20
The program lasted from the year 1293 to the year 12,The program lasted from the year 1201 to the year 12,93
The progress lasted from the year 1474 to the year 14,The progress lasted from the year 1401 to the year 14,74
The testing lasted from the year 1582 to the year 15,The testing lasted from the year 1501 to the year 15,82
The operation lasted from the year 1430 to the year 14,The operation lasted from the year 1401 to the year 14,30
The challenge lasted from the year 1443 to the year 14,The challenge lasted from the year 1401 to the year 14,43
The practice lasted from the year 1362 to the year 13,The practice lasted from the year 1301 to the year 13,62
The trip lasted from the year 1548 to the year 15,The trip lasted from the year 1501 to the year 15,48
The existence lasted from the year 1338 to the year 13,The existence lasted from the year 1301 to the year 13,38
The evaluation lasted from the year 1736 to the year 17,The evaluation lasted from the year 1701 to the year 17,36
The testing lasted from the year 1243 to the year 12,The testing lasted from the year 1201 to the year 12,43
The deal lasted from the year 1490 to the year 14,The deal lasted from the year 1401 to the year 14,90
The rise lasted from the year 1211 to the year 12,The rise lasted from the year 1201 to the year 12,11
The attack lasted from the year 1596 to the year 15,The attack lasted from the year 1501 to the year 15,96
The riot lasted from the year 1555 to the year 15,The riot lasted from the year 1501 to the year 15,55
The growth lasted from the year 1379 to the year 13,The growth lasted from the year 1301 to the year 13,79
The shift lasted from the year 1424 to the year 14,The shift lasted from the year 1401 to the year 14,24
The increase lasted from the year 1433 to the year 14,The increase lasted from the year 1401 to the year 14,33
The relationship lasted from the year 1224 to the year 12,The relationship lasted from the year 1201 to the year 12,24
The assessment lasted from the year 1667 to the year 16,The assessment lasted from the year 1601 to the year 16,67
The employment lasted from the year 1144 to the year 11,The employment lasted from the year 1101 to the year 11,44
The campaign lasted from the year 1431 to the year 14,The campaign lasted from the year 1401 to the year 14,31
The test lasted from the year 1555 to the year 15,The test lasted from the year 1501 to the year 15,55
The contract lasted from the year 1693 to the year 16,The contract lasted from the year 1601 to the year 16,93
The operation lasted from the year 1478 to the year 14,The operation lasted from the year 1401 to the year 14,78
The therapy lasted from the year 1749 to the year 17,The therapy lasted from the year 1701 to the year 17,49
The competition lasted from the year 1620 to the year 16,The competition lasted from the year 1601 to the year 16,20
The rule lasted from the year 1527 to the year 15,The rule lasted from the year 1501 to the year 15,27
The order lasted from the year 1327 to the year 13,The order lasted from the year 1301 to the year 13,27
The plan lasted from the year 1330 to the year 13,The plan lasted from the year 1301 to the year 13,30
The project lasted from the year 1743 to the year 17,The project lasted from the year 1701 to the year 17,43
The deal lasted from the year 1665 to the year 16,The deal lasted from the year 1601 to the year 16,65
The study lasted from the year 1727 to the year 17,The study lasted from the year 1701 to the year 17,27
The employment lasted from the year 1295 to the year 12,The employment lasted from the year 1201 to the year 12,95
The trip lasted from the year 1187 to the year 11,The trip lasted from the year 1101 to the year 11,87
The contract lasted from the year 1368 to the year 13,The contract lasted from the year 1301 to the year 13,68
The outcome lasted from the year 1708 to the year 17,The outcome lasted from the year 1701 to the year 17,8
The shift lasted from the year 1746 to the year 17,The shift lasted from the year 1701 to the year 17,46
The therapy lasted from the year 1748 to the year 17,The therapy lasted from the year 1701 to the year 17,48
The effect lasted from the year 1674 to the year 16,The effect lasted from the year 1601 to the year 16,74
The impact lasted from the year 1149 to the year 11,The impact lasted from the year 1101 to the year 11,49
The tour lasted from the year 1766 to the year 17,The tour lasted from the year 1701 to the year 17,66
The campaign lasted from the year 1759 to the year 17,The campaign lasted from the year 1701 to the year 17,59
The trip lasted from the year 1440 to the year 14,The trip lasted from the year 1401 to the year 14,40
The contract lasted from the year 1763 to the year 17,The contract lasted from the year 1701 to the year 17,63
The rule lasted from the year 1613 to the year 16,The rule lasted from the year 1601 to the year 16,13
The evaluation lasted from the year 1746 to the year 17,The evaluation lasted from the year 1701 to the year 17,46
The program lasted from the year 1612 to the year 16,The program lasted from the year 1601 to the year 16,12
The plan lasted from the year 1480 to the year 14,The plan lasted from the year 1401 to the year 14,80
The test lasted from the year 1346 to the year 13,The test lasted from the year 1301 to the year 13,46
The work lasted from the year 1694 to the year 16,The work lasted from the year 1601 to the year 16,94
The campaign lasted from the year 1445 to the year 14,The campaign lasted from the year 1401 to the year 14,45
The impact lasted from the year 1106 to the year 11,The impact lasted from the year 1101 to the year 11,6
The fall lasted from the year 1490 to the year 14,The fall lasted from the year 1401 to the year 14,90
The study lasted from the year 1271 to the year 12,The study lasted from the year 1201 to the year 12,71
The existence lasted from the year 1526 to the year 15,The existence lasted from the year 1501 to the year 15,26
The quest lasted from the year 1211 to the year 12,The quest lasted from the year 1201 to the year 12,11
The employment lasted from the year 1559 to the year 15,The employment lasted from the year 1501 to the year 15,59
The impact lasted from the year 1798 to the year 17,The impact lasted from the year 1701 to the year 17,98
The construction lasted from the year 1108 to the year 11,The construction lasted from the year 1101 to the year 11,8
The test lasted from the year 1794 to the year 17,The test lasted from the year 1701 to the year 17,94
The assessment lasted from the year 1114 to the year 11,The assessment lasted from the year 1101 to the year 11,14
The testing lasted from the year 1284 to the year 12,The testing lasted from the year 1201 to the year 12,84
The employment lasted from the year 1597 to the year 15,The employment lasted from the year 1501 to the year 15,97
The rule lasted from the year 1721 to the year 17,The rule lasted from the year 1701 to the year 17,21
The challenge lasted from the year 1767 to the year 17,The challenge lasted from the year 1701 to the year 17,67
The plan lasted from the year 1221 to the year 12,The plan lasted from the year 1201 to the year 12,21
The coma lasted from the year 1541 to the year 15,The coma lasted from the year 1501 to the year 15,41
The practice lasted from the year 1395 to the year 13,The practice lasted from the year 1301 to the year 13,95
The coma lasted from the year 1183 to the year 11,The coma lasted from the year 1101 to the year 11,83
The coma lasted from the year 1164 to the year 11,The coma lasted from the year 1101 to the year 11,64
The existence lasted from the year 1771 to the year 17,The existence lasted from the year 1701 to the year 17,71
The attack lasted from the year 1327 to the year 13,The attack lasted from the year 1301 to the year 13,27
The contact lasted from the year 1112 to the year 11,The contact lasted from the year 1101 to the year 11,12
The order lasted from the year 1279 to the year 12,The order lasted from the year 1201 to the year 12,79
The attack lasted from the year 1655 to the year 16,The attack lasted from the year 1601 to the year 16,55
The tour lasted from the year 1249 to the year 12,The tour lasted from the year 1201 to the year 12,49
The effect lasted from the year 1621 to the year 16,The effect lasted from the year 1601 to the year 16,21
The challenge lasted from the year 1165 to the year 11,The challenge lasted from the year 1101 to the year 11,65
The deal lasted from the year 1653 to the year 16,The deal lasted from the year 1601 to the year 16,53
The progress lasted from the year 1128 to the year 11,The progress lasted from the year 1101 to the year 11,28
The evaluation lasted from the year 1138 to the year 11,The evaluation lasted from the year 1101 to the year 11,38
The study lasted from the year 1307 to the year 13,The study lasted from the year 1301 to the year 13,7
The plan lasted from the year 1157 to the year 11,The plan lasted from the year 1101 to the year 11,57
The challenge lasted from the year 1574 to the year 15,The challenge lasted from the year 1501 to the year 15,74
The challenge lasted from the year 1368 to the year 13,The challenge lasted from the year 1301 to the year 13,68
The employment lasted from the year 1592 to the year 15,The employment lasted from the year 1501 to the year 15,92
The contact lasted from the year 1136 to the year 11,The contact lasted from the year 1101 to the year 11,36
The competition lasted from the year 1456 to the year 14,The competition lasted from the year 1401 to the year 14,56
The trial lasted from the year 1780 to the year 17,The trial lasted from the year 1701 to the year 17,80
The effect lasted from the year 1445 to the year 14,The effect lasted from the year 1401 to the year 14,45
The order lasted from the year 1648 to the year 16,The order lasted from the year 1601 to the year 16,48
The rule lasted from the year 1712 to the year 17,The rule lasted from the year 1701 to the year 17,12
The rule lasted from the year 1449 to the year 14,The rule lasted from the year 1401 to the year 14,49
The employment lasted from the year 1315 to the year 13,The employment lasted from the year 1301 to the year 13,15
The contact lasted from the year 1535 to the year 15,The contact lasted from the year 1501 to the year 15,35
The progress lasted from the year 1475 to the year 14,The progress lasted from the year 1401 to the year 14,75
The trial lasted from the year 1427 to the year 14,The trial lasted from the year 1401 to the year 14,27
The existence lasted from the year 1426 to the year 14,The existence lasted from the year 1401 to the year 14,26
The plan lasted from the year 1581 to the year 15,The plan lasted from the year 1501 to the year 15,81
The plan lasted from the year 1186 to the year 11,The plan lasted from the year 1101 to the year 11,86
The exchange lasted from the year 1626 to the year 16,The exchange lasted from the year 1601 to the year 16,26
The growth lasted from the year 1105 to the year 11,The growth lasted from the year 1101 to the year 11,5
The evaluation lasted from the year 1622 to the year 16,The evaluation lasted from the year 1601 to the year 16,22
The growth lasted from the year 1289 to the year 12,The growth lasted from the year 1201 to the year 12,89
The fall lasted from the year 1190 to the year 11,The fall lasted from the year 1101 to the year 11,90
The construction lasted from the year 1135 to the year 11,The construction lasted from the year 1101 to the year 11,35
The process lasted from the year 1694 to the year 16,The process lasted from the year 1601 to the year 16,94
The contact lasted from the year 1110 to the year 11,The contact lasted from the year 1101 to the year 11,10
The employment lasted from the year 1530 to the year 15,The employment lasted from the year 1501 to the year 15,30
The tour lasted from the year 1545 to the year 15,The tour lasted from the year 1501 to the year 15,45
The quest lasted from the year 1323 to the year 13,The quest lasted from the year 1301 to the year 13,23
The effect lasted from the year 1753 to the year 17,The effect lasted from the year 1701 to the year 17,53
The relationship lasted from the year 1619 to the year 16,The relationship lasted from the year 1601 to the year 16,19
The rise lasted from the year 1541 to the year 15,The rise lasted from the year 1501 to the year 15,41
The existence lasted from the year 1251 to the year 12,The existence lasted from the year 1201 to the year 12,51
The practice lasted from the year 1489 to the year 14,The practice lasted from the year 1401 to the year 14,89
The shift lasted from the year 1693 to the year 16,The shift lasted from the year 1601 to the year 16,93
The coma lasted from the year 1598 to the year 15,The coma lasted from the year 1501 to the year 15,98
The effect lasted from the year 1575 to the year 15,The effect lasted from the year 1501 to the year 15,75
The employment lasted from the year 1489 to the year 14,The employment lasted from the year 1401 to the year 14,89
The rule lasted from the year 1710 to the year 17,The rule lasted from the year 1701 to the year 17,10
The progress lasted from the year 1296 to the year 12,The progress lasted from the year 1201 to the year 12,96
The tests lasted from the year 1167 to the year 11,The tests lasted from the year 1101 to the year 11,67
The work lasted from the year 1266 to the year 12,The work lasted from the year 1201 to the year 12,66
The impact lasted from the year 1133 to the year 11,The impact lasted from the year 1101 to the year 11,33
The existence lasted from the year 1154 to the year 11,The existence lasted from the year 1101 to the year 11,54
The competition lasted from the year 1660 to the year 16,The competition lasted from the year 1601 to the year 16,60
The test lasted from the year 1117 to the year 11,The test lasted from the year 1101 to the year 11,17
The assessment lasted from the year 1384 to the year 13,The assessment lasted from the year 1301 to the year 13,84
The campaign lasted from the year 1240 to the year 12,The campaign lasted from the year 1201 to the year 12,40
The trial lasted from the year 1519 to the year 15,The trial lasted from the year 1501 to the year 15,19
The shift lasted from the year 1589 to the year 15,The shift lasted from the year 1501 to the year 15,89
The deal lasted from the year 1281 to the year 12,The deal lasted from the year 1201 to the year 12,81
The trip lasted from the year 1687 to the year 16,The trip lasted from the year 1601 to the year 16,87
The challenge lasted from the year 1767 to the year 17,The challenge lasted from the year 1701 to the year 17,67
The contact lasted from the year 1551 to the year 15,The contact lasted from the year 1501 to the year 15,51
The campaign lasted from the year 1661 to the year 16,The campaign lasted from the year 1601 to the year 16,61
The quest lasted from the year 1556 to the year 15,The quest lasted from the year 1501 to the year 15,56
The tour lasted from the year 1122 to the year 11,The tour lasted from the year 1101 to the year 11,22
The contact lasted from the year 1530 to the year 15,The contact lasted from the year 1501 to the year 15,30
The project lasted from the year 1453 to the year 14,The project lasted from the year 1401 to the year 14,53
The impact lasted from the year 1107 to the year 11,The impact lasted from the year 1101 to the year 11,7
The work lasted from the year 1211 to the year 12,The work lasted from the year 1201 to the year 12,11
The growth lasted from the year 1638 to the year 16,The growth lasted from the year 1601 to the year 16,38
The challenge lasted from the year 1387 to the year 13,The challenge lasted from the year 1301 to the year 13,87
The quest lasted from the year 1383 to the year 13,The quest lasted from the year 1301 to the year 13,83
The deal lasted from the year 1523 to the year 15,The deal lasted from the year 1501 to the year 15,23
The practice lasted from the year 1163 to the year 11,The practice lasted from the year 1101 to the year 11,63
The existence lasted from the year 1124 to the year 11,The existence lasted from the year 1101 to the year 11,24
The outcome lasted from the year 1184 to the year 11,The outcome lasted from the year 1101 to the year 11,84
The plan lasted from the year 1665 to the year 16,The plan lasted from the year 1601 to the year 16,65
The testing lasted from the year 1366 to the year 13,The testing lasted from the year 1301 to the year 13,66
The outcome lasted from the year 1149 to the year 11,The outcome lasted from the year 1101 to the year 11,49
The existence lasted from the year 1591 to the year 15,The existence lasted from the year 1501 to the year 15,91
The riot lasted from the year 1554 to the year 15,The riot lasted from the year 1501 to the year 15,54
The assessment lasted from the year 1769 to the year 17,The assessment lasted from the year 1701 to the year 17,69
The assessment lasted from the year 1742 to the year 17,The assessment lasted from the year 1701 to the year 17,42
The deal lasted from the year 1615 to the year 16,The deal lasted from the year 1601 to the year 16,15
The evaluation lasted from the year 1764 to the year 17,The evaluation lasted from the year 1701 to the year 17,64
The construction lasted from the year 1779 to the year 17,The construction lasted from the year 1701 to the year 17,79
The case lasted from the year 1593 to the year 15,The case lasted from the year 1501 to the year 15,93
The existence lasted from the year 1234 to the year 12,The existence lasted from the year 1201 to the year 12,34
The construction lasted from the year 1158 to the year 11,The construction lasted from the year 1101 to the year 11,58
The competition lasted from the year 1376 to the year 13,The competition lasted from the year 1301 to the year 13,76
The development lasted from the year 1363 to the year 13,The development lasted from the year 1301 to the year 13,63
The rise lasted from the year 1286 to the year 12,The rise lasted from the year 1201 to the year 12,86
The project lasted from the year 1706 to the year 17,The project lasted from the year 1701 to the year 17,6
The contract lasted from the year 1717 to the year 17,The contract lasted from the year 1701 to the year 17,17
The contact lasted from the year 1657 to the year 16,The contact lasted from the year 1601 to the year 16,57
The rise lasted from the year 1580 to the year 15,The rise lasted from the year 1501 to the year 15,80
The plan lasted from the year 1780 to the year 17,The plan lasted from the year 1701 to the year 17,80
The trial lasted from the year 1711 to the year 17,The trial lasted from the year 1701 to the year 17,11
The process lasted from the year 1641 to the year 16,The process lasted from the year 1601 to the year 16,41
The increase lasted from the year 1563 to the year 15,The increase lasted from the year 1501 to the year 15,63
The trip lasted from the year 1293 to the year 12,The trip lasted from the year 1201 to the year 12,93
The tests lasted from the year 1291 to the year 12,The tests lasted from the year 1201 to the year 12,91
The operation lasted from the year 1186 to the year 11,The operation lasted from the year 1101 to the year 11,86
The test lasted from the year 1363 to the year 13,The test lasted from the year 1301 to the year 13,63
The relationship lasted from the year 1509 to the year 15,The relationship lasted from the year 1501 to the year 15,9
The outcome lasted from the year 1295 to the year 12,The outcome lasted from the year 1201 to the year 12,95
The program lasted from the year 1478 to the year 14,The program lasted from the year 1401 to the year 14,78
The fall lasted from the year 1695 to the year 16,The fall lasted from the year 1601 to the year 16,95
The fall lasted from the year 1236 to the year 12,The fall lasted from the year 1201 to the year 12,36
The contact lasted from the year 1638 to the year 16,The contact lasted from the year 1601 to the year 16,38
The progress lasted from the year 1188 to the year 11,The progress lasted from the year 1101 to the year 11,88
The development lasted from the year 1706 to the year 17,The development lasted from the year 1701 to the year 17,6
The therapy lasted from the year 1168 to the year 11,The therapy lasted from the year 1101 to the year 11,68
The plan lasted from the year 1470 to the year 14,The plan lasted from the year 1401 to the year 14,70
The testing lasted from the year 1190 to the year 11,The testing lasted from the year 1101 to the year 11,90
The process lasted from the year 1175 to the year 11,The process lasted from the year 1101 to the year 11,75
The practice lasted from the year 1785 to the year 17,The practice lasted from the year 1701 to the year 17,85
The operation lasted from the year 1418 to the year 14,The operation lasted from the year 1401 to the year 14,18
The shift lasted from the year 1444 to the year 14,The shift lasted from the year 1401 to the year 14,44
The growth lasted from the year 1295 to the year 12,The growth lasted from the year 1201 to the year 12,95
The progress lasted from the year 1354 to the year 13,The progress lasted from the year 1301 to the year 13,54
The employment lasted from the year 1503 to the year 15,The employment lasted from the year 1501 to the year 15,3
The process lasted from the year 1311 to the year 13,The process lasted from the year 1301 to the year 13,11
The development lasted from the year 1535 to the year 15,The development lasted from the year 1501 to the year 15,35
The testing lasted from the year 1123 to the year 11,The testing lasted from the year 1101 to the year 11,23
The trip lasted from the year 1679 to the year 16,The trip lasted from the year 1601 to the year 16,79
The tour lasted from the year 1348 to the year 13,The tour lasted from the year 1301 to the year 13,48
The study lasted from the year 1714 to the year 17,The study lasted from the year 1701 to the year 17,14
The rise lasted from the year 1240 to the year 12,The rise lasted from the year 1201 to the year 12,40
The assessment lasted from the year 1684 to the year 16,The assessment lasted from the year 1601 to the year 16,84
The development lasted from the year 1590 to the year 15,The development lasted from the year 1501 to the year 15,90
The testing lasted from the year 1412 to the year 14,The testing lasted from the year 1401 to the year 14,12
The work lasted from the year 1472 to the year 14,The work lasted from the year 1401 to the year 14,72
The relationship lasted from the year 1525 to the year 15,The relationship lasted from the year 1501 to the year 15,25
The practice lasted from the year 1212 to the year 12,The practice lasted from the year 1201 to the year 12,12
