Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
128264,-,292-103=,189,185-162=,23,9378,1419
128265,-,292-104=,188,112-62=,50,9367,1135
128266,-,292-105=,187,275-159=,116,9674,8027
128267,-,292-106=,186,208-28=,180,9714,5245
128268,-,292-107=,185,124-73=,51,9741,3971
128269,-,292-108=,184,139-23=,116,10336,8027
128270,-,292-109=,183,75-54=,21,10750,1691
128271,-,292-110=,182,283-127=,156,10828,10132
128272,-,292-111=,181,215-100=,115,10562,7322
128273,-,292-112=,180,182-11=,171,5245,11123
128274,-,292-113=,179,126-111=,15,11128,868
128275,-,292-114=,178,262-246=,16,11256,845
128276,-,292-115=,177,221-46=,175,11242,10005
128277,-,292-116=,176,156-134=,22,10967,1313
128278,-,292-117=,175,193-166=,27,10005,1544
128279,-,292-118=,174,200-148=,52,11771,4103
128280,-,292-119=,173,100-65=,35,11908,1758
128281,-,292-120=,172,262-134=,128,10861,4386
128282,-,292-121=,171,267-234=,33,11123,1644
128283,-,292-122=,170,247-189=,58,8258,2970
128284,-,292-123=,169,246-107=,139,11739,10125
128285,-,292-124=,168,227-30=,197,8953,4468
128286,-,292-125=,167,251-44=,207,11515,12060
128287,-,292-126=,166,295-165=,130,11247,5894
128288,-,292-127=,165,279-24=,255,10680,3192
128289,-,292-128=,164,250-162=,88,10513,2421
128290,-,292-129=,163,252-237=,15,9892,868
128291,-,292-130=,162,159-13=,146,10674,10465
128292,-,292-131=,161,114-113=,1,10718,16
128293,-,292-132=,160,242-209=,33,6330,1644
128294,-,292-133=,159,106-36=,70,11068,2031
128295,-,292-134=,158,166-134=,32,11286,843
128296,-,292-135=,157,243-24=,219,10895,13762
128297,-,292-136=,156,227-40=,187,10132,9674
128298,-,292-137=,155,235-96=,139,9992,10125
128299,-,292-138=,154,292-166=,126,10559,9390
128300,-,292-139=,153,174-160=,14,9800,975
128301,-,292-140=,152,176-62=,114,9756,8011
128302,-,292-141=,151,284-79=,205,9690,10866
128303,-,292-142=,150,298-166=,132,3965,9413
128304,-,292-143=,149,289-169=,120,10161,4364
128305,-,292-144=,148,232-126=,106,10410,7461
128306,-,292-145=,147,265-160=,105,10288,6550
128307,-,292-146=,146,160-1=,159,10465,11068
128308,-,292-147=,145,236-21=,215,9591,12112
128309,-,292-148=,144,24-14=,10,8929,605
128310,-,292-149=,143,277-243=,34,10290,1958
128311,-,292-150=,142,86-8=,78,10239,2495
128312,-,292-151=,141,186-72=,114,9335,8011
128313,-,292-152=,140,218-45=,173,6860,11908
128314,-,292-153=,139,294-294=,0,10125,15
128315,-,292-154=,138,272-248=,24,10350,1187
128316,-,292-155=,137,189-64=,125,10148,6549
128317,-,292-156=,136,218-1=,217,9795,13460
128318,-,292-157=,135,176-79=,97,8878,3534
128319,-,292-158=,134,267-40=,227,9565,14206
128320,-,292-159=,133,281-169=,112,9423,7261
128321,-,292-160=,132,251-96=,155,9413,9992
128322,-,292-161=,131,263-43=,220,9263,8610
128323,-,292-162=,130,283-121=,162,5894,10674
128324,-,292-163=,129,153-65=,88,9748,2421
128325,-,292-164=,128,276-260=,16,4386,845
128326,-,292-165=,127,280-47=,233,6804,12994
128327,-,292-166=,126,294-56=,238,9390,13895
128328,-,292-167=,125,57-39=,18,6549,972
128329,-,292-168=,124,78-71=,7,8874,22
128330,-,292-169=,123,87-19=,68,4513,2614
128331,-,292-170=,122,276-267=,9,8259,24
128332,-,292-171=,121,110-35=,75,7994,2075
128333,-,292-172=,120,156-110=,46,4364,2790
128334,-,292-173=,119,200-141=,59,9079,2946
128335,-,292-174=,118,273-17=,256,8899,4146
128336,-,292-175=,117,179-53=,126,8546,9390
128337,-,292-176=,116,247-238=,9,8027,24
128338,-,292-177=,115,234-8=,226,7322,14057
128339,-,292-178=,114,71-59=,12,8011,717
128340,-,292-179=,113,186-117=,69,8190,3076
128341,-,292-180=,112,247-141=,106,7261,7461
128342,-,292-181=,111,249-104=,145,5037,9591
128343,-,292-182=,110,241-227=,14,5120,975
128344,-,292-183=,109,149-130=,19,7743,777
128345,-,292-184=,108,42-36=,6,6640,21
128346,-,292-185=,107,273-79=,194,7699,6393
128347,-,292-186=,106,261-49=,212,7461,11227
128348,-,292-187=,105,277-35=,242,6550,12754
128349,-,292-188=,104,252-198=,54,6849,4370
128350,-,292-189=,103,221-7=,214,6889,11584
128351,-,292-190=,102,213-4=,209,4278,12652
128352,-,292-191=,101,192-143=,49,4645,2491
128353,-,292-192=,100,169-165=,4,1041,19
128354,-,292-193=,99,256-132=,124,1484,8874
128355,-,292-194=,98,290-77=,213,3264,11702
128356,-,292-195=,97,296-171=,125,3534,6549
128357,-,292-196=,96,116-32=,84,4161,5833
128358,-,292-197=,95,103-99=,4,2721,19
128359,-,292-198=,94,169-111=,58,6281,2970
128360,-,292-199=,93,91-15=,76,6365,4767
128361,-,292-200=,92,242-228=,14,6083,975
128362,-,292-201=,91,253-239=,14,5925,975
128363,-,292-202=,90,245-96=,149,1954,10161
128364,-,292-203=,89,192-147=,45,4578,1774
128365,-,292-204=,88,78-37=,41,2421,3174
128366,-,292-205=,87,276-6=,270,4044,10914
128367,-,292-206=,86,198-158=,40,4218,1272
128368,-,292-207=,85,158-74=,84,5313,5833
128369,-,292-208=,84,227-176=,51,5833,3971
128370,-,292-209=,83,60-32=,28,6069,1591
128371,-,292-210=,82,108-13=,95,6086,2721
128372,-,292-211=,81,299-112=,187,5932,9674
128373,-,292-212=,80,263-30=,233,1490,12994
128374,-,292-213=,79,146-115=,31,4643,2148
128375,-,292-214=,78,266-14=,252,2495,12326
128376,-,292-215=,77,240-117=,123,2813,4513
128377,-,292-216=,76,86-64=,22,4767,1313
128378,-,292-217=,75,39-18=,21,2075,1691
128379,-,292-218=,74,204-75=,129,5728,9748
128380,-,292-219=,73,293-1=,292,5958,16443
128381,-,292-220=,72,254-192=,62,5332,5538
128382,-,292-221=,71,278-216=,62,6028,5538
128383,-,292-222=,70,116-3=,113,2031,8190
128384,-,292-223=,69,158-39=,119,3076,9079
128385,-,292-224=,68,207-200=,7,2614,22
128386,-,292-225=,67,167-28=,139,3080,10125
128387,-,292-226=,66,237-235=,2,2287,17
128388,-,292-227=,65,286-100=,186,2397,9714
128389,-,292-228=,64,229-165=,64,1227,1227
128390,-,292-229=,63,262-25=,237,5495,14590
128391,-,292-230=,62,119-80=,39,5538,2137
128392,-,292-231=,61,198-117=,81,5547,5932
128393,-,292-232=,60,203-7=,196,1399,5162
128394,-,292-233=,59,178-37=,141,2946,9335
128395,-,292-234=,58,243-100=,143,2970,10290
128396,-,292-235=,57,295-177=,118,3226,8899
128397,-,292-236=,56,158-141=,17,3487,1114
128398,-,292-237=,55,291-53=,238,2131,13895
128399,-,292-238=,54,69-49=,20,4370,508
128400,-,292-239=,53,284-72=,212,4331,11227
128401,-,292-240=,52,296-280=,16,4103,845
128402,-,292-241=,51,158-133=,25,3971,914
128403,-,292-242=,50,252-113=,139,1135,10125
128404,-,292-243=,49,211-173=,38,2491,1987
128405,-,292-244=,48,140-110=,30,2166,966
128406,-,292-245=,47,164-68=,96,2618,4161
128407,-,292-246=,46,181-6=,175,2790,10005
128408,-,292-247=,45,253-112=,141,1774,9335
128409,-,292-248=,44,282-96=,186,2096,9714
128410,-,292-249=,43,218-87=,131,3391,9263
128411,-,292-250=,42,84-37=,47,2983,2618
128412,-,292-251=,41,280-40=,240,3174,8273
128413,-,292-252=,40,294-154=,140,1272,6860
128414,-,292-253=,39,281-200=,81,2137,5932
128415,-,292-254=,38,260-250=,10,1987,605
128416,-,292-255=,37,161-151=,10,1806,605
128417,-,292-256=,36,291-10=,281,1927,15282
128418,-,292-257=,35,156-132=,24,1758,1187
128419,-,292-258=,34,122-93=,29,1958,1682
128420,-,292-259=,33,112-42=,70,1644,2031
128421,-,292-260=,32,243-47=,196,843,5162
128422,-,292-261=,31,216-144=,72,2148,5332
128423,-,292-262=,30,208-158=,50,966,1135
128424,-,292-263=,29,223-76=,147,1682,10288
128425,-,292-264=,28,252-25=,227,1591,14206
128426,-,292-265=,27,101-42=,59,1544,2946
128427,-,292-266=,26,230-225=,5,1627,20
128428,-,292-267=,25,43-12=,31,914,2148
128429,-,292-268=,24,286-115=,171,1187,11123
128430,-,292-269=,23,174-115=,59,1419,2946
128431,-,292-270=,22,218-210=,8,1313,23
128432,-,292-271=,21,150-15=,135,1691,8878
128433,-,292-272=,20,248-42=,206,508,11056
128434,-,292-273=,19,123-9=,114,777,8011
128435,-,292-274=,18,52-12=,40,972,1272
128436,-,292-275=,17,90-23=,67,1114,3080
128437,-,292-276=,16,166-143=,23,845,1419
128438,-,292-277=,15,137-93=,44,868,2096
128439,-,292-278=,14,171-41=,130,975,5894
128440,-,292-279=,13,260-82=,178,1032,11256
128441,-,292-280=,12,238-193=,45,717,1774
128442,-,292-281=,11,246-22=,224,806,10697
128443,-,292-282=,10,198-21=,177,605,11242
128444,-,292-283=,9,66-59=,7,24,22
128445,-,292-284=,8,290-58=,232,23,12338
128446,-,292-285=,7,108-33=,75,22,2075
128447,-,292-286=,6,117-68=,49,21,2491
128448,-,292-287=,5,254-9=,245,20,13078
128449,-,292-288=,4,157-101=,56,19,3487
128450,-,292-289=,3,255-216=,39,18,2137
128451,-,292-290=,2,129-76=,53,17,4331
128452,-,292-291=,1,257-213=,44,16,2096
128453,-,292-292=,0,284-106=,178,15,11256
128454,-,293-0=,293,164-118=,46,17313,2790
128455,-,293-1=,292,271-227=,44,16443,2096
128456,-,293-2=,291,65-1=,64,17335,1227
128457,-,293-3=,290,165-117=,48,13754,2166
128458,-,293-4=,289,141-33=,108,17212,6640
128459,-,293-5=,288,176-40=,136,15287,9795
128460,-,293-6=,287,230-67=,163,17897,9892
128461,-,293-7=,286,276-103=,173,17361,11908
128462,-,293-8=,285,76-9=,67,15935,3080
128463,-,293-9=,284,299-166=,133,17058,9423
128464,-,293-10=,283,193-114=,79,16085,4643
128465,-,293-11=,282,85-41=,44,16544,2096
128466,-,293-12=,281,284-262=,22,15282,1313
128467,-,293-13=,280,133-115=,18,11209,972
128468,-,293-14=,279,87-52=,35,17267,1758
128469,-,293-15=,278,260-131=,129,16949,9748
128470,-,293-16=,277,254-90=,164,16367,10513
128471,-,293-17=,276,105-19=,86,16660,4218
128472,-,293-18=,275,198-130=,68,14417,2614
128473,-,293-19=,274,64-0=,64,16590,1227
128474,-,293-20=,273,107-8=,99,15451,1484
128475,-,293-21=,272,293-126=,167,15741,11515
128476,-,293-22=,271,204-180=,24,15828,1187
128477,-,293-23=,270,159-143=,16,10914,845
128478,-,293-24=,269,292-101=,191,16955,7529
128479,-,293-25=,268,224-138=,86,16332,4218
128480,-,293-26=,267,270-75=,195,16567,6280
128481,-,293-27=,266,171-27=,144,15999,8929
128482,-,293-28=,265,130-34=,96,14374,4161
128483,-,293-29=,264,262-105=,157,12815,10895
128484,-,293-30=,263,299-164=,135,15666,8878
128485,-,293-31=,262,194-68=,126,14274,9390
128486,-,293-32=,261,250-148=,102,15602,4278
128487,-,293-33=,260,229-105=,124,11387,8874
128488,-,293-34=,259,293-103=,190,15537,7028
128489,-,293-35=,258,93-79=,14,15966,975
128490,-,293-36=,257,291-167=,124,15574,8874
128491,-,293-37=,256,99-89=,10,4146,605
128492,-,293-38=,255,266-22=,244,3192,13719
128493,-,293-39=,254,161-158=,3,12375,18
128494,-,293-40=,253,146-9=,137,14022,10148
128495,-,293-41=,252,177-18=,159,12326,11068
128496,-,293-42=,251,270-122=,148,13860,10410
128497,-,293-43=,250,102-21=,81,5154,5932
128498,-,293-44=,249,180-141=,39,14735,2137
128499,-,293-45=,248,129-69=,60,14185,1399
128500,-,293-46=,247,260-179=,81,14125,5932
128501,-,293-47=,246,241-170=,71,14205,6028
128502,-,293-48=,245,269-16=,253,13078,14022
128503,-,293-49=,244,210-2=,208,13719,12171
128504,-,293-50=,243,91-51=,40,14052,1272
128505,-,293-51=,242,296-73=,223,12754,12533
128506,-,293-52=,241,243-144=,99,13341,1484
128507,-,293-53=,240,235-162=,73,8273,5958
128508,-,293-54=,239,206-190=,16,14815,845
128509,-,293-55=,238,275-274=,1,13895,16
128510,-,293-56=,237,155-110=,45,14590,1774
128511,-,293-57=,236,132-114=,18,14087,972
128512,-,293-58=,235,204-139=,65,12422,2397
128513,-,293-59=,234,215-7=,208,11727,12171
128514,-,293-60=,233,137-95=,42,12994,2983
128515,-,293-61=,232,182-158=,24,12338,1187
128516,-,293-62=,231,289-3=,286,12245,17361
128517,-,293-63=,230,242-242=,0,9870,15
128518,-,293-64=,229,296-96=,200,14378,1049
128519,-,293-65=,228,95-30=,65,14261,2397
128520,-,293-66=,227,272-44=,228,14206,14261
128521,-,293-67=,226,101-29=,72,14057,5332
128522,-,293-68=,225,266-255=,11,11057,806
128523,-,293-69=,224,283-263=,20,10697,508
128524,-,293-70=,223,245-82=,163,12533,9892
128525,-,293-71=,222,191-77=,114,9716,8011
128526,-,293-72=,221,299-210=,89,12425,4578
128527,-,293-73=,220,196-149=,47,8610,2618
128528,-,293-74=,219,209-88=,121,13762,7994
128529,-,293-75=,218,215-184=,31,13302,2148
128530,-,293-76=,217,285-185=,100,13460,1041
128531,-,293-77=,216,161-60=,101,12463,4645
128532,-,293-78=,215,128-26=,102,12112,4278
128533,-,293-79=,214,272-20=,252,11584,12326
128534,-,293-80=,213,271-153=,118,11702,8899
128535,-,293-81=,212,208-91=,117,11227,8546
128536,-,293-82=,211,138-15=,123,11483,4513
128537,-,293-83=,210,293-0=,293,8848,17313
128538,-,293-84=,209,125-9=,116,12652,8027
128539,-,293-85=,208,224-6=,218,12171,13302
128540,-,293-86=,207,87-78=,9,12060,24
128541,-,293-87=,206,134-87=,47,11056,2618
128542,-,293-89=,204,231-89=,142,7854,10239
128543,-,293-91=,202,125-80=,45,2366,1774
128544,-,293-99=,194,215-56=,159,6393,11068
128545,-,293-100=,193,214-87=,127,7285,6804
128546,-,293-101=,192,111-93=,18,5926,972
128547,-,293-102=,191,46-37=,9,7529,24
128548,-,293-103=,190,228-83=,145,7028,9591
128549,-,293-104=,189,124-67=,57,9378,3226
128550,-,293-105=,188,114-21=,93,9367,6365
128551,-,293-106=,187,152-33=,119,9674,9079
128552,-,293-107=,186,138-137=,1,9714,16
128553,-,293-108=,185,191-19=,172,9741,10861
128554,-,293-109=,184,189-24=,165,10336,10680
128555,-,293-110=,183,197-159=,38,10750,1987
128556,-,293-111=,182,113-40=,73,10828,5958
128557,-,293-112=,181,297-45=,252,10562,12326
128558,-,293-113=,180,168-51=,117,5245,8546
128559,-,293-114=,179,299-262=,37,11128,1806
128560,-,293-115=,178,121-64=,57,11256,3226
128561,-,293-116=,177,164-0=,164,11242,10513
128562,-,293-117=,176,270-126=,144,10967,8929
128563,-,293-118=,175,74-4=,70,10005,2031
128564,-,293-119=,174,278-38=,240,11771,8273
128565,-,293-120=,173,238-163=,75,11908,2075
128566,-,293-121=,172,284-282=,2,10861,17
128567,-,293-122=,171,111-110=,1,11123,16
128568,-,293-123=,170,287-185=,102,8258,4278
128569,-,293-124=,169,209-42=,167,11739,11515
128570,-,293-125=,168,114-62=,52,8953,4103
128571,-,293-126=,167,240-84=,156,11515,10132
128572,-,293-127=,166,226-162=,64,11247,1227
128573,-,293-128=,165,144-94=,50,10680,1135
128574,-,293-129=,164,176-67=,109,10513,7743
128575,-,293-130=,163,285-21=,264,9892,12815
128576,-,293-131=,162,42-25=,17,10674,1114
128577,-,293-132=,161,174-31=,143,10718,10290
128578,-,293-133=,160,139-12=,127,6330,6804
128579,-,293-134=,159,217-174=,43,11068,3391
128580,-,293-135=,158,272-162=,110,11286,5120
128581,-,293-136=,157,242-78=,164,10895,10513
128582,-,293-137=,156,297-270=,27,10132,1544
128583,-,293-138=,155,227-33=,194,9992,6393
128584,-,293-139=,154,159-153=,6,10559,21
128585,-,293-140=,153,208-68=,140,9800,6860
128586,-,293-141=,152,48-41=,7,9756,22
128587,-,293-142=,151,235-53=,182,9690,10828
128588,-,293-143=,150,165-125=,40,3965,1272
128589,-,293-144=,149,272-229=,43,10161,3391
128590,-,293-145=,148,60-58=,2,10410,17
128591,-,293-146=,147,245-26=,219,10288,13762
128592,-,293-147=,146,238-175=,63,10465,5495
128593,-,293-148=,145,170-46=,124,9591,8874
128594,-,293-149=,144,166-59=,107,8929,7699
128595,-,293-150=,143,143-69=,74,10290,5728
128596,-,293-151=,142,16-6=,10,10239,605
128597,-,293-152=,141,121-69=,52,9335,4103
128598,-,293-153=,140,100-95=,5,6860,20
128599,-,293-154=,139,239-180=,59,10125,2946
128600,-,293-155=,138,99-81=,18,10350,972
128601,-,293-156=,137,135-100=,35,10148,1758
128602,-,293-157=,136,236-92=,144,9795,8929
128603,-,293-158=,135,129-97=,32,8878,843
128604,-,293-159=,134,119-61=,58,9565,2970
128605,-,293-160=,133,246-178=,68,9423,2614
128606,-,293-161=,132,258-180=,78,9413,2495
128607,-,293-162=,131,263-176=,87,9263,4044
128608,-,293-163=,130,164-66=,98,5894,3264
128609,-,293-164=,129,243-166=,77,9748,2813
128610,-,293-165=,128,236-79=,157,4386,10895
128611,-,293-166=,127,253-242=,11,6804,806
128612,-,293-167=,126,52-7=,45,9390,1774
128613,-,293-168=,125,70-15=,55,6549,2131
128614,-,293-169=,124,128-45=,83,8874,6069
128615,-,293-170=,123,78-38=,40,4513,1272
128616,-,293-171=,122,71-6=,65,8259,2397
128617,-,293-172=,121,161-67=,94,7994,6281
128618,-,293-173=,120,287-281=,6,4364,21
128619,-,293-174=,119,34-33=,1,9079,16
128620,-,293-175=,118,255-145=,110,8899,5120
128621,-,293-176=,117,288-183=,105,8546,6550
128622,-,293-177=,116,116-84=,32,8027,843
128623,-,293-178=,115,63-19=,44,7322,2096
128624,-,293-179=,114,127-46=,81,8011,5932
128625,-,293-180=,113,219-92=,127,8190,6804
128626,-,293-181=,112,150-79=,71,7261,6028
128627,-,293-182=,111,121-104=,17,5037,1114
128628,-,293-183=,110,162-148=,14,5120,975
128629,-,293-184=,109,171-79=,92,7743,6083
128630,-,293-185=,108,145-88=,57,6640,3226
128631,-,293-186=,107,244-240=,4,7699,19
128632,-,293-187=,106,79-78=,1,7461,16
128633,-,293-188=,105,198-148=,50,6550,1135
128634,-,293-189=,104,209-49=,160,6849,6330
128635,-,293-190=,103,266-173=,93,6889,6365
128636,-,293-191=,102,231-172=,59,4278,2946
128637,-,293-192=,101,208-171=,37,4645,1806
128638,-,293-193=,100,171-108=,63,1041,5495
128639,-,293-194=,99,260-41=,219,1484,13762
128640,-,293-195=,98,99-84=,15,3264,868
128641,-,293-196=,97,210-163=,47,3534,2618
128642,-,293-197=,96,160-6=,154,4161,10559
128643,-,293-198=,95,206-22=,184,2721,10336
128644,-,293-199=,94,133-2=,131,6281,9263
128645,-,293-200=,93,3-0=,3,6365,18
128646,-,293-201=,92,139-9=,130,6083,5894
128647,-,293-202=,91,106-2=,104,5925,6849
128648,-,293-203=,90,188-156=,32,1954,843
128649,-,293-204=,89,266-27=,239,4578,14815
128650,-,293-205=,88,242-191=,51,2421,3971
128651,-,293-206=,87,174-171=,3,4044,18
128652,-,293-207=,86,224-111=,113,4218,8190
128653,-,293-208=,85,239-15=,224,5313,10697
128654,-,293-209=,84,237-201=,36,5833,1927
128655,-,293-210=,83,139-55=,84,6069,5833
128656,-,293-211=,82,272-164=,108,6086,6640
128657,-,293-212=,81,250-30=,220,5932,8610
128658,-,293-213=,80,97-73=,24,1490,1187
128659,-,293-214=,79,158-93=,65,4643,2397
128660,-,293-215=,78,42-4=,38,2495,1987
128661,-,293-216=,77,37-21=,16,2813,845
128662,-,293-217=,76,241-183=,58,4767,2970
128663,-,293-218=,75,160-122=,38,2075,1987
128664,-,293-219=,74,191-1=,190,5728,7028
128665,-,293-220=,73,256-174=,82,5958,6086
128666,-,293-221=,72,147-143=,4,5332,19
128667,-,293-222=,71,292-289=,3,6028,18
128668,-,293-223=,70,94-76=,18,2031,972
128669,-,293-224=,69,172-79=,93,3076,6365
128670,-,293-225=,68,165-137=,28,2614,1591
128671,-,293-226=,67,203-6=,197,3080,4468
128672,-,293-227=,66,104-81=,23,2287,1419
128673,-,293-228=,65,276-80=,196,2397,5162
128674,-,293-229=,64,235-14=,221,1227,12425
128675,-,293-230=,63,66-7=,59,5495,2946
128676,-,293-231=,62,288-4=,284,5538,17058
128677,-,293-232=,61,148-54=,94,5547,6281
128678,-,293-233=,60,140-46=,94,1399,6281
128679,-,293-234=,59,290-287=,3,2946,18
128680,-,293-235=,58,154-69=,85,2970,5313
128681,-,293-236=,57,75-29=,46,3226,2790
128682,-,293-237=,56,243-35=,208,3487,12171
128683,-,293-238=,55,274-184=,90,2131,1954
128684,-,293-239=,54,168-119=,49,4370,2491
128685,-,293-240=,53,177-54=,123,4331,4513
128686,-,293-241=,52,194-117=,77,4103,2813
128687,-,293-242=,51,34-10=,24,3971,1187
128688,-,293-243=,50,277-229=,48,1135,2166
128689,-,293-244=,49,155-127=,28,2491,1591
128690,-,293-245=,48,246-185=,61,2166,5547
128691,-,293-246=,47,248-177=,71,2618,6028
128692,-,293-247=,46,192-71=,121,2790,7994
128693,-,293-248=,45,83-39=,44,1774,2096
128694,-,293-249=,44,238-186=,52,2096,4103
128695,-,293-250=,43,267-264=,3,3391,18
128696,-,293-251=,42,207-125=,82,2983,6086
128697,-,293-252=,41,290-73=,217,3174,13460
128698,-,293-253=,40,244-108=,136,1272,9795
128699,-,293-254=,39,215-60=,155,2137,9992
128700,-,293-255=,38,297-110=,187,1987,9674
128701,-,293-256=,37,99-20=,79,1806,4643
128702,-,293-257=,36,239-177=,62,1927,5538
128703,-,293-258=,35,27-2=,25,1758,914
128704,-,293-259=,34,207-11=,196,1958,5162
128705,-,293-260=,33,213-14=,199,1644,2550
128706,-,293-261=,32,73-17=,56,843,3487
128707,-,293-262=,31,196-182=,14,2148,975
128708,-,293-263=,30,158-48=,110,966,5120
128709,-,293-264=,29,202-61=,141,1682,9335
128710,-,293-265=,28,205-84=,121,1591,7994
128711,-,293-266=,27,295-35=,260,1544,11387
128712,-,293-267=,26,164-37=,127,1627,6804
128713,-,293-268=,25,204-117=,87,914,4044
128714,-,293-269=,24,274-19=,255,1187,3192
128715,-,293-270=,23,219-201=,18,1419,972
128716,-,293-271=,22,253-83=,170,1313,8258
128717,-,293-272=,21,128-36=,92,1691,6083
128718,-,293-273=,20,201-28=,173,508,11908
128719,-,293-274=,19,172-30=,142,777,10239
128720,-,293-275=,18,270-42=,228,972,14261
128721,-,293-276=,17,196-148=,48,1114,2166
128722,-,293-277=,16,189-43=,146,845,10465
128723,-,293-278=,15,225-78=,147,868,10288
128724,-,293-279=,14,209-179=,30,975,966
128725,-,293-280=,13,194-162=,32,1032,843
128726,-,293-281=,12,298-204=,94,717,6281
128727,-,293-282=,11,113-23=,90,806,1954
128728,-,293-283=,10,228-52=,176,605,10967
128729,-,293-284=,9,239-237=,2,24,17
128730,-,293-285=,8,193-17=,176,23,10967
128731,-,293-286=,7,251-113=,138,22,10350
128732,-,293-287=,6,161-40=,121,21,7994
128733,-,293-288=,5,223-217=,6,20,21
128734,-,293-289=,4,94-31=,63,19,5495
128735,-,293-290=,3,31-4=,27,18,1544
128736,-,293-291=,2,288-156=,132,17,9413
128737,-,293-292=,1,145-60=,85,16,5313
128738,-,293-293=,0,290-53=,237,15,14590
128739,-,294-0=,294,273-123=,150,17168,3965
128740,-,294-2=,292,203-77=,126,16443,9390
128741,-,294-3=,291,207-188=,19,17335,777
128742,-,294-4=,290,285-131=,154,13754,10559
128743,-,294-5=,289,283-234=,49,17212,2491
128744,-,294-6=,288,200-21=,179,15287,11128
128745,-,294-7=,287,230-7=,223,17897,12533
128746,-,294-8=,286,234-136=,98,17361,3264
128747,-,294-9=,285,125-109=,16,15935,845
128748,-,294-10=,284,206-35=,171,17058,11123
128749,-,294-11=,283,58-24=,34,16085,1958
128750,-,294-12=,282,184-71=,113,16544,8190
128751,-,294-13=,281,35-22=,13,15282,1032
128752,-,294-14=,280,100-28=,72,11209,5332
128753,-,294-15=,279,289-268=,21,17267,1691
128754,-,294-16=,278,275-46=,229,16949,14378
128755,-,294-17=,277,136-80=,56,16367,3487
128756,-,294-18=,276,238-145=,93,16660,6365
128757,-,294-19=,275,174-164=,10,14417,605
128758,-,294-20=,274,225-112=,113,16590,8190
128759,-,294-21=,273,209-81=,128,15451,4386
128760,-,294-22=,272,257-217=,40,15741,1272
128761,-,294-23=,271,265-24=,241,15828,13341
128762,-,294-24=,270,294-60=,234,10914,11727
128763,-,294-25=,269,205-154=,51,16955,3971
128764,-,294-26=,268,245-181=,64,16332,1227
128765,-,294-27=,267,199-100=,99,16567,1484
128766,-,294-28=,266,111-74=,37,15999,1806
128767,-,294-29=,265,33-6=,27,14374,1544
128768,-,294-30=,264,220-52=,168,12815,8953
128769,-,294-31=,263,253-27=,226,15666,14057
128770,-,294-32=,262,298-60=,238,14274,13895
128771,-,294-33=,261,174-74=,100,15602,1041
128772,-,294-34=,260,146-59=,87,11387,4044
128773,-,294-35=,259,232-8=,224,15537,10697
128774,-,294-36=,258,286-198=,88,15966,2421
128775,-,294-37=,257,250-112=,138,15574,10350
128776,-,294-38=,256,286-163=,123,4146,4513
128777,-,294-39=,255,216-81=,135,3192,8878
128778,-,294-40=,254,273-147=,126,12375,9390
128779,-,294-41=,253,232-180=,52,14022,4103
128780,-,294-42=,252,296-55=,241,12326,13341
128781,-,294-43=,251,260-39=,221,13860,12425
128782,-,294-44=,250,159-159=,0,5154,15
128783,-,294-45=,249,211-83=,128,14735,4386
128784,-,294-46=,248,175-141=,34,14185,1958
128785,-,294-47=,247,108-73=,35,14125,1758
128786,-,294-48=,246,191-100=,91,14205,5925
128787,-,294-49=,245,61-31=,30,13078,966
128788,-,294-50=,244,110-56=,54,13719,4370
128789,-,294-51=,243,173-119=,54,14052,4370
128790,-,294-52=,242,173-7=,166,12754,11247
128791,-,294-53=,241,247-179=,68,13341,2614
128792,-,294-54=,240,176-168=,8,8273,23
128793,-,294-55=,239,246-28=,218,14815,13302
128794,-,294-56=,238,260-48=,212,13895,11227
128795,-,294-57=,237,213-7=,206,14590,11056
128796,-,294-58=,236,265-8=,257,14087,15574
128797,-,294-59=,235,175-170=,5,12422,20
128798,-,294-60=,234,183-81=,102,11727,4278
128799,-,294-61=,233,68-64=,4,12994,19
128800,-,294-62=,232,121-90=,31,12338,2148
128801,-,294-63=,231,129-75=,54,12245,4370
128802,-,294-64=,230,224-167=,57,9870,3226
128803,-,294-65=,229,255-76=,179,14378,11128
128804,-,294-66=,228,59-58=,1,14261,16
128805,-,294-67=,227,171-20=,151,14206,9690
128806,-,294-68=,226,266-95=,171,14057,11123
128807,-,294-69=,225,246-160=,86,11057,4218
128808,-,294-70=,224,236-168=,68,10697,2614
128809,-,294-71=,223,166-52=,114,12533,8011
128810,-,294-72=,222,254-251=,3,9716,18
128811,-,294-73=,221,224-112=,112,12425,7261
128812,-,294-74=,220,289-209=,80,8610,1490
128813,-,294-75=,219,231-11=,220,13762,8610
128814,-,294-76=,218,59-3=,56,13302,3487
128815,-,294-77=,217,292-165=,127,13460,6804
128816,-,294-78=,216,187-111=,76,12463,4767
128817,-,294-79=,215,225-120=,105,12112,6550
128818,-,294-80=,214,94-13=,81,11584,5932
128819,-,294-81=,213,276-116=,160,11702,6330
128820,-,294-82=,212,292-162=,130,11227,5894
128821,-,294-83=,211,223-166=,57,11483,3226
128822,-,294-84=,210,90-48=,42,8848,2983
128823,-,294-85=,209,246-72=,174,12652,11771
128824,-,294-86=,208,239-105=,134,12171,9565
128825,-,294-87=,207,241-39=,202,12060,2366
128826,-,294-88=,206,221-145=,76,11056,4767
