clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there were two egreyments. Now there is one egrey","First, there was one egreyment. Now there are two egrey",420,942,egreyment,egreyments,1
"First, there was one bety. Now there are two bet","First, there were two beties. Now there is one bet",447,90,bety,beties,0
"First, there were two beties. Now there is one bet","First, there was one bety. Now there are two bet",90,447,bety,beties,1
"First, there was one troomle. Now there are two troom","First, there were two troomles. Now there is one troom",868,282,troomle,troomles,0
"First, there were two troomles. Now there is one troom","First, there was one troomle. Now there are two troom",282,868,troomle,troomles,1
"First, there was one shanecter. Now there are two shanect","First, there were two shanecters. Now there is one shanect",398,254,shanecter,shanecters,0
"First, there were two shanecters. Now there is one shanect","First, there was one shanecter. Now there are two shanect",254,398,shanecter,shanecters,1
"First, there was one projome. Now there are two proj","First, there were two projomes. Now there is one proj",6819,485,projome,projomes,0
"First, there were two projomes. Now there is one proj","First, there was one projome. Now there are two proj",485,6819,projome,projomes,1
"First, there was one freamer. Now there are two fream","First, there were two freamers. Now there is one fream",398,254,freamer,freamers,0
"First, there were two freamers. Now there is one fream","First, there was one freamer. Now there are two fream",254,398,freamer,freamers,1
"First, there was one accuin. Now there are two acc","First, there were two accuins. Now there is one acc",47701,19014,accuin,accuins,0
"First, there were two accuins. Now there is one acc","First, there was one accuin. Now there are two acc",19014,47701,accuin,accuins,1
"First, there was one detrerence. Now there are two detre","First, there were two detrerences. Now there is one detre",1998,1196,detrerence,detrerences,0
"First, there were two detrerences. Now there is one detre","First, there was one detrerence. Now there are two detre",1196,1998,detrerence,detrerences,1
"First, there was one corruner. Now there are two corrun","First, there were two corruners. Now there is one corrun",398,254,corruner,corruners,0
"First, there were two corruners. Now there is one corrun","First, there was one corruner. Now there are two corrun",254,398,corruner,corruners,1
"First, there was one cagy. Now there are two cag","First, there were two cagies. Now there is one cag",447,90,cagy,cagies,0
"First, there were two cagies. Now there is one cag","First, there was one cagy. Now there are two cag",90,447,cagy,cagies,1
"First, there was one ligle. Now there are two lig","First, there were two ligles. Now there is one lig",868,282,ligle,ligles,0
"First, there were two ligles. Now there is one lig","First, there was one ligle. Now there are two lig",282,868,ligle,ligles,1
"First, there was one progystion. Now there are two progyst","First, there were two progystions. Now there is one progyst",621,279,progystion,progystions,0
"First, there were two progystions. Now there is one progyst","First, there was one progystion. Now there are two progyst",279,621,progystion,progystions,1
"First, there was one rebuin. Now there are two reb","First, there were two rebuins. Now there is one reb",47701,19014,rebuin,rebuins,0
"First, there were two rebuins. Now there is one reb","First, there was one rebuin. Now there are two reb",19014,47701,rebuin,rebuins,1
"First, there was one dodory. Now there are two dod","First, there were two dodories. Now there is one dod",2370,590,dodory,dodories,0
"First, there were two dodories. Now there is one dod","First, there was one dodory. Now there are two dod",590,2370,dodory,dodories,1
"First, there was one cuncudy. Now there are two cuncud","First, there were two cuncudies. Now there is one cuncud",447,90,cuncudy,cuncudies,0
"First, there were two cuncudies. Now there is one cuncud","First, there was one cuncudy. Now there are two cuncud",90,447,cuncudy,cuncudies,1
"First, there was one ardesity. Now there are two ardes","First, there were two ardesities. Now there is one ardes",1005,414,ardesity,ardesities,0
"First, there were two ardesities. Now there is one ardes","First, there was one ardesity. Now there are two ardes",414,1005,ardesity,ardesities,1
"First, there was one paxerence. Now there are two paxe","First, there were two paxerences. Now there is one paxe",1998,1196,paxerence,paxerences,0
"First, there were two paxerences. Now there is one paxe","First, there was one paxerence. Now there are two paxe",1196,1998,paxerence,paxerences,1
"First, there was one chickman. Now there are two chick","First, there were two chickmen. Now there is one chick",3767,1342,chickman,chickmen,0
"First, there were two chickmen. Now there is one chick","First, there was one chickman. Now there are two chick",1342,3767,chickman,chickmen,1
"First, there was one plard. Now there are two pl","First, there were two plards. Now there is one pl",2196,472,plard,plards,0
"First, there were two plards. Now there is one pl","First, there was one plard. Now there are two pl",472,2196,plard,plards,1
"First, there was one greep. Now there are two gre","First, there were two greeps. Now there is one gre",2265,554,greep,greeps,0
"First, there were two greeps. Now there is one gre","First, there was one greep. Now there are two gre",554,2265,greep,greeps,1
"First, there was one eafed. Now there are two eaf","First, there were two eafeds. Now there is one eaf",5797,264,eafed,eafeds,0
"First, there were two eafeds. Now there is one eaf","First, there was one eafed. Now there are two eaf",264,5797,eafed,eafeds,1
"First, there was one stocidion. Now there are two stocid","First, there were two stocidions. Now there is one stocid",621,279,stocidion,stocidions,0
"First, there were two stocidions. Now there is one stocid","First, there was one stocidion. Now there are two stocid",279,621,stocidion,stocidions,1
"First, there was one aftercoud. Now there are two afterc","First, there were two aftercouds. Now there is one afterc",13360,2995,aftercoud,aftercouds,0
"First, there were two aftercouds. Now there is one afterc","First, there was one aftercoud. Now there are two afterc",2995,13360,aftercoud,aftercouds,1
"First, there was one arf. Now there are two ar","First, there were two arves. Now there is one ar",1634,71,arf,arves,0
"First, there were two arves. Now there is one ar","First, there was one arf. Now there are two ar",71,1634,arf,arves,1
"First, there was one floar. Now there are two flo","First, there were two floars. Now there is one flo",1032,274,floar,floars,0
"First, there were two floars. Now there is one flo","First, there was one floar. Now there are two flo",274,1032,floar,floars,1
"First, there was one shon. Now there are two sh","First, there were two shons. Now there is one sh",790,251,shon,shons,0
"First, there were two shons. Now there is one sh","First, there was one shon. Now there are two sh",251,790,shon,shons,1
"First, there was one corbarity. Now there are two corbar","First, there were two corbarities. Now there is one corbar",1005,414,corbarity,corbarities,0
"First, there were two corbarities. Now there is one corbar","First, there was one corbarity. Now there are two corbar",414,1005,corbarity,corbarities,1
"First, there was one affess. Now there are two aff","First, there were two affesses. Now there is one aff",48998,405,affess,affesses,0
"First, there were two affesses. Now there is one aff","First, there was one affess. Now there are two aff",405,48998,affess,affesses,1
"First, there was one marveament. Now there are two marve","First, there were two marveaments. Now there is one marve",19491,2247,marveament,marveaments,0
"First, there were two marveaments. Now there is one marve","First, there was one marveament. Now there are two marve",2247,19491,marveament,marveaments,1
"First, there was one tacour. Now there are two tac","First, there were two tacours. Now there is one tac",2108,454,tacour,tacours,0
"First, there were two tacours. Now there is one tac","First, there was one tacour. Now there are two tac",454,2108,tacour,tacours,1
"First, there was one estropment. Now there are two estrop","First, there were two estropments. Now there is one estrop",942,420,estropment,estropments,0
"First, there were two estropments. Now there is one estrop","First, there was one estropment. Now there are two estrop",420,942,estropment,estropments,1
"First, there was one lynter. Now there are two lyn","First, there were two lynters. Now there is one lyn",1336,350,lynter,lynters,0
"First, there were two lynters. Now there is one lyn","First, there was one lynter. Now there are two lyn",350,1336,lynter,lynters,1
"First, there was one utdesition. Now there are two utdes","First, there were two utdesitions. Now there is one utdes",4431,539,utdesition,utdesitions,0
"First, there were two utdesitions. Now there is one utdes","First, there was one utdesition. Now there are two utdes",539,4431,utdesition,utdesitions,1
"First, there was one desamp. Now there are two des","First, there were two desamps. Now there is one des",11441,1301,desamp,desamps,0
"First, there were two desamps. Now there is one des","First, there was one desamp. Now there are two des",1301,11441,desamp,desamps,1
"First, there was one retork. Now there are two ret","First, there were two retorks. Now there is one ret",3869,1064,retork,retorks,0
"First, there were two retorks. Now there is one ret","First, there was one retork. Now there are two ret",1064,3869,retork,retorks,1
"First, there was one sudsty. Now there are two sudst","First, there were two sudsties. Now there is one sudst",447,90,sudsty,sudsties,0
"First, there were two sudsties. Now there is one sudst","First, there was one sudsty. Now there are two sudst",90,447,sudsty,sudsties,1
"First, there was one muntod. Now there are two munt","First, there were two muntods. Now there is one munt",24322,351,muntod,muntods,0
"First, there were two muntods. Now there is one munt","First, there was one muntod. Now there are two munt",351,24322,muntod,muntods,1
"First, there was one vonit. Now there are two von","First, there were two vonits. Now there is one von",953,262,vonit,vonits,0
"First, there were two vonits. Now there is one von","First, there was one vonit. Now there are two von",262,953,vonit,vonits,1
"First, there was one timp. Now there are two tim","First, there were two timps. Now there is one tim",793,81,timp,timps,0
"First, there were two timps. Now there is one tim","First, there was one timp. Now there are two tim",81,793,timp,timps,1
"First, there was one ardrer. Now there are two ard","First, there were two ardrers. Now there is one ard",22895,6554,ardrer,ardrers,0
"First, there were two ardrers. Now there is one ard","First, there was one ardrer. Now there are two ard",6554,22895,ardrer,ardrers,1
"First, there was one ficrory. Now there are two ficr","First, there were two ficrories. Now there is one ficr",2370,590,ficrory,ficrories,0
"First, there were two ficrories. Now there is one ficr","First, there was one ficrory. Now there are two ficr",590,2370,ficrory,ficrories,1
"First, there was one voink. Now there are two vo","First, there were two voinks. Now there is one vo",3106,750,voink,voinks,0
"First, there were two voinks. Now there is one vo","First, there was one voink. Now there are two vo",750,3106,voink,voinks,1
"First, there was one jand. Now there are two j","First, there were two jands. Now there is one j",2287,395,jand,jands,0
"First, there were two jands. Now there is one j","First, there was one jand. Now there are two j",395,2287,jand,jands,1
"First, there was one marvoument. Now there are two marvou","First, there were two marvouments. Now there is one marvou",942,420,marvoument,marvouments,0
"First, there were two marvouments. Now there is one marvou","First, there was one marvoument. Now there are two marvou",420,942,marvoument,marvouments,1
"First, there was one uspicer. Now there are two uspic","First, there were two uspicers. Now there is one uspic",398,254,uspicer,uspicers,0
"First, there were two uspicers. Now there is one uspic","First, there was one uspicer. Now there are two uspic",254,398,uspicer,uspicers,1
"First, there was one yand. Now there are two y","First, there were two yands. Now there is one y",2287,395,yand,yands,0
"First, there were two yands. Now there is one y","First, there was one yand. Now there are two y",395,2287,yand,yands,1
"First, there was one altetsion. Now there are two altets","First, there were two altetsions. Now there is one altets",621,279,altetsion,altetsions,0
"First, there were two altetsions. Now there is one altets","First, there was one altetsion. Now there are two altets",279,621,altetsion,altetsions,1
"First, there was one yeaf. Now there are two ye","First, there were two yeaves. Now there is one ye",3465,2320,yeaf,yeaves,0
"First, there were two yeaves. Now there is one ye","First, there was one yeaf. Now there are two ye",2320,3465,yeaf,yeaves,1
"First, there was one odge. Now there are two od","First, there were two odges. Now there is one od",2510,463,odge,odges,0
"First, there were two odges. Now there is one od","First, there was one odge. Now there are two od",463,2510,odge,odges,1
"First, there was one sarter. Now there are two s","First, there were two sarters. Now there is one s",10193,5179,sarter,sarters,0
"First, there were two sarters. Now there is one s","First, there was one sarter. Now there are two s",5179,10193,sarter,sarters,1
"First, there was one manret. Now there are two man","First, there were two manrets. Now there is one man",39021,1221,manret,manrets,0
"First, there were two manrets. Now there is one man","First, there was one manret. Now there are two man",1221,39021,manret,manrets,1
"First, there was one cowler. Now there are two cow","First, there were two cowlers. Now there is one cow",10787,2146,cowler,cowlers,0
"First, there were two cowlers. Now there is one cow","First, there was one cowler. Now there are two cow",2146,10787,cowler,cowlers,1
"First, there was one shup. Now there are two sh","First, there were two shups. Now there is one sh",8777,484,shup,shups,0
"First, there were two shups. Now there is one sh","First, there was one shup. Now there are two sh",484,8777,shup,shups,1
"First, there was one cunkle. Now there are two cunk","First, there were two cunkles. Now there is one cunk",868,282,cunkle,cunkles,0
"First, there were two cunkles. Now there is one cunk","First, there was one cunkle. Now there are two cunk",282,868,cunkle,cunkles,1
"First, there was one nart. Now there are two n","First, there were two narts. Now there is one n",12863,435,nart,narts,0
"First, there were two narts. Now there is one n","First, there was one nart. Now there are two n",435,12863,nart,narts,1
"First, there was one cauve. Now there are two cau","First, there were two cauves. Now there is one cau",1634,306,cauve,cauves,0
"First, there were two cauves. Now there is one cau","First, there was one cauve. Now there are two cau",306,1634,cauve,cauves,1
"First, there was one caloar. Now there are two calo","First, there were two caloars. Now there is one calo",1032,274,caloar,caloars,0
"First, there were two caloars. Now there is one calo","First, there was one caloar. Now there are two calo",274,1032,caloar,caloars,1
"First, there was one onean. Now there are two one","First, there were two oneans. Now there is one one",507,266,onean,oneans,0
"First, there were two oneans. Now there is one one","First, there was one onean. Now there are two one",266,507,onean,oneans,1
"First, there was one vapsion. Now there are two vaps","First, there were two vapsions. Now there is one vaps",621,279,vapsion,vapsions,0
"First, there were two vapsions. Now there is one vaps","First, there was one vapsion. Now there are two vaps",279,621,vapsion,vapsions,1
"First, there was one jostile. Now there are two jost","First, there were two jostiles. Now there is one jost",3205,587,jostile,jostiles,0
"First, there were two jostiles. Now there is one jost","First, there was one jostile. Now there are two jost",587,3205,jostile,jostiles,1
"First, there was one regore. Now there are two reg","First, there were two regores. Now there is one reg",2324,410,regore,regores,0
"First, there were two regores. Now there is one reg","First, there was one regore. Now there are two reg",410,2324,regore,regores,1
"First, there was one exaucra. Now there are two exauc","First, there were two exaucras. Now there is one exauc",6230,376,exaucra,exaucras,0
"First, there were two exaucras. Now there is one exauc","First, there was one exaucra. Now there are two exauc",376,6230,exaucra,exaucras,1
"First, there was one deart. Now there are two de","First, there were two dearts. Now there is one de",12863,435,deart,dearts,0
"First, there were two dearts. Now there is one de","First, there was one deart. Now there are two de",435,12863,deart,dearts,1
"First, there was one mevanity. Now there are two mevan","First, there were two mevanities. Now there is one mevan",1005,414,mevanity,mevanities,0
"First, there were two mevanities. Now there is one mevan","First, there was one mevanity. Now there are two mevan",414,1005,mevanity,mevanities,1
"First, there was one narare. Now there are two nar","First, there were two narares. Now there is one nar",4420,609,narare,narares,0
"First, there were two narares. Now there is one nar","First, there was one narare. Now there are two nar",609,4420,narare,narares,1
"First, there was one ductar. Now there are two duct","First, there were two ductars. Now there is one duct",1032,274,ductar,ductars,0
"First, there were two ductars. Now there is one duct","First, there was one ductar. Now there are two duct",274,1032,ductar,ductars,1
"First, there was one asteal. Now there are two aste","First, there were two asteals. Now there is one aste",932,267,asteal,asteals,0
"First, there were two asteals. Now there is one aste","First, there was one asteal. Now there are two aste",267,932,asteal,asteals,1
"First, there was one troor. Now there are two tro","First, there were two troors. Now there is one tro",641,263,troor,troors,0
"First, there were two troors. Now there is one tro","First, there was one troor. Now there are two tro",263,641,troor,troors,1
"First, there was one usacation. Now there are two usac","First, there were two usacations. Now there is one usac",569,318,usacation,usacations,0
"First, there were two usacations. Now there is one usac","First, there was one usacation. Now there are two usac",318,569,usacation,usacations,1
"First, there was one lartory. Now there are two lart","First, there were two lartories. Now there is one lart",2370,590,lartory,lartories,0
"First, there were two lartories. Now there is one lart","First, there was one lartory. Now there are two lart",590,2370,lartory,lartories,1
"First, there was one cutfure. Now there are two cutf","First, there were two cutfures. Now there is one cutf",980,459,cutfure,cutfures,0
"First, there were two cutfures. Now there is one cutf","First, there was one cutfure. Now there are two cutf",459,980,cutfure,cutfures,1
"First, there was one fingure. Now there are two fing","First, there were two fingures. Now there is one fing",980,459,fingure,fingures,0
"First, there were two fingures. Now there is one fing","First, there was one fingure. Now there are two fing",459,980,fingure,fingures,1
"First, there was one abmision. Now there are two abm","First, there were two abmisions. Now there is one abm",3836,1297,abmision,abmisions,0
"First, there were two abmisions. Now there is one abm","First, there was one abmision. Now there are two abm",1297,3836,abmision,abmisions,1
"First, there was one strictute. Now there are two strict","First, there were two strictutes. Now there is one strict",2279,1137,strictute,strictutes,0
"First, there were two strictutes. Now there is one strict","First, there was one strictute. Now there are two strict",1137,2279,strictute,strictutes,1
"First, there was one hubland. Now there are two hub","First, there were two hublands. Now there is one hub",6056,1373,hubland,hublands,0
"First, there were two hublands. Now there is one hub","First, there was one hubland. Now there are two hub",1373,6056,hubland,hublands,1
"First, there was one drood. Now there are two dro","First, there were two droods. Now there is one dro",24322,351,drood,droods,0
"First, there were two droods. Now there is one dro","First, there was one drood. Now there are two dro",351,24322,drood,droods,1
"First, there was one esimutism. Now there are two esimut","First, there were two esimutisms. Now there is one esimut",3931,1204,esimutism,esimutisms,0
"First, there were two esimutisms. Now there is one esimut","First, there was one esimutism. Now there are two esimut",1204,3931,esimutism,esimutisms,1
"First, there was one coatle. Now there are two coat","First, there were two coatles. Now there is one coat",868,282,coatle,coatles,0
"First, there were two coatles. Now there is one coat","First, there was one coatle. Now there are two coat",282,868,coatle,coatles,1
"First, there was one ence. Now there are two en","First, there were two ences. Now there is one en",707,336,ence,ences,0
"First, there were two ences. Now there is one en","First, there was one ence. Now there are two en",336,707,ence,ences,1
"First, there was one lekked. Now there are two lekk","First, there were two lekkeds. Now there is one lekk",5797,264,lekked,lekkeds,0
"First, there were two lekkeds. Now there is one lekk","First, there was one lekked. Now there are two lekk",264,5797,lekked,lekkeds,1
"First, there was one laner. Now there are two lan","First, there were two laners. Now there is one lan",398,254,laner,laners,0
"First, there were two laners. Now there is one lan","First, there was one laner. Now there are two lan",254,398,laner,laners,1
"First, there was one tolily. Now there are two tol","First, there were two tolilies. Now there is one tol",5348,1031,tolily,tolilies,0
"First, there were two tolilies. Now there is one tol","First, there was one tolily. Now there are two tol",1031,5348,tolily,tolilies,1
"First, there was one acreecant. Now there are two acreec","First, there were two acreecants. Now there is one acreec",1103,386,acreecant,acreecants,0
"First, there were two acreecants. Now there is one acreec","First, there was one acreecant. Now there are two acreec",386,1103,acreecant,acreecants,1
"First, there was one uss. Now there are two us","First, there were two usses. Now there is one us",6628,84,uss,usses,0
"First, there were two usses. Now there is one us","First, there was one uss. Now there are two us",84,6628,uss,usses,1
"First, there was one preslem. Now there are two pres","First, there were two preslems. Now there is one pres",44778,5616,preslem,preslems,0
"First, there were two preslems. Now there is one pres","First, there was one preslem. Now there are two pres",5616,44778,preslem,preslems,1
"First, there was one esint. Now there are two es","First, there were two esints. Now there is one es",23578,565,esint,esints,0
"First, there were two esints. Now there is one es","First, there was one esint. Now there are two es",565,23578,esint,esints,1
"First, there was one uce. Now there are two u","First, there were two uces. Now there is one u",707,336,uce,uces,0
"First, there were two uces. Now there is one u","First, there was one uce. Now there are two u",336,707,uce,uces,1
"First, there was one jostike. Now there are two jost","First, there were two jostikes. Now there is one jost",13972,2804,jostike,jostikes,0
"First, there were two jostikes. Now there is one jost","First, there was one jostike. Now there are two jost",2804,13972,jostike,jostikes,1
"First, there was one behocdour. Now there are two behocd","First, there were two behocdours. Now there is one behocd",2108,454,behocdour,behocdours,0
"First, there were two behocdours. Now there is one behocd","First, there was one behocdour. Now there are two behocd",454,2108,behocdour,behocdours,1
"First, there was one dencassion. Now there are two dencass","First, there were two dencassions. Now there is one dencass",621,279,dencassion,dencassions,0
"First, there were two dencassions. Now there is one dencass","First, there was one dencassion. Now there are two dencass",279,621,dencassion,dencassions,1
"First, there was one prossare. Now there are two pross","First, there were two prossares. Now there is one pross",4420,609,prossare,prossares,0
"First, there were two prossares. Now there is one pross","First, there was one prossare. Now there are two pross",609,4420,prossare,prossares,1
"First, there was one esclission. Now there are two escl","First, there were two esclissions. Now there is one escl",11483,1538,esclission,esclissions,0
"First, there were two esclissions. Now there is one escl","First, there was one esclission. Now there are two escl",1538,11483,esclission,esclissions,1
"First, there was one woner. Now there are two won","First, there were two woners. Now there is one won",398,254,woner,woners,0
"First, there were two woners. Now there is one won","First, there was one woner. Now there are two won",254,398,woner,woners,1
"First, there was one docture. Now there are two doct","First, there were two doctures. Now there is one doct",980,459,docture,doctures,0
"First, there were two doctures. Now there is one doct","First, there was one docture. Now there are two doct",459,980,docture,doctures,1
"First, there was one vavetement. Now there are two vavet","First, there were two vavetements. Now there is one vavet",3658,1003,vavetement,vavetements,0
"First, there were two vavetements. Now there is one vavet","First, there was one vavetement. Now there are two vavet",1003,3658,vavetement,vavetements,1
"First, there was one namebision. Now there are two nameb","First, there were two namebisions. Now there is one nameb",3836,1297,namebision,namebisions,0
"First, there were two namebisions. Now there is one nameb","First, there was one namebision. Now there are two nameb",1297,3836,namebision,namebisions,1
"First, there was one starldent. Now there are two starld","First, there were two starldents. Now there is one starld",592,290,starldent,starldents,0
"First, there were two starldents. Now there is one starld","First, there was one starldent. Now there are two starld",290,592,starldent,starldents,1
"First, there was one desank. Now there are two des","First, there were two desanks. Now there is one des",3107,1164,desank,desanks,0
"First, there were two desanks. Now there is one des","First, there was one desank. Now there are two des",1164,3107,desank,desanks,1
"First, there was one caist. Now there are two ca","First, there were two caists. Now there is one ca",1346,382,caist,caists,0
"First, there were two caists. Now there is one ca","First, there was one caist. Now there are two ca",382,1346,caist,caists,1
"First, there was one elibance. Now there are two elib","First, there were two elibances. Now there is one elib",1972,593,elibance,elibances,0
"First, there were two elibances. Now there is one elib","First, there was one elibance. Now there are two elib",593,1972,elibance,elibances,1
"First, there was one pumic. Now there are two pum","First, there were two pumics. Now there is one pum",982,280,pumic,pumics,0
"First, there were two pumics. Now there is one pum","First, there was one pumic. Now there are two pum",280,982,pumic,pumics,1
"First, there was one exaybra. Now there are two exay","First, there were two exaybras. Now there is one exay",14845,4946,exaybra,exaybras,0
"First, there were two exaybras. Now there is one exay","First, there was one exaybra. Now there are two exay",4946,14845,exaybra,exaybras,1
"First, there was one imparlence. Now there are two imparl","First, there were two imparlences. Now there is one imparl",2979,566,imparlence,imparlences,0
"First, there were two imparlences. Now there is one imparl","First, there was one imparlence. Now there are two imparl",566,2979,imparlence,imparlences,1
"First, there was one vumue. Now there are two vum","First, there were two vumues. Now there is one vum",955,489,vumue,vumues,0
"First, there were two vumues. Now there is one vum","First, there was one vumue. Now there are two vum",489,955,vumue,vumues,1
"First, there was one smass. Now there are two sm","First, there were two smasses. Now there is one sm",30131,515,smass,smasses,0
"First, there were two smasses. Now there is one sm","First, there was one smass. Now there are two sm",515,30131,smass,smasses,1
"First, there was one dicittion. Now there are two dicitt","First, there were two dicittions. Now there is one dicitt",621,279,dicittion,dicittions,0
"First, there were two dicittions. Now there is one dicitt","First, there was one dicittion. Now there are two dicitt",279,621,dicittion,dicittions,1
"First, there was one inspoose. Now there are two inspo","First, there were two inspooses. Now there is one inspo",4863,583,inspoose,inspooses,0
"First, there were two inspooses. Now there is one inspo","First, there was one inspoose. Now there are two inspo",583,4863,inspoose,inspooses,1
"First, there was one catear. Now there are two cate","First, there were two catears. Now there is one cate",1032,274,catear,catears,0
"First, there were two catears. Now there is one cate","First, there was one catear. Now there are two cate",274,1032,catear,catears,1
"First, there was one beird. Now there are two be","First, there were two beirds. Now there is one be",14950,1817,beird,beirds,0
"First, there were two beirds. Now there is one be","First, there was one beird. Now there are two be",1817,14950,beird,beirds,1
"First, there was one stosy. Now there are two stos","First, there were two stosies. Now there is one stos",447,90,stosy,stosies,0
"First, there were two stosies. Now there is one stos","First, there was one stosy. Now there are two stos",90,447,stosy,stosies,1
"First, there was one utetorlity. Now there are two utetorl","First, there were two utetorlities. Now there is one utetorl",1005,414,utetorlity,utetorlities,0
"First, there were two utetorlities. Now there is one utetorl","First, there was one utetorlity. Now there are two utetorl",414,1005,utetorlity,utetorlities,1
"First, there was one impole. Now there are two imp","First, there were two impoles. Now there is one imp",3841,1306,impole,impoles,0
"First, there were two impoles. Now there is one imp","First, there was one impole. Now there are two imp",1306,3841,impole,impoles,1
"First, there was one apwice. Now there are two apw","First, there were two apwices. Now there is one apw",1271,547,apwice,apwices,0
"First, there were two apwices. Now there is one apw","First, there was one apwice. Now there are two apw",547,1271,apwice,apwices,1
"First, there was one clace. Now there are two cl","First, there were two claces. Now there is one cl",1951,584,clace,claces,0
"First, there were two claces. Now there is one cl","First, there was one clace. Now there are two cl",584,1951,clace,claces,1
"First, there was one bunegut. Now there are two buneg","First, there were two buneguts. Now there is one buneg",14298,307,bunegut,buneguts,0
"First, there were two buneguts. Now there is one buneg","First, there was one bunegut. Now there are two buneg",307,14298,bunegut,buneguts,1
"First, there was one egtese. Now there are two egt","First, there were two egtese. Now there is one egt",3248,3248,egtese,egtese,0
"First, there were two egtese. Now there is one egt","First, there was one egtese. Now there are two egt",3248,3248,egtese,egtese,1
"First, there was one ijucity. Now there are two ijuc","First, there were two ijucities. Now there is one ijuc",1005,414,ijucity,ijucities,0
"First, there were two ijucities. Now there is one ijuc","First, there was one ijucity. Now there are two ijuc",414,1005,ijucity,ijucities,1
"First, there was one dicintion. Now there are two dicint","First, there were two dicintions. Now there is one dicint",621,279,dicintion,dicintions,0
"First, there were two dicintions. Now there is one dicint","First, there was one dicintion. Now there are two dicint",279,621,dicintion,dicintions,1
"First, there was one behaflear. Now there are two behafle","First, there were two behaflears. Now there is one behafle",1032,274,behaflear,behaflears,0
"First, there were two behaflears. Now there is one behafle","First, there was one behaflear. Now there are two behafle",274,1032,behaflear,behaflears,1
"First, there was one rubic. Now there are two rub","First, there were two rubics. Now there is one rub",982,280,rubic,rubics,0
"First, there were two rubics. Now there is one rub","First, there was one rubic. Now there are two rub",280,982,rubic,rubics,1
"First, there was one fotet. Now there are two fot","First, there were two fotets. Now there is one fot",1507,292,fotet,fotets,0
"First, there were two fotets. Now there is one fot","First, there was one fotet. Now there are two fot",292,1507,fotet,fotets,1
"First, there was one sewsime. Now there are two sews","First, there were two sewsimes. Now there is one sews",1022,553,sewsime,sewsimes,0
"First, there were two sewsimes. Now there is one sews","First, there was one sewsime. Now there are two sews",553,1022,sewsime,sewsimes,1
"First, there was one lourer. Now there are two lou","First, there were two lourers. Now there is one lou",22895,6554,lourer,lourers,0
"First, there were two lourers. Now there is one lou","First, there was one lourer. Now there are two lou",6554,22895,lourer,lourers,1
"First, there was one isshuette. Now there are two isshu","First, there were two isshuettes. Now there is one isshu",23314,5464,isshuette,isshuettes,0
"First, there were two isshuettes. Now there is one isshu","First, there was one isshuette. Now there are two isshu",5464,23314,isshuette,isshuettes,1
"First, there was one convigance. Now there are two convig","First, there were two convigances. Now there is one convig",1972,593,convigance,convigances,0
"First, there were two convigances. Now there is one convig","First, there was one convigance. Now there are two convig",593,1972,convigance,convigances,1
"First, there was one oxwose. Now there are two oxw","First, there were two oxwoses. Now there is one oxw",4863,583,oxwose,oxwoses,0
"First, there were two oxwoses. Now there is one oxw","First, there was one oxwose. Now there are two oxw",583,4863,oxwose,oxwoses,1
"First, there was one dableler. Now there are two dable","First, there were two dablelers. Now there is one dable",10787,2146,dableler,dablelers,0
"First, there were two dablelers. Now there is one dable","First, there was one dableler. Now there are two dable",2146,10787,dableler,dablelers,1
"First, there was one mustod. Now there are two must","First, there were two mustods. Now there is one must",24322,351,mustod,mustods,0
"First, there were two mustods. Now there is one must","First, there was one mustod. Now there are two must",351,24322,mustod,mustods,1
"First, there was one resoofed. Now there are two resoof","First, there were two resoofeds. Now there is one resoof",5797,264,resoofed,resoofeds,0
"First, there were two resoofeds. Now there is one resoof","First, there was one resoofed. Now there are two resoof",264,5797,resoofed,resoofeds,1
"First, there was one vasui. Now there are two vas","First, there were two vasuis. Now there is one vas",25338,4113,vasui,vasuis,0
"First, there were two vasuis. Now there is one vas","First, there was one vasui. Now there are two vas",4113,25338,vasui,vasuis,1
"First, there was one theen. Now there are two the","First, there were two theens. Now there is one the",561,257,theen,theens,0
"First, there were two theens. Now there is one the","First, there was one theen. Now there are two the",257,561,theen,theens,1
"First, there was one zay. Now there are two z","First, there were two zays. Now there is one z",698,333,zay,zays,0
"First, there were two zays. Now there is one z","First, there was one zay. Now there are two z",333,698,zay,zays,1
"First, there was one pimage. Now there are two p","First, there were two pimages. Now there is one p",13485,5695,pimage,pimages,0
"First, there were two pimages. Now there is one p","First, there was one pimage. Now there are two p",5695,13485,pimage,pimages,1
"First, there was one eflayment. Now there are two eflay","First, there were two eflayments. Now there is one eflay",942,420,eflayment,eflayments,0
"First, there were two eflayments. Now there is one eflay","First, there was one eflayment. Now there are two eflay",420,942,eflayment,eflayments,1
"First, there was one panenement. Now there are two panen","First, there were two panenements. Now there is one panen",3658,1003,panenement,panenements,0
"First, there were two panenements. Now there is one panen","First, there was one panenement. Now there are two panen",1003,3658,panenement,panenements,1
"First, there was one mectar. Now there are two mect","First, there were two mectars. Now there is one mect",1032,274,mectar,mectars,0
"First, there were two mectars. Now there is one mect","First, there was one mectar. Now there are two mect",274,1032,mectar,mectars,1
"First, there was one smirt. Now there are two sm","First, there were two smirts. Now there is one sm",14068,4580,smirt,smirts,0
"First, there were two smirts. Now there is one sm","First, there was one smirt. Now there are two sm",4580,14068,smirt,smirts,1
