clean,corrupted,label,corrupted_label
"Michel Mossessian, a famous","Walter Noll, a famous",11726,21651
The official language in Guyana is,The official language in Vevey is,6498,8753
The official language in Kalix Municipality is,The official language in Keminmaa is,31209,58953
The official language in Philippines is,The official language in Serbia is,63517,88264
The official language in Autonomous Republic of Crimea is,The official language in Burkina Faso is,34725,8753
The official language in Alderney is,The official language in Oulainen is,6498,58953
"Julian Beck, a famous","Heath Ledger, a famous",40360,12360
The official language in Kyustendil Province is,The official language in Molina de Segura is,89724,15506
" Mike Candys, citizen of"," Carlos Meglia, citizen of",30221,32164
The official language in Stockholm County Council is,The official language in Bellinzona is,31209,15155
" Guy Mollet, citizen of"," Nimai Bali, citizen of",9822,6890
The official language in Ronco sopra Ascona is,The official language in Sint Eustatius is,15155,24113
The official language in Vichy France is,The official language in East Kalimantan is,8753,59929
"Murli Deora, a famous","Michael William Balfe, a famous",37038,40550
The official language in Finland is,The official language in England is,58953,6498
"Philoxenus of Cythera, a famous","Poojappura Ravi, a famous",40360,12360
"Simon Dallow, a famous","Ian Khama, a famous",23672,37038
Bernhard Sekles known for playing the,Eric Clapton known for playing the,27374,17418
Cat Stevens known for playing the,Paul McCartney known for playing the,17418,27374
The official language in South Carolina is,The official language in Easter Island is,6498,15506
"Avi Wigderson, a famous","Ian Hanomansing, a famous",21651,23672
The official language in Kamchatka Krai is,The official language in Lappeenranta is,8690,58953
"John Rentoul, a famous","David Yost, a famous",23672,12360
"Danny Dayton, a famous","George Osborne, a famous",12360,37038
The official language in Teuva is,The official language in Sambir is,58953,34725
The official language in Church of Greece is,The official language in Akaa is,18341,58953
" Anders Lange, citizen of"," Gabriel Axel, citizen of",32603,35440
The official language in Norfolk Island is,The official language in Cape Verde is,6498,43288
The official language in Jewish Autonomous Oblast is,The official language in Canton of Jura is,8690,8753
Steve Kuhn known for playing the,Neil Hagerty known for playing the,27374,17418
Derek Trucks known for playing the,Kris Allen known for playing the,15332,27374
Roland Orzabal known for playing the,Harold Craxton known for playing the,17418,27374
Céline Dion known for playing the,Jimi Hendrix known for playing the,27374,17418
The official language in Roman Empire is,The official language in Soviet Union is,20023,8690
Glen Ballard known for playing the,Randy Newman known for playing the,17418,27374
"Kurt Kreuger, a famous","Mia Freedman, a famous",12360,23672
"Amber Gurung, a famous","Kurt Kreuger, a famous",40550,12360
"Evan Bayh, a famous","Spencer Treat Clark, a famous",37038,12360
The official language in Bernese Oberland is,The official language in Ikaalinen is,6063,58953
Fred Van Hove known for playing the,Terence Blanchard known for playing the,27374,92359
The official language in Zimbabwe is,The official language in Mexico is,6498,15506
" Kenta Fukasaku, citizen of"," Sergej Kraigher, citizen of",6457,79317
" Sunidhi Chauhan, citizen of"," Niamh Cusack, citizen of",6890,14990
"Daiki Arioka, a famous","James E. Ferguson, a famous",12360,37038
The official language in Tolyatti is,The official language in Cologny is,8690,8753
The official language in Yerevan is,The official language in Kaskinen is,67842,58953
The official language in Florida is,The official language in Israel is,6498,37366
" Ikki Kajiwara, citizen of"," Joe Peschisolido, citizen of",6457,7008
" Madhan Bob, citizen of"," Mateo Gil, citizen of",6890,18157
The official language in Neklinovsky District is,The official language in Sigtuna Municipality is,8690,31209
" Scott Brison, citizen of"," Pierre Daye, citizen of",7008,34061
The official language in Haryana is,The official language in Swedish Empire is,45080,31209
"Henry Maudsley, a famous","David Monrad Johansen, a famous",73969,40550
The official language in Anguilla is,The official language in Mikkeli is,6498,58953
Sid Page known for playing the,Philip Glass known for playing the,63137,27374
"James Craig Annan, a famous","Jim Grimsley, a famous",29867,81747
" Gianni Lancia, citizen of"," Apollo Milton Obote, citizen of",15704,58149
Bob Alcivar known for playing the,John Petrucci known for playing the,27374,17418
" Hilde Marie Kjersem, citizen of"," Birendra of Nepal, citizen of",32603,50064
Sidney De Paris known for playing the,Ralph Towner known for playing the,92359,17418
" Doychin Vasilev, citizen of"," Jithan Ramesh, citizen of",59819,6890
The official language in Huddinge Municipality is,The official language in Kyōto Prefecture is,31209,11002
"Sivaramakrishna Chandrasekhar, a famous","John Crewe, 1st Baron Crewe, a famous",83323,37038
" Thanh Lam, citizen of"," Nikki Webster, citizen of",23315,8494
The official language in Virolahti is,The official language in Republic of Karelia is,58953,8690
" Takashi Yanase, citizen of"," Augustine Ahinful, citizen of",6457,48668
The official language in L'Isle is,The official language in Trinidad and Tobago is,8753,6498
" Nicola Ghiuselev, citizen of"," Touraj Daryaee, citizen of",59819,10471
The official language in Saint Pierre and Miquelon is,The official language in International Association of Athletics Federations is,8753,6498
Alexandre Lagoya known for playing the,Terry Trotter known for playing the,17418,27374
"Bruno Lawrence, a famous","Wilhelm Magnus, a famous",12360,21651
" Gabriel Zubeir Wako, citizen of"," Senkichi Taniguchi, citizen of",43554,6457
"Ian Hanomansing, a famous","Bob Shacochis, a famous",23672,81747
" Konosuke Matsushita, citizen of"," Bassekou Kouyate, citizen of",6457,64994
The official language in Gibraltar is,The official language in Russia is,6498,8690
"Sadhu Kokila, a famous","Clive Granger, a famous",12360,46215
Henri Verbrugghen known for playing the,Ernesto Lecuona known for playing the,63137,27374
Mike Shinoda known for playing the,Nat King Cole known for playing the,17418,27374
Rod Argent known for playing the,Al Schnier known for playing the,27374,17418
"Stafford Cripps, a famous","Marion Post Wolcott, a famous",37038,29867
" Cian O'Connor, citizen of"," Julius Nwosu, citizen of",14990,29258
The official language in Yamalo-Nenets Autonomous Okrug is,The official language in Akrotiri and Dhekelia is,8690,6498
" Mateo Garralda, citizen of"," Tzeni Karezi, citizen of",18157,25431
The official language in United Kingdom is,The official language in Kemi is,6498,58953
The official language in French Polynesia is,The official language in Keminmaa is,8753,58953
Nigel Butterley known for playing the,Linda Brava known for playing the,27374,63137
The official language in South Africa is,The official language in Iitti is,6498,58953
Claude Delvincourt known for playing the,Antonio Vivaldi known for playing the,27374,63137
The official language in Siikajoki is,The official language in A Ver-o-Mar is,58953,43288
The official language in Puerto Rico is,The official language in Prussia is,15506,6063
The official language in Nova Scotia is,The official language in Soviet Union is,6498,8690
Francis Poulenc known for playing the,Antonio Vivaldi known for playing the,27374,63137
The official language in Moscow Mathematical Society is,The official language in Caslano is,8690,15155
"Robin Padilla, a famous","Phil Coulter, a famous",12360,40550
"Steve Edge, a famous","Steve Hughes, a famous",12360,51912
" Alfonso Ugarte, citizen of"," Touraj Daryaee, citizen of",48847,10471
"Anwan Glover, a famous","Michael Kimball, a famous",12360,81747
The official language in Lahti is,The official language in Costa Rica is,58953,15506
" Ashim Ahluwalia, citizen of"," Tanka Prasad Acharya, citizen of",6890,50064
Noel Mewton-Wood known for playing the,Cornelius Jakhelln known for playing the,27374,17418
" Pavel Bure, citizen of"," Madan Lal, citizen of",8524,6890
" Mookencheril Cherian Joseph, citizen of"," Alireza Eftekhari, citizen of",6890,10471
"Eduardo Fajardo, a famous","Johannes Nucius, a famous",12360,40550
"Pirkka-Pekka Petelius, a famous","Jean-Joseph Rabéarivelo, a famous",12360,40360
" Francisco Roig, citizen of"," Kenia Sinclair, citizen of",18157,57275
" Bernard Lietaer, citizen of"," Riyu Kosaka, citizen of",34061,6457
Cow Cow Davenport known for playing the,Doc Severinsen known for playing the,27374,92359
" Joseph Csaky, citizen of"," Edu Lobo, citizen of",43876,16327
" Petri Lindroos, citizen of"," Thierry St-Cyr, citizen of",37355,7008
"Sekhar Menon, a famous","Helen Lederer, a famous",12360,51912
The official language in Vaala is,The official language in Montserrat is,58953,6498
" Yasuo Kobayashi, citizen of"," Edita Abdieski, citizen of",6457,30221
The official language in Mariehamn is,The official language in Formentera is,31209,81944
Friedrich Gulda known for playing the,Johann Stamitz known for playing the,27374,63137
The official language in Romania is,The official language in Bahamas is,74697,6498
The official language in Heinola is,The official language in Uttar Pradesh is,58953,45080
" Natallia Solohub, citizen of"," Ugo Rondinone, citizen of",70606,30221
"David Weigel, a famous","Joseph Shivers, a famous",23672,8590
" Petros Voulgaris, citizen of"," Jithan Ramesh, citizen of",25431,6890
"Franco Sacchetti, a famous","Sekhar Menon, a famous",40360,12360
The official language in Mozambique is,The official language in North Korea is,43288,16526
"Karl-Theodor zu Guttenberg, a famous","Dumitru Prunariu, a famous",37038,47733
The official language in Pully is,The official language in Salla is,8753,58953
The official language in Akaa is,The official language in Lausanne is,58953,8753
The official language in Ticino is,The official language in Togo is,15155,8753
Marc Ribot known for playing the,Wild Bill Davis known for playing the,17418,27374
The official language in Brissago is,The official language in Sonvilier is,15155,8753
" Evan Dimas Darmono, citizen of"," Isabell Werth, citizen of",24922,10057
Ray Bryant known for playing the,Roger Ingram known for playing the,27374,92359
" Yusuf bin Alawi bin Abdullah, citizen of"," Gopaldas Neeraj, citizen of",82225,6890
Eddie Harvey known for playing the,Kerry King known for playing the,27374,17418
Dennis Coffey known for playing the,Franz Liszt known for playing the,17418,27374
Kerry King known for playing the,Bradley Joseph known for playing the,17418,27374
Guy Barker known for playing the,Cat Stevens known for playing the,92359,17418
" Miguel Barbachano, citizen of"," Shadi Sadr, citizen of",12550,10471
The official language in Benelux is,The official language in Joensuu is,24113,58953
The official language in Karachay-Cherkess Republic is,The official language in Army Public School Peshawar is,8690,6498
Hal Russell known for playing the,Philip Glass known for playing the,92359,27374
"Steven Hartley, a famous","Max Volmer, a famous",12360,8590
Rubin Goldmark known for playing the,Julian Rachlin known for playing the,27374,63137
Derek Paravicini known for playing the,Serge Gainsbourg known for playing the,27374,17418
The official language in Ecuador is,The official language in Haiti is,15506,8753
Darol Anger known for playing the,Horace Parlan known for playing the,63137,27374
"Bertold Hummel, a famous","Stafford Cripps, a famous",40550,37038
The official language in Posio is,The official language in Prilly is,58953,8753
"Suzanne Crouch, a famous","Shelby Foote, a famous",37038,81747
Earl Klugh known for playing the,Mercer Ellington known for playing the,17418,92359
"Chandan Mitra, a famous","James Fenimore Cooper, a famous",23672,81747
" Carol Zhao, citizen of"," Paolo Martin, citizen of",7008,15704
Artur Balsam known for playing the,Yfrah Neaman known for playing the,27374,63137
The official language in Naantali is,The official language in Enlightenment in Spain is,58953,15506
The official language in Brazil is,The official language in Australia is,43288,6498
Arthur Rubinstein known for playing the,Dan Sealey known for playing the,27374,17418
" Thomas Ong, citizen of"," Shanta Kumar, citizen of",21181,6890
" Yunus Yosfiah, citizen of"," Mohsen Mirdamadi, citizen of",24922,10471
"Emily Barton, a famous","Paul Abraham, a famous",81747,40550
" Mohammad-Nabi Sarbolouki, citizen of"," Arne Vidar Røed, citizen of",10471,32603
"Roberto Gerhard, a famous","Shawn Fanning, a famous",40550,48888
" Alix Perez, citizen of"," Mukul Roy, citizen of",34061,6890
"David Rivett, a famous","David Yost, a famous",8590,12360
The official language in Uppsala Municipality is,The official language in Hyrynsalmi is,31209,58953
"Pip Carter, a famous","Francis Stuart, a famous",12360,81747
" Tanvir Mokammel, citizen of"," Katsuhiko Nagata, citizen of",39601,6457
Shlomo Mintz known for playing the,Anson Funderburgh known for playing the,63137,17418
" Toke Makinwa, citizen of"," Ahmed Ouyahia, citizen of",29258,81341
The official language in Singapore is,The official language in Netherlands is,6498,24113
The official language in Sundsvall Municipality is,The official language in Canton of Fribourg is,31209,8753
The official language in Paltamo is,The official language in Mistretta is,58953,15155
" Stephen Worobetz, citizen of"," Haruna Ishola, citizen of",7008,29258
The official language in Keminmaa is,The official language in Nykarleby is,58953,31209
" Albert Grisar, citizen of"," Armin Hofmann, citizen of",34061,30221
The official language in Keuruu is,The official language in Newfoundland and Labrador is,58953,6498
Toshiko Akiyoshi known for playing the,Jean-Jacques Kantorow known for playing the,27374,63137
" Mari Hamada, citizen of"," Bernardo Reyes, citizen of",6457,12550
" Karl Scheurer, citizen of"," Nicolas Godin, citizen of",30221,9822
The official language in Oklahoma is,The official language in Somalia is,6498,85794
Georges Mathias known for playing the,Ralph Alessi known for playing the,27374,92359
The official language in Federated States of Micronesia is,The official language in Karachay-Cherkess Republic is,6498,8690
"Boethius, a famous","David Weigel, a famous",55475,23672
Buster Harding known for playing the,Rex Stewart known for playing the,27374,92359
The official language in Geneva is,The official language in Bern is,8753,6063
The official language in Niue is,The official language in Renens is,6498,8753
" Kurt Schuschnigg, citizen of"," Go Shiozaki, citizen of",35998,6457
" Kanna Arihara, citizen of"," Ellen Gleditsch, citizen of",6457,32603
" Haakon V of Norway, citizen of"," Manuel Ferraz de Campos Sales, citizen of",32603,16327
The official language in Bern is,The official language in Scotland is,6063,6498
" Kim Myhr, citizen of"," Scott Brison, citizen of",32603,7008
The official language in Renens is,The official language in Pori is,8753,58953
The official language in Eurajoki is,The official language in Moudon is,58953,8753
The official language in Bedano is,The official language in South Sudan is,15155,6498
Al Schnier known for playing the,Ingrid Jensen known for playing the,17418,92359
Aretha Franklin known for playing the,Michael Mantler known for playing the,27374,92359
Seth Lakeman known for playing the,Ralph Alessi known for playing the,63137,92359
The official language in Ivory Coast is,The official language in Russian Empire is,8753,8690
The official language in Kangasniemi is,The official language in Djibouti is,58953,8753
" Georgios Papanikolaou, citizen of"," Alireza Eftekhari, citizen of",25431,10471
"Masato Wada, a famous","John Adams Whipple, a famous",12360,29867
Giovanni Battista Viotti known for playing the,Alicia de Larrocha known for playing the,63137,27374
The official language in canton of Bern is,The official language in Iisalmi is,6063,58953
"Carl Hatch, a famous","Roger Bowen, a famous",37038,12360
Bob Gaudio known for playing the,Kid Thomas Valentine known for playing the,27374,92359
The official language in Sorengo is,The official language in World Health Organization is,15155,6498
" Bille August, citizen of"," Feng Tianwei, citizen of",35440,21181
Shmuel Ashkenasi known for playing the,Diblo Dibala known for playing the,63137,17418
" Gustave Flourens, citizen of"," Yasuo Kobayashi, citizen of",9822,6457
"Ashok Mitra, a famous","Jim Grimsley, a famous",46215,81747
" Alan Carvalho, citizen of"," Pavol Demitra, citizen of",16327,81785
The official language in East Kalimantan is,The official language in Couto Misto is,59929,43288
" Rangsit Prayurasakdi, citizen of"," Juana Azurduy de Padilla, citizen of",30567,77710
" Nikki Webster, citizen of"," Thanh Lam, citizen of",8494,23315
Mike Scaccia known for playing the,Norbert Brainin known for playing the,17418,63137
The official language in France is,The official language in Poland is,8753,33084
Marco Benevento known for playing the,John Petrucci known for playing the,27374,17418
The official language in French Southern and Antarctic Lands is,The official language in Sundbyberg Municipality is,8753,31209
The official language in Republic of Khakassia is,The official language in Sint Eustatius is,8690,24113
Horace Parlan known for playing the,Terence Blanchard known for playing the,27374,92359
" Pir Mazhar Ul Haq, citizen of"," Leif Sylvester Petersen, citizen of",17076,35440
" Gheorghe Grigore Cantacuzino, citizen of"," Shah Shujah Durrani Sadozai, citizen of",47149,21139
"John Crewe, 1st Baron Crewe, a famous","Sivaramakrishna Chandrasekhar, a famous",37038,83323
The official language in Kristinestad is,The official language in Burkina Faso is,31209,8753
"Gustave Kahn, a famous","Franco Albini, a famous",40360,11726
Tomaso Antonio Vitali known for playing the,Alberto Nepomuceno known for playing the,63137,27374
" Prince Oscar Bernadotte, citizen of"," Juma Ikangaa, citizen of",24067,69894
Ottmar Liebert known for playing the,Paz Lenchantin known for playing the,17418,63137
The official language in Montana is,The official language in Rajasthan is,6498,45080
The official language in Luhansk Oblast is,The official language in Royal Society of British Artists is,34725,6498
"Charles Gwathmey, a famous","Varsha Bhosle, a famous",11726,23672
" Giovanni Guidetti, citizen of"," Mateo Gil, citizen of",15704,18157
"Jack Buetel, a famous","Ashok Mitra, a famous",12360,46215
" Tomasz Kamusella, citizen of"," Facundo Bagnis, citizen of",28702,32164
Ludovico Einaudi known for playing the,Henri Verbrugghen known for playing the,27374,63137
The official language in Quebec is,The official language in Tennessee is,8753,6498
" Janne Korpi, citizen of"," Maliq Bushati, citizen of",37355,95733
The official language in Republic of Ingushetia is,The official language in La Chaux-de-Fonds is,8690,8753
" T. M. A. Pai, citizen of"," Pavlos, Crown Prince of Greece, citizen of",6890,25431
Michael Mantler known for playing the,Wild Bill Davis known for playing the,92359,27374
"Bob Shacochis, a famous","Sairam Shankar, a famous",81747,12360
Norman Petty known for playing the,Scarlet Rivera known for playing the,27374,63137
The official language in Kannonkoski is,The official language in Quetzaltenango is,58953,15506
Boris Belkin known for playing the,Nigel Butterley known for playing the,63137,27374
" Dan Bejar, citizen of"," Bernardo Reyes, citizen of",7008,12550
Gwilym Simcock known for playing the,Diblo Dibala known for playing the,27374,17418
" Sachimi Iwao, citizen of"," Johann Wolfgang von Goethe, citizen of",6457,56284
" Feng Tianwei, citizen of"," Albert Mathiez, citizen of",21181,9822
" Helga Nowotny, citizen of"," Ahmed Ouyahia, citizen of",35998,81341
" Pavlos, Crown Prince of Greece, citizen of"," Rokkaku Yoshikata, citizen of",25431,6457
The official language in Loimaa is,The official language in Bhopal is,58953,45080
The official language in Petrozavodsk is,The official language in National Film Board of Canada is,8690,6498
" Nandamuri Balakrishna, citizen of"," Szymon Szymonowic, citizen of",6890,28702
The official language in Falkland Islands is,The official language in Versoix is,6498,8753
Thad Jones known for playing the,John Fogerty known for playing the,92359,17418
The official language in Sigtuna Municipality is,The official language in Kuhmoinen is,31209,58953
Johann Stamitz known for playing the,Wolfgang Dauner known for playing the,63137,27374
" F. S. Platou, citizen of"," Mahito Tsujimura, citizen of",32603,6457
The official language in Altai Krai is,The official language in Quetzaltenango is,8690,15506
The official language in Somaliland is,The official language in Izabal Department is,85794,15506
"Johann von Rist, a famous","Johannes Nucius, a famous",40360,40550
"Trevor Wright, a famous","Cyril Wong, a famous",12360,40360
" Wolfgang Pauli, citizen of"," Albert Mathiez, citizen of",35998,9822
The official language in Arizona is,The official language in India is,6498,45080
Randy Newman known for playing the,Isaac Stern known for playing the,27374,63137
The official language in Ontario is,The official language in Austria is,6498,6063
The official language in Mashhad is,The official language in Meyrin is,50961,8753
"Gian-Carlo Wick, a famous","Helen Lederer, a famous",83323,51912
Tony Bevilacqua known for playing the,Lee Loughnane known for playing the,17418,92359
" Aleksejs Saramotins, citizen of"," Szymon Szymonowic, citizen of",79258,28702
The official language in Solomon Islands is,The official language in Indore is,6498,45080
"Ross Garnaut, a famous","Karle Warren, a famous",46215,12360
" Prasanna, citizen of"," Magnus Carlsen, citizen of",6890,32603
Thomas Dybdahl known for playing the,Speckled Red known for playing the,17418,27374
The official language in Luhansk People's Republic is,The official language in International Academy of Sciences San Marino is,8690,6498
The official language in Moldova is,The official language in Grenada is,74697,6498
" Pugh Rogefeldt, citizen of"," Bronislovas Lubys, citizen of",24067,71606
The official language in Marshall Islands is,The official language in Senegal is,6498,8753
"Jon Rose, a famous","George Osborne, a famous",40550,37038
"Lane Smith, a famous","Christopher Guest, a famous",12360,51912
The official language in Liestal is,The official language in Nastola is,6063,58953
The official language in Kangasala is,The official language in Flemish Community is,58953,24113
Terence Blanchard known for playing the,Bob Alcivar known for playing the,92359,27374
The official language in Senegal is,The official language in South Carolina is,8753,6498
The official language in West Germany is,The official language in Botswana is,6063,6498
Ray Reach known for playing the,Cat Stevens known for playing the,27374,17418
" Jacob Hoggard, citizen of"," Sima Bina, citizen of",7008,10471
Chris McGregor known for playing the,Rob Barrett known for playing the,27374,17418
The official language in Hungary is,The official language in Saskatchewan is,57869,6498
The official language in Hammarland is,The official language in Siikainen is,31209,58953
The official language in Grand-Saconnex is,The official language in Eskilstuna Municipality is,8753,31209
The official language in Zambia is,The official language in Basel is,6498,6063
" Jithan Ramesh, citizen of"," Bapsi Sidhwa, citizen of",6890,17076
Derek Trucks known for playing the,Teddy Wilson known for playing the,17418,27374
Carolyn Franklin known for playing the,Liam Gallagher known for playing the,27374,17418
The official language in Kyōto Prefecture is,The official language in Eskilstuna Municipality is,11002,31209
Henry Schradieck known for playing the,Theodor Kullak known for playing the,63137,27374
Hamilton Harty known for playing the,Maud Powell known for playing the,27374,63137
The official language in Brussels-Capital Region is,The official language in Luhansk Oblast is,8753,34725
Lars Frederiksen known for playing the,Felix Weingartner known for playing the,17418,27374
Neil Hagerty known for playing the,Wild Bill Davis known for playing the,17418,27374
"Georges Aperghis, a famous","Kazuo Ishiguro, a famous",40550,81747
"Edward Burtynsky, a famous","Akshaye Khanna, a famous",29867,12360
The official language in Malawi is,The official language in Biasca is,6498,15155
"Johannes Nucius, a famous","Eduardo Fajardo, a famous",40550,12360
The official language in Barbados is,The official language in Kronoby is,6498,58953
"Gregory Chamitoff, a famous","Annie Proulx, a famous",47733,81747
The official language in Kiiminki is,The official language in Aarau is,58953,6063
"Varsha Bhosle, a famous","Moammar Rana, a famous",23672,12360
The official language in Pajala Municipality is,The official language in Neklinovsky District is,31209,8690
Matthieu Chedid known for playing the,Tomaso Antonio Vitali known for playing the,17418,63137
The official language in Ulvila is,The official language in Torfaen is,58953,6498
Antonio Vivaldi known for playing the,Claude Delvincourt known for playing the,63137,27374
" Qazi Hussain Ahmad, citizen of"," Graciliano Ramos, citizen of",17076,16327
" Bernardo Reyes, citizen of"," Jorge Rial, citizen of",12550,32164
Robert Fripp known for playing the,Yves Nat known for playing the,17418,27374
The official language in Kontiolahti is,The official language in Jamshedpur is,58953,45080
" Pankaj Udhas, citizen of"," Caterina Davinio, citizen of",6890,15704
Kris Allen known for playing the,Isaac Stern known for playing the,27374,63137
Julian Rachlin known for playing the,Skylar Grey known for playing the,63137,27374
The official language in Manitoba is,The official language in Brazil is,6498,43288
The official language in Versoix is,The official language in Kingdom of Bulgaria is,8753,89724
"Jeff Bova, a famous","Philip Ahn, a famous",40550,12360
"Robert Rusler, a famous","Johnny Yune, a famous",12360,51912
" Kazimierz Makarczyk, citizen of"," Ahmad Nadeem Qasmi, citizen of",28702,17076
Fanny Davies known for playing the,Darrell Leonard known for playing the,27374,92359
"Kurt Furgler, a famous","Werner Heisenberg, a famous",37038,83323
The official language in Republic of the Congo is,The official language in Pirkkala is,8753,58953
"Thomas W. Knox, a famous","Hugh Bonneville, a famous",23672,12360
" Ivry Gitlis, citizen of"," Ion Dragalina, citizen of",6921,47149
" Francesco Calogero, citizen of"," Katerine Moreno, citizen of",15704,77710
" Haruna Ishola, citizen of"," Naimee Coleman, citizen of",29258,14990
"Ari Telch, a famous","Shawn Fanning, a famous",12360,48888
" Emmanuelle Seigner, citizen of"," Tewodros II, citizen of",9822,60457
Henry Busse known for playing the,Tim Vesely known for playing the,92359,17418
Cornelius Jakhelln known for playing the,Luigi Dallapiccola known for playing the,17418,27374
"Rita Bahuguna, a famous","Dominic Dierkes, a famous",37038,12360
" Arihito Muramatsu, citizen of"," Grzegorz Lato, citizen of",6457,28702
" Mario Monti, citizen of"," Hans Ulrik, citizen of",15704,35440
The official language in Morges is,The official language in Botswana is,8753,6498
"Philip Warren Anderson, a famous","David Rivett, a famous",83323,8590
Pat Sansone known for playing the,Ingrid Jensen known for playing the,17418,92359
"David Scarboro, a famous","Chris Barrie, a famous",12360,51912
" Ulrica Arfvidsson, citizen of"," Thiago Soares Alves, citizen of",24067,16327
Paul Anka known for playing the,Michael Mantler known for playing the,27374,92359
Gerard Presencer known for playing the,Gerry Beckley known for playing the,92359,27374
The official language in Liperi is,The official language in Equatorial Guinea is,58953,15506
The official language in Yalta is,The official language in Nova Scotia is,8690,6498
"Pearse Doherty, a famous","Gedeon Burkhard, a famous",37038,12360
" Amanz Gressly, citizen of"," Kalanithi Maran, citizen of",30221,6890
"Johnny Yune, a famous","Simon Dallow, a famous",51912,23672
The official language in United States of America is,The official language in Haukipudas is,6498,58953
The official language in VASKhNIL is,The official language in Korsholm is,8690,31209
" Bimal Jalan, citizen of"," Lyuben Berov, citizen of",6890,59819
"Shelby Foote, a famous","Suzanne Crouch, a famous",81747,37038
The official language in Zabaykalsky Krai is,The official language in Federated States of Micronesia is,8690,6498
"Ian Khama, a famous","Richard Brauer, a famous",37038,21651
" Arne Vidar Røed, citizen of"," Kishore Mahbubani, citizen of",32603,21181
"Hassan ibn Thabit, a famous","Giovanni Battista Vitali, a famous",40360,40550
The official language in Kingdom of the Netherlands is,The official language in Keminmaa is,24113,58953
" Tommy McCook, citizen of"," Nimai Bali, citizen of",57275,6890
"Dino Saluzzi, a famous","Brian McNamara, a famous",40550,12360
The official language in Oulainen is,The official language in Cadenazzo is,58953,15155
The official language in International Organization for Standardization is,The official language in Kyustendil Province is,6498,89724
"David Monrad Johansen, a famous","Avi Wigderson, a famous",40550,21651
Johannes Brahms known for playing the,Frederick Grinke known for playing the,27374,63137
The official language in Orimattila is,The official language in A Ver-o-Mar is,58953,43288
"Brian McNamara, a famous","Ashok Mitra, a famous",12360,46215
Isadar known for playing the,The Edge known for playing the,27374,17418
"Troy Donahue, a famous","Martha Nussbaum, a famous",12360,55475
" Chuwit Kamolvisit, citizen of"," Hanan al-Shaykh, citizen of",30567,40371
Boris Berman known for playing the,Carmell Jones known for playing the,27374,92359
The official language in Kolari is,The official language in Pully is,58953,8753
"Vauro Senesi, a famous","Clive Granger, a famous",23672,46215
The official language in Uusikaupunki is,The official language in Luhansk People's Republic is,58953,8690
"Giovanni Battista Vitali, a famous","Viktor Uspaskich, a famous",40550,37038
The official language in South Tyrol is,The official language in Caslano is,6063,15155
The official language in Viitasaari is,The official language in Ukrainian Soviet Socialist Republic is,58953,34725
"Jesse McCartney, a famous","Nikki Giovanni, a famous",12360,40360
" Joanne Malar, citizen of"," Erika Miyoshi, citizen of",7008,6457
The official language in Dominica is,The official language in Paraguay is,6498,15506
" Antoine Danchet, citizen of"," Thomas Bo Larsen, citizen of",9822,35440
The official language in Paraguay is,The official language in Senegal is,15506,8753
The official language in Vietnam is,The official language in Guatemala is,49577,15506
" Birendra of Nepal, citizen of"," Hanan al-Shaykh, citizen of",50064,40371
"Roland Pertwee, a famous","Franco Sacchetti, a famous",12360,40360
"Muhammad Iqbal, a famous","Emmanuel Chabrier, a famous",40360,40550
Felix Weingartner known for playing the,Antonio Vivaldi known for playing the,27374,63137
The official language in National Film Board of Canada is,The official language in Sigtuna Municipality is,6498,31209
" Julius Nwosu, citizen of"," Soamsawali, citizen of",29258,30567
" Sadeq Larijani, citizen of"," Prafulla Chandra Ghosh, citizen of",10471,6890
" Takashi Nakamura, citizen of"," Bruno Putzulu, citizen of",6457,9822
Snakefinger known for playing the,Red Nichols known for playing the,63137,92359
" David Benyamine, citizen of"," Norval Morrisseau, citizen of",9822,7008
" Fa Ngum, citizen of"," Mario Aerts, citizen of",96844,34061
" Wanda Rutkiewicz, citizen of"," Abolfazl Jalili, citizen of",28702,10471
" Sturla Gunnarsson, citizen of"," Mohsen Mirdamadi, citizen of",7008,10471
Pete Jolly known for playing the,Mikhail Kopelman known for playing the,27374,63137
" Alexandre Astruc, citizen of"," Roman Kroitor, citizen of",9822,7008
" Audrey Fleurot, citizen of"," Salim Saleh, citizen of",9822,58149
" Hsieh Cheng-peng, citizen of"," Diosdado Cabello, citizen of",29389,37003
Theodor Leschetizky known for playing the,Pyotr Stolyarsky known for playing the,27374,63137
"Michael Healy-Rae, a famous","Dhananjay Singh, a famous",37038,12360
The official language in Governor-General of Australia is,The official language in Hirvensalmi is,6498,58953
The official language in Argentina is,The official language in Singapore is,15506,6498
"Edward Gregson, a famous","Richard Brauer, a famous",40550,21651
" Guy Deghy, citizen of"," Marshall Rothstein, citizen of",43876,7008
The official language in Menorca is,The official language in American Samoa is,81944,6498
The official language in Imatra is,The official language in Renens is,58953,8753
Nita Strauss known for playing the,Stephen Hough known for playing the,17418,27374
" Yakubu Gowon, citizen of"," Francis Dhanis, citizen of",29258,34061
"Elmore Leonard, a famous","Albert Sharpe, a famous",81747,12360
"James E. Ferguson, a famous","Jim Grimsley, a famous",37038,81747
The official language in Vatican City is,The official language in Hollola is,15155,58953
Narciso Yepes known for playing the,Marian McPartland known for playing the,17418,27374
Donald Tovey known for playing the,Gidon Kremer known for playing the,27374,63137
" Alain Corneau, citizen of"," Soamsawali, citizen of",9822,30567
The official language in Kurikka is,The official language in Bhopal is,58953,45080
