clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" tuna, and other",tuna,fish,"['fish', 'fishes']","[7795, 95461]"," ants, and other",ants,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" flounder, and other",flounder,fish,"['fish', 'fishes']","[7795, 95461]"," pears, and other",pears,fruit,"['fruits', 'fruit']","[26390, 14098]"
" swordfish, and other",swordfish,fish,"['fish', 'fishes']","[7795, 95461]"," elms, and other",elms,tree,['trees'],[12690]
" herring, and other",herring,fish,"['fish', 'fishes']","[7795, 95461]"," pianoes, and other",pianoes,instrument,"['musical', 'instruments']","[18273, 24198]"
" carp, and other",carp,fish,"['fish', 'fishes']","[7795, 95461]"," pop, and other",pop,music,['music'],[4731]
" cod, and other",cod,fish,"['fish', 'fishes']","[7795, 95461]"," mosquitoes, and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
" angelfish, and other",angelfish,fish,"['fish', 'fishes']","[7795, 95461]"," tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[18273, 24198]"
" mahi mahi, and other",mahi mahi,fish,"['fish', 'fishes']","[7795, 95461]"," cheetahs, and other",cheetahs,animal,['animals'],[10099]
" blowfish, and other",blowfish,fish,"['fish', 'fishes']","[7795, 95461]"," pliers, and other",pliers,tool,['tools'],[7526]
" guppy, and other",guppy,fish,"['fish', 'fishes']","[7795, 95461]"," doves, and other",doves,bird,"['birds', 'bird']","[20229, 12224]"
" halibut, and other",halibut,fish,"['fish', 'fishes']","[7795, 95461]"," flip flops, and other",flip flops,footwear,['footwear'],[68172]
" perch, and other",perch,fish,"['fish', 'fishes']","[7795, 95461]"," desks, and other",desks,furniture,['furniture'],[14891]
" rainbow trout, and other",rainbow trout,fish,"['fish', 'fishes']","[7795, 95461]"," robins, and other",robins,bird,"['birds', 'bird']","[20229, 12224]"
" marlin, and other",marlin,fish,"['fish', 'fishes']","[7795, 95461]"," gemstones, and other",gemstones,gem,"['gem', 'gems']","[19269, 43258]"
" minnow, and other",minnow,fish,"['fish', 'fishes']","[7795, 95461]"," running shoes, and other",running shoes,footwear,['footwear'],[68172]
" pike, and other",pike,fish,"['fish', 'fishes']","[7795, 95461]"," tape measures, and other",tape measures,tool,['tools'],[7526]
" piranha, and other",piranha,fish,"['fish', 'fishes']","[7795, 95461]"," parakeets, and other",parakeets,bird,"['birds', 'bird']","[20229, 12224]"
" snapper, and other",snapper,fish,"['fish', 'fishes']","[7795, 95461]"," foot stools, and other",foot stools,furniture,['furniture'],[14891]
