clean,h1,hypernym,answers,answers_idx,corrupted,c1,corrupted_hypernym,corrupted_answers,corrupted_answers_idx,clean2,corrupted2,prob_diff
", flamingoes and other",flamingoes,bird,"['birds', 'bird']","[10087, 6512]",", turnips and other",turnips,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",flamingoes are a type of,turnips are a type of,0.014399453066289425
", orioles and other",orioles,bird,"['birds', 'bird']","[10087, 6512]",", drunk driving and other",drunk driving,crime,"['crimes', 'crime']","[6741, 4065]",orioles are a type of,drunk driving is a type of,0.03499689698219299
", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[10087, 6512]",", pears and other",pears,fruit,"['fruits', 'fruit']","[15921, 8234]",blackbirds are a type of,pears are a type of,0.18810874223709106
", chickens and other",chickens,bird,"['birds', 'bird']","[10087, 6512]",", apples and other",apples,fruit,"['fruits', 'fruit']","[15921, 8234]",chickens are a type of,apples are a type of,0.059448376297950745
", vultures and other",vultures,bird,"['birds', 'bird']","[10087, 6512]",", carpenters and other",carpenters,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",vultures are a type of,carpenters are a type of,0.009318411350250244
", cars and other",cars,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", ducks and other",ducks,bird,"['birds', 'bird']","[10087, 6512]",cars are a type of,ducks are a type of,0.19603176414966583
", buss and other",buss,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", violas and other",violas,instrument,"['musical', 'instruments']","[10530, 12834]",buss are a type of,violas are a type of,0.0355098731815815
", trucks and other",trucks,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", ducks and other",ducks,bird,"['birds', 'bird']","[10087, 6512]",trucks are a type of,ducks are a type of,0.45282021164894104
", planes and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", earthquakes and other",earthquakes,weather,"['weather', 'natural']","[6193, 3288]",planes are a type of,earthquakes are a type of,0.1287606805562973
", trains and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", keyboards and other",keyboards,instrument,"['musical', 'instruments']","[10530, 12834]",trains are a type of,keyboards are a type of,0.14429858326911926
", bicycles and other",bicycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", caves and other",caves,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",bicycles are a type of,caves are a type of,0.126082643866539
", vans and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", ants and other",ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",vans are a type of,ants are a type of,0.584637463092804
", ships and other",ships,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", storms and other",storms,weather,"['weather', 'natural']","[6193, 3288]",ships are a type of,storms are a type of,0.018917135894298553
", motorcycles and other",motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", captains and other",captains,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",motorcycles are a type of,captains are a type of,0.26383453607559204
", SUVs and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", vice presidents and other",vice presidents,politician,"['elected', 'politicians']","[7018, 7602]",SUVs are a type of,vice presidents are a type of,0.4429687261581421
", skateboards and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", bookcases and other",bookcases,furniture,['furniture'],[13091],skateboards are a type of,bookcases are a type of,0.00831341091543436
", subways and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", vice presidents and other",vice presidents,politician,"['elected', 'politicians']","[7018, 7602]",subways are a type of,vice presidents are a type of,0.0672544613480568
", cabs and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", irides and other",irides,flower,"['flowers', 'flowering']","[12734, 48573]",cabs are a type of,irides are a type of,0.2120795100927353
", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", great uncles and other",great uncles,relative,"['relatives', 'family']","[12772, 1641]",mopeds are a type of,great uncles are a type of,0.0010959516512230039
", minivans and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",", undershirts and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",minivans are a type of,undershirts are a type of,0.009158056229352951
", carrots and other",carrots,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", grapes and other",grapes,fruit,"['fruits', 'fruit']","[15921, 8234]",carrots are a type of,grapes are a type of,0.14934062957763672
", lettuce and other",lettuce,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", boots and other",boots,footwear,['footwear'],[43463],lettuce is a type of,boots are a type of,0.2588576078414917
", broccoli and other",broccoli,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", lightning and other",lightning,weather,"['weather', 'natural']","[6193, 3288]",broccoli is a type of,lightning is a type of,0.23386137187480927
", tomatoes and other",tomatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", nails and other",nails,tool,['tools'],[4899],tomatoes are a type of,nails are a type of,0.14310280978679657
", cucumbers and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", owls and other",owls,bird,"['birds', 'bird']","[10087, 6512]",cucumbers are a type of,owls are a type of,0.16192156076431274
", peas and other",peas,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", meters and other",meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",peas are a type of,meters are a type of,0.14391209185123444
", corn and other",corn,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", planes and other",planes,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",corn is a type of,planes are a type of,0.04500739276409149
", potatoes and other",potatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", swimming and other",swimming,sport,['sports'],[5701],potatoes are a type of,swimming is a type of,0.16170504689216614
", celery and other",celery,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", hammers and other",hammers,tool,['tools'],[4899],celery is a type of,hammers are a type of,0.06544113159179688
", onions and other",onions,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", clubs and other",clubs,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",onions are a type of,clubs are a type of,0.16177253425121307
", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", congressmen and other",congressmen,politician,"['elected', 'politicians']","[7018, 7602]",green beans are a type of,congressmen are a type of,0.1204489916563034
", spinach and other",spinach,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", cats and other",cats,animal,['animals'],[4695],spinach is a type of,cats are a type of,0.1804116666316986
", squash and other",squash,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", lamps and other",lamps,furniture,['furniture'],[13091],squash is a type of,lamps are a type of,0.06069754436612129
", beans and other",beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", brethren and other",brethren,relative,"['relatives', 'family']","[12772, 1641]",beans are a type of,brethren are a type of,0.08425575494766235
", cauliflower and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", cheerleading and other",cheerleading,sport,['sports'],[5701],cauliflower is a type of,cheerleading is a type of,0.18005941808223724
", cabbages and other",cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", spruces and other",spruces,tree,['trees'],[7150],cabbages are a type of,spruces are a type of,0.017966320738196373
", radishes and other",radishes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", cabs and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",radishes are a type of,cabs are a type of,0.0015634383307769895
", asparagus and other",asparagus,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", nickels and other",nickels,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",asparagus are a type of,nickels are a type of,0.19700808823108673
", peppers and other",peppers,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", centuries and other",centuries,time,"['time', 'units']","[640, 4991]",peppers are a type of,centuries are a type of,0.09127326309680939
", beets and other",beets,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", corporals and other",corporals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",beets are a type of,corporals are a type of,0.009815216064453125
", turnips and other",turnips,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", violins and other",violins,instrument,"['musical', 'instruments']","[10530, 12834]",turnips are a type of,violins are a type of,-0.0009742185939103365
", zucchini and other",zucchini,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", great aunts and other",great aunts,relative,"['relatives', 'family']","[12772, 1641]",zucchini is a type of,great aunts are a type of,0.15436530113220215
", sandals and other",sandals,footwear,['footwear'],[43463],", second cousins and other",second cousins,relative,"['relatives', 'family']","[12772, 1641]",sandals are a type of,second cousins are a type of,0.0038830507546663284
", boots and other",boots,footwear,['footwear'],[43463],", days and other",days,time,"['time', 'units']","[640, 4991]",boots are a type of,days are a type of,0.021222198382019997
", heels and other",heels,footwear,['footwear'],[43463],", sons and other",sons,relative,"['relatives', 'family']","[12772, 1641]",heels are a type of,sons are a type of,0.014801080338656902
", shoes and other",shoes,footwear,['footwear'],[43463],", chickens and other",chickens,bird,"['birds', 'bird']","[10087, 6512]",shoes are a type of,chickens are a type of,0.02617204748094082
", flip flops and other",flip flops,footwear,['footwear'],[43463],", tsunamis and other",tsunamis,weather,"['weather', 'natural']","[6193, 3288]",flip flops are a type of,tsunamis are a type of,-0.00037738215178251266
", sneakers and other",sneakers,footwear,['footwear'],[43463],", ants and other",ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",sneakers are a type of,ants are a type of,0.09366366267204285
", slippers and other",slippers,footwear,['footwear'],[43463],", eons and other",eons,time,"['time', 'units']","[640, 4991]",slippers are a type of,eons are a type of,0.01598907820880413
", running shoes and other",running shoes,footwear,['footwear'],[43463],", congressmen and other",congressmen,politician,"['elected', 'politicians']","[7018, 7602]",running shoes are a type of,congressmen are a type of,0.07037187367677689
", clogs and other",clogs,footwear,['footwear'],[43463],", vice presidents and other",vice presidents,politician,"['elected', 'politicians']","[7018, 7602]",clogs are a type of,vice presidents are a type of,3.3522655940032564e-07
", cleats and other",cleats,footwear,['footwear'],[43463],", paddleboats and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",cleats are a type of,paddleboats are a type of,0.0004546345444396138
", loafers and other",loafers,footwear,['footwear'],[43463],", eons and other",eons,time,"['time', 'units']","[640, 4991]",loafers are a type of,eons are a type of,0.00031759918783791363
", pumps and other",pumps,footwear,['footwear'],[43463],", roses and other",roses,flower,"['flowers', 'flowering']","[12734, 48573]",pumps are a type of,roses are a type of,8.294502185890451e-05
", hiking shoes and other",hiking shoes,footwear,['footwear'],[43463],", polo and other",polo,sport,['sports'],[5701],hiking shoes are a type of,polo is a type of,0.10201045125722885
", moccasins and other",moccasins,footwear,['footwear'],[43463],", tambourines and other",tambourines,instrument,"['musical', 'instruments']","[10530, 12834]",moccasins are a type of,tambourines are a type of,-0.00023773200518917292
", flies and other",flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", kilometers and other",kilometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",flies are a type of,kilometers are a type of,0.09033491462469101
", ants and other",ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", heels and other",heels,footwear,['footwear'],[43463],ants are a type of,heels are a type of,0.11155425757169724
", spiders and other",spiders,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", desks and other",desks,furniture,['furniture'],[13091],spiders are a type of,desks are a type of,0.10426388680934906
", bees and other",bees,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", governors and other",governors,politician,"['elected', 'politicians']","[7018, 7602]",bees are a type of,governors are a type of,0.1495150923728943
", mosquitoes and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", thunder and other",thunder,weather,"['weather', 'natural']","[6193, 3288]",mosquitoes are a type of,thunder is a type of,0.19882088899612427
", beetles and other",beetles,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", mice and other",mice,animal,['animals'],[4695],beetles are a type of,mice are a type of,0.18209150433540344
", ladybugs and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", drug smuggling and other",drug smuggling,crime,"['crimes', 'crime']","[6741, 4065]",ladybugs are a type of,drug smuggling is a type of,0.1701452136039734
", grasshoppers and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", racquetball and other",racquetball,sport,['sports'],[5701],grasshoppers are a type of,racquetball is a type of,0.04324826970696449
", butterflies and other",butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", pop and other",pop,music,['music'],[2647],butterflies are a type of,pop is a type of,0.09946716576814651
", wasps and other",wasps,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", cadets and other",cadets,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",wasps are a type of,cadets are a type of,0.08721142262220383
", moths and other",moths,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", drug use and other",drug use,crime,"['crimes', 'crime']","[6741, 4065]",moths are a type of,drug use is a type of,0.18684624135494232
", gnats and other",gnats,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", willows and other",willows,tree,['trees'],[7150],gnats are a type of,willows are a type of,0.021485403180122375
", cockroaches and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", raccoons and other",raccoons,animal,['animals'],[4695],cockroaches are a type of,raccoons are a type of,0.1052316427230835
", caterpillars and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", starfruits and other",starfruits,fruit,"['fruits', 'fruit']","[15921, 8234]",caterpillars are a type of,starfruits are a type of,0.13229194283485413
", centipedes and other",centipedes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", carpenters and other",carpenters,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",centipedes are a type of,carpenters are a type of,0.10261179506778717
", crickets and other",crickets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", nanometers and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",crickets are a type of,nanometers are a type of,0.11468314379453659
", praying mantis and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", minivans and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",praying mantis are a type of,minivans are a type of,0.03478849679231644
", dragonflies and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", drunk driving and other",drunk driving,crime,"['crimes', 'crime']","[6741, 4065]",dragonflies are a type of,drunk driving is a type of,0.15380534529685974
", fleas and other",fleas,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", huts and other",huts,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",fleas are a type of,huts are a type of,0.08196090161800385
", hornets and other",hornets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", running shoes and other",running shoes,footwear,['footwear'],[43463],hornets are a type of,running shoes are a type of,0.040176380425691605
", roses and other",roses,flower,"['flowers', 'flowering']","[12734, 48573]",", dollars and other",dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",roses are a type of,dollars are a type of,0.20356512069702148
", daisies and other",daisies,flower,"['flowers', 'flowering']","[12734, 48573]",", banjoes and other",banjoes,instrument,"['musical', 'instruments']","[10530, 12834]",daisies are a type of,banjoes are a type of,-0.0008377470076084137
", tulips and other",tulips,flower,"['flowers', 'flowering']","[12734, 48573]",", maces and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",tulips are a type of,maces are a type of,0.02714327909052372
", lilies and other",lilies,flower,"['flowers', 'flowering']","[12734, 48573]",", jeanss and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",lilies are a type of,jeanss are a type of,0.05464841425418854
", carnations and other",carnations,flower,"['flowers', 'flowering']","[12734, 48573]",", bluegrass and other",bluegrass,music,['music'],[2647],carnations are a type of,bluegrass is a type of,0.0027319842483848333
", daffodils and other",daffodils,flower,"['flowers', 'flowering']","[12734, 48573]",", woodpeckers and other",woodpeckers,bird,"['birds', 'bird']","[10087, 6512]",daffodils are a type of,woodpeckers are a type of,0.0006671773735433817
", sunflowers and other",sunflowers,flower,"['flowers', 'flowering']","[12734, 48573]",", ottomen and other",ottomen,furniture,['furniture'],[13091],sunflowers are a type of,ottomen are a type of,0.0780780091881752
", dandelions and other",dandelions,flower,"['flowers', 'flowering']","[12734, 48573]",", topazs and other",topazs,gem,"['gem', 'gems']","[16840, 23685]",dandelions are a type of,topazs are a type of,0.0544532909989357
", pansies and other",pansies,flower,"['flowers', 'flowering']","[12734, 48573]",", limes and other",limes,fruit,"['fruits', 'fruit']","[15921, 8234]",pansies are a type of,limes are a type of,-0.0013102148659527302
", orchids and other",orchids,flower,"['flowers', 'flowering']","[12734, 48573]",", rock & roll and other",rock & roll,music,['music'],[2647],orchids are a type of,rock & roll is a type of,0.0010024701477959752
", petunias and other",petunias,flower,"['flowers', 'flowering']","[12734, 48573]",", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",petunias are a type of,mopeds are a type of,-0.00011742761125788093
", suns and other",suns,flower,"['flowers', 'flowering']","[12734, 48573]",", second cousins and other",second cousins,relative,"['relatives', 'family']","[12772, 1641]",suns are a type of,second cousins are a type of,0.00035137293161824346
", violets and other",violets,flower,"['flowers', 'flowering']","[12734, 48573]",", R&B and other",R&B,music,['music'],[2647],violets are a type of,R&B is a type of,-0.00025162065867334604
", irides and other",irides,flower,"['flowers', 'flowering']","[12734, 48573]",", maces and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",irides are a type of,maces are a type of,0.00033100307337008417
", lilacs and other",lilacs,flower,"['flowers', 'flowering']","[12734, 48573]",", colonels and other",colonels,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",lilacs are a type of,colonels are a type of,0.01556624099612236
", oaks and other",oaks,tree,['trees'],[7150],", beets and other",beets,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",oaks are a type of,beets are a type of,-0.009128499776124954
", pines and other",pines,tree,['trees'],[7150],", millenniums and other",millenniums,time,"['time', 'units']","[640, 4991]",pines are a type of,millenniums are a type of,0.010043569840490818
", maples and other",maples,tree,['trees'],[7150],", corporals and other",corporals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",maples are a type of,corporals are a type of,0.007573579903692007
", aspens and other",aspens,tree,['trees'],[7150],", banjoes and other",banjoes,instrument,"['musical', 'instruments']","[10530, 12834]",aspens are a type of,banjoes are a type of,-0.0007757741259410977
", redwoods and other",redwoods,tree,['trees'],[7150],", ravens and other",ravens,bird,"['birds', 'bird']","[10087, 6512]",redwoods are a type of,ravens are a type of,0.028284411877393723
", dogwoods and other",dogwoods,tree,['trees'],[7150],", green beans and other",green beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",dogwoods are a type of,green beans are a type of,0.008970831520855427
", spruces and other",spruces,tree,['trees'],[7150],", sergeants and other",sergeants,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",spruces are a type of,sergeants are a type of,-0.0002573766396380961
", birches and other",birches,tree,['trees'],[7150],", grand theft auto and other",grand theft auto,crime,"['crimes', 'crime']","[6741, 4065]",birches are a type of,grand theft auto is a type of,0.0008102405699901283
", weeping willows and other",weeping willows,tree,['trees'],[7150],", cabbages and other",cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",weeping willows are a type of,cabbages are a type of,0.02522733435034752
", elms and other",elms,tree,['trees'],[7150],", police officers and other",police officers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",elms are a type of,police officers are a type of,-0.010180111043155193
", firs and other",firs,tree,['trees'],[7150],", cadets and other",cadets,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",firs are a type of,cadets are a type of,0.0021927140187472105
", palms and other",palms,tree,['trees'],[7150],", cod and other",cod,fish,"['fish', 'fishes']","[5916, 49765]",palms are a type of,cod are a type of,0.00071622064569965
", cedars and other",cedars,tree,['trees'],[7150],", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",cedars are a type of,mopeds are a type of,-0.00958236213773489
", willows and other",willows,tree,['trees'],[7150],", pantss and other",pantss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",willows are a type of,pantss are a type of,0.03943813964724541
", sycamores and other",sycamores,tree,['trees'],[7150],", carpenters and other",carpenters,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",sycamores are a type of,carpenters are a type of,-0.0013573747128248215
", sailboats and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", crickets and other",crickets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",sailboats are a type of,crickets are a type of,0.3564392030239105
", cruises and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", treasurers and other",treasurers,politician,"['elected', 'politicians']","[7018, 7602]",cruises are a type of,treasurers are a type of,0.022806528955698013
", yachts and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", cockroaches and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",yachts are a type of,cockroaches are a type of,0.015673771500587463
", speedboats and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", foxes and other",foxes,animal,['animals'],[4695],speedboats are a type of,foxes are a type of,0.2526281177997589
", canoes and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", redwoods and other",redwoods,tree,['trees'],[7150],canoes are a type of,redwoods are a type of,0.025599611923098564
", rowboats and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", nanometers and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",rowboats are a type of,nanometers are a type of,0.21967272460460663
", tugboats and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", redwoods and other",redwoods,tree,['trees'],[7150],tugboats are a type of,redwoods are a type of,0.3878116309642792
", aircraft carriers and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", cucumbers and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",aircraft carriers are a type of,cucumbers are a type of,0.09601699560880661
", battleships and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", futons and other",futons,furniture,['furniture'],[13091],battleships are a type of,futons are a type of,0.31245356798171997
", kayaks and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", subways and other",subways,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",kayaks are a type of,subways are a type of,0.00836164504289627
", paddleboats and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", feets and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",paddleboats are a type of,feets are a type of,0.17922712862491608
", rafts and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", cucumbers and other",cucumbers,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",rafts are a type of,cucumbers are a type of,0.06714531034231186
", barges and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", scarves and other",scarves,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",barges are a type of,scarves are a type of,0.012201274745166302
", catamarans and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", grand theft auto and other",grand theft auto,crime,"['crimes', 'crime']","[6741, 4065]",catamarans are a type of,grand theft auto is a type of,0.004031083546578884
", dinghies and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", great grandpas and other",great grandpas,relative,"['relatives', 'family']","[12772, 1641]",dinghies are a type of,great grandpas are a type of,-0.00035755179123952985
", pontoons and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", undershirts and other",undershirts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",pontoons are a type of,undershirts are a type of,-0.0029036037158221006
", ferries and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", mockingbirds and other",mockingbirds,bird,"['birds', 'bird']","[10087, 6512]",ferries are a type of,mockingbirds are a type of,0.06257329881191254
", schooners and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", cabbages and other",cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",schooners are a type of,cabbages are a type of,0.00033718618215061724
", salmon and other",salmon,fish,"['fish', 'fishes']","[5916, 49765]",", bees and other",bees,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",salmon are a type of,bees are a type of,0.1689417064189911
", trout and other",trout,fish,"['fish', 'fishes']","[5916, 49765]",", baseball and other",baseball,sport,['sports'],[5701],trout are a type of,baseball is a type of,0.17724104225635529
", goldfish and other",goldfish,fish,"['fish', 'fishes']","[5916, 49765]",", tank tops and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",goldfish are a type of,tank tops are a type of,0.18084445595741272
", bass and other",bass,fish,"['fish', 'fishes']","[5916, 49765]",", drills and other",drills,tool,['tools'],[4899],bass are a type of,drills are a type of,-0.001464345259591937
", catfish and other",catfish,fish,"['fish', 'fishes']","[5916, 49765]",", stools and other",stools,furniture,['furniture'],[13091],catfish are a type of,stools are a type of,0.19715958833694458
", tuna and other",tuna,fish,"['fish', 'fishes']","[5916, 49765]",", wind and other",wind,weather,"['weather', 'natural']","[6193, 3288]",tuna are a type of,wind is a type of,0.21574006974697113
", flounder and other",flounder,fish,"['fish', 'fishes']","[5916, 49765]",", cymbals and other",cymbals,instrument,"['musical', 'instruments']","[10530, 12834]",flounder are a type of,cymbals are a type of,-0.0002701996127143502
", swordfish and other",swordfish,fish,"['fish', 'fishes']","[5916, 49765]",", pines and other",pines,tree,['trees'],[7150],swordfish are a type of,pines are a type of,0.15217769145965576
", herring and other",herring,fish,"['fish', 'fishes']","[5916, 49765]",", nephews and other",nephews,relative,"['relatives', 'family']","[12772, 1641]",herring are a type of,nephews are a type of,0.06766324490308762
", carp and other",carp,fish,"['fish', 'fishes']","[5916, 49765]",", football and other",football,sport,['sports'],[5701],carp are a type of,football is a type of,0.02309275232255459
", cod and other",cod,fish,"['fish', 'fishes']","[5916, 49765]",", nails and other",nails,tool,['tools'],[4899],cod are a type of,nails are a type of,-0.008099866099655628
", angelfish and other",angelfish,fish,"['fish', 'fishes']","[5916, 49765]",", nickels and other",nickels,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",angelfish are a type of,nickels are a type of,0.0005023685516789556
