clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 ferries are a type of,ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", second cousins are a type of,second cousins,relative,"['relatives', 'family']","[29658, 3070]"
 schooners are a type of,schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]", giraffes are a type of,giraffes,animal,['animals'],[10099]
 salmon are a type of,salmon,fish,"['fish', 'fishes']","[7795, 95461]", softball is a type of,softball,sport,['sports'],[10034]
 trout are a type of,trout,fish,"['fish', 'fishes']","[7795, 95461]", blues is a type of,blues,music,['music'],[4731]
 goldfish are a type of,goldfish,fish,"['fish', 'fishes']","[7795, 95461]", cardinals are a type of,cardinals,bird,"['birds', 'bird']","[20229, 12224]"
 bass are a type of,bass,fish,"['fish', 'fishes']","[7795, 95461]", managers are a type of,managers,profession,"['people', 'professionals', 'workers']","[1274, 15749, 7487]"
 catfish are a type of,catfish,fish,"['fish', 'fishes']","[7795, 95461]", paddleboats are a type of,paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 tuna are a type of,tuna,fish,"['fish', 'fishes']","[7795, 95461]", roses are a type of,roses,flower,"['flowers', 'flowering']","[19837, 82339]"
 flounder are a type of,flounder,fish,"['fish', 'fishes']","[7795, 95461]", rowboats are a type of,rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 swordfish are a type of,swordfish,fish,"['fish', 'fishes']","[7795, 95461]", foxes are a type of,foxes,animal,['animals'],[10099]
 herring are a type of,herring,fish,"['fish', 'fishes']","[7795, 95461]", vice presidents are a type of,vice presidents,politician,"['elected', 'politicians']","[16689, 19287]"
 carp are a type of,carp,fish,"['fish', 'fishes']","[7795, 95461]", trucks are a type of,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[11731, 18386, 7710]"
 cod are a type of,cod,fish,"['fish', 'fishes']","[7795, 95461]", rain is a type of,rain,weather,"['weather', 'natural']","[9282, 5933]"
 angelfish are a type of,angelfish,fish,"['fish', 'fishes']","[7795, 95461]", centipedes are a type of,centipedes,bug,"['insects', 'insect', 'bugs']","[41911, 27080, 23367]"
 mahi mahi are a type of,mahi mahi,fish,"['fish', 'fishes']","[7795, 95461]", cantaloupes are a type of,cantaloupes,fruit,"['fruits', 'fruit']","[26390, 14098]"
 blowfish are a type of,blowfish,fish,"['fish', 'fishes']","[7795, 95461]", canoes are a type of,canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[32731, 31080, 18198, 15688]"
 guppy are a type of,guppy,fish,"['fish', 'fishes']","[7795, 95461]", parrots are a type of,parrots,bird,"['birds', 'bird']","[20229, 12224]"
 halibut are a type of,halibut,fish,"['fish', 'fishes']","[7795, 95461]", cabbages are a type of,cabbages,vegetable,"['vegetables', 'vegetable']","[24822, 36581]"
 perch are a type of,perch,fish,"['fish', 'fishes']","[7795, 95461]", rugby is a type of,rugby,sport,['sports'],[10034]
 rainbow trout are a type of,rainbow trout,fish,"['fish', 'fishes']","[7795, 95461]", cross country is a type of,cross country,sport,['sports'],[10034]
 marlin are a type of,marlin,fish,"['fish', 'fishes']","[7795, 95461]", quartzs are a type of,quartzs,gem,"['gem', 'gems']","[19269, 43258]"
 minnow are a type of,minnow,fish,"['fish', 'fishes']","[7795, 95461]", squirrels are a type of,squirrels,animal,['animals'],[10099]
 pike are a type of,pike,fish,"['fish', 'fishes']","[7795, 95461]", finches are a type of,finches,bird,"['birds', 'bird']","[20229, 12224]"
 piranha are a type of,piranha,fish,"['fish', 'fishes']","[7795, 95461]", nectarines are a type of,nectarines,fruit,"['fruits', 'fruit']","[26390, 14098]"
 snapper are a type of,snapper,fish,"['fish', 'fishes']","[7795, 95461]", blackbirds are a type of,blackbirds,bird,"['birds', 'bird']","[20229, 12224]"
