clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" mahi mahi, and other",mahi mahi,fish,"['fish', 'fishes']","[6773, 49720]"," grapefruits, and other",grapefruits,fruit,"['fruits', 'fruit']","[18098, 9279]"
" blowfish, and other",blowfish,fish,"['fish', 'fishes']","[6773, 49720]"," lilies, and other",lilies,flower,"['flowers', 'flowering']","[12405, 37958]"
" guppy, and other",guppy,fish,"['fish', 'fishes']","[6773, 49720]"," great grandpas, and other",great grandpas,relative,"['relatives', 'family']","[17772, 2021]"
" halibut, and other",halibut,fish,"['fish', 'fishes']","[6773, 49720]"," screwdrivers, and other",screwdrivers,tool,['tools'],[5657]
" perch, and other",perch,fish,"['fish', 'fishes']","[6773, 49720]"," cadets, and other",cadets,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
" rainbow trout, and other",rainbow trout,fish,"['fish', 'fishes']","[6773, 49720]"," speedboats, and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" marlin, and other",marlin,fish,"['fish', 'fishes']","[6773, 49720]"," jeanss, and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
" minnow, and other",minnow,fish,"['fish', 'fishes']","[6773, 49720]"," aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
" pike, and other",pike,fish,"['fish', 'fishes']","[6773, 49720]"," flutes, and other",flutes,instrument,"['musical', 'instruments']","[12256, 13225]"
" piranha, and other",piranha,fish,"['fish', 'fishes']","[6773, 49720]"," daisies, and other",daisies,flower,"['flowers', 'flowering']","[12405, 37958]"
" snapper, and other",snapper,fish,"['fish', 'fishes']","[6773, 49720]"," pearls, and other",pearls,gem,"['gem', 'gems']","[16915, 42776]"
