clean,h1,hypernym,answers,answers_idx,corrupted,c1,corrupted_hypernym,corrupted_answers,corrupted_answers_idx,clean2,corrupted2
", beets and other",beets,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", gemstones and other",gemstones,gem,"['gem', 'gems']","[16840, 23685]",beets are a type of,gemstones are a type of
", turnips and other",turnips,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", physical therapists and other",physical therapists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",turnips are a type of,physical therapists are a type of
", zucchini and other",zucchini,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",", monsoons and other",monsoons,weather,"['weather', 'natural']","[6193, 3288]",zucchini is a type of,monsoons are a type of
", sandals and other",sandals,footwear,['footwear'],[43463],", lilies and other",lilies,flower,"['flowers', 'flowering']","[12734, 48573]",sandals are a type of,lilies are a type of
", boots and other",boots,footwear,['footwear'],[43463],", pounds and other",pounds,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",boots are a type of,pounds are a type of
", heels and other",heels,footwear,['footwear'],[43463],", ducks and other",ducks,bird,"['birds', 'bird']","[10087, 6512]",heels are a type of,ducks are a type of
", shoes and other",shoes,footwear,['footwear'],[43463],", salmon and other",salmon,fish,"['fish', 'fishes']","[5916, 49765]",shoes are a type of,salmon are a type of
", flip flops and other",flip flops,footwear,['footwear'],[43463],", great grandmothers and other",great grandmothers,relative,"['relatives', 'family']","[12772, 1641]",flip flops are a type of,great grandmothers are a type of
", sneakers and other",sneakers,footwear,['footwear'],[43463],", apples and other",apples,fruit,"['fruits', 'fruit']","[15921, 8234]",sneakers are a type of,apples are a type of
", slippers and other",slippers,footwear,['footwear'],[43463],", gemstones and other",gemstones,gem,"['gem', 'gems']","[16840, 23685]",slippers are a type of,gemstones are a type of
", running shoes and other",running shoes,footwear,['footwear'],[43463],", heavy metal and other",heavy metal,music,['music'],[2647],running shoes are a type of,heavy metal is a type of
", clogs and other",clogs,footwear,['footwear'],[43463],", eons and other",eons,time,"['time', 'units']","[640, 4991]",clogs are a type of,eons are a type of
", cleats and other",cleats,footwear,['footwear'],[43463],", violas and other",violas,instrument,"['musical', 'instruments']","[10530, 12834]",cleats are a type of,violas are a type of
", loafers and other",loafers,footwear,['footwear'],[43463],", decimeters and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",loafers are a type of,decimeters are a type of
", pumps and other",pumps,footwear,['footwear'],[43463],", assault and other",assault,crime,"['crimes', 'crime']","[6741, 4065]",pumps are a type of,assault is a type of
", hiking shoes and other",hiking shoes,footwear,['footwear'],[43463],", perch and other",perch,fish,"['fish', 'fishes']","[5916, 49765]",hiking shoes are a type of,perch are a type of
", moccasins and other",moccasins,footwear,['footwear'],[43463],", woodpeckers and other",woodpeckers,bird,"['birds', 'bird']","[10087, 6512]",moccasins are a type of,woodpeckers are a type of
", flies and other",flies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", country and other",country,music,['music'],[2647],flies are a type of,country is a type of
", ants and other",ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", burglary and other",burglary,crime,"['crimes', 'crime']","[6741, 4065]",ants are a type of,burglary is a type of
", spiders and other",spiders,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", spinach and other",spinach,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",spiders are a type of,spinach is a type of
", bees and other",bees,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", desks and other",desks,furniture,['furniture'],[13091],bees are a type of,desks are a type of
", mosquitoes and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", India and other",India,country,"['countries', 'country']","[2678, 1499]",mosquitoes are a type of,India is a type of
", beetles and other",beetles,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", track and other",track,sport,['sports'],[5701],beetles are a type of,track is a type of
", ladybugs and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", tepees and other",tepees,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",ladybugs are a type of,tepees are a type of
", grasshoppers and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", brass knuckles and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",grasshoppers are a type of,brass knuckles are a type of
", butterflies and other",butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", soul and other",soul,music,['music'],[2647],butterflies are a type of,soul is a type of
", wasps and other",wasps,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", secs and other",secs,time,"['time', 'units']","[640, 4991]",wasps are a type of,secs are a type of
", moths and other",moths,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", futons and other",futons,furniture,['furniture'],[13091],moths are a type of,futons are a type of
", gnats and other",gnats,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", screwdrivers and other",screwdrivers,tool,['tools'],[4899],gnats are a type of,screwdrivers are a type of
", cockroaches and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", blizzards and other",blizzards,weather,"['weather', 'natural']","[6193, 3288]",cockroaches are a type of,blizzards are a type of
", caterpillars and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", piranha and other",piranha,fish,"['fish', 'fishes']","[5916, 49765]",caterpillars are a type of,piranha are a type of
", centipedes and other",centipedes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", water polo and other",water polo,sport,['sports'],[5701],centipedes are a type of,water polo is a type of
", crickets and other",crickets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", janitors and other",janitors,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]",crickets are a type of,janitors are a type of
", praying mantis and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", giraffes and other",giraffes,animal,['animals'],[4695],praying mantis are a type of,giraffes are a type of
", dragonflies and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", jades and other",jades,gem,"['gem', 'gems']","[16840, 23685]",dragonflies are a type of,jades are a type of
", fleas and other",fleas,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", running shoes and other",running shoes,footwear,['footwear'],[43463],fleas are a type of,running shoes are a type of
", hornets and other",hornets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",", redwoods and other",redwoods,tree,['trees'],[7150],hornets are a type of,redwoods are a type of
", roses and other",roses,flower,"['flowers', 'flowering']","[12734, 48573]",", trailers and other",trailers,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",roses are a type of,trailers are a type of
", daisies and other",daisies,flower,"['flowers', 'flowering']","[12734, 48573]",", cabbages and other",cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",daisies are a type of,cabbages are a type of
", tulips and other",tulips,flower,"['flowers', 'flowering']","[12734, 48573]",", light years and other",light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",tulips are a type of,light years are a type of
", lilies and other",lilies,flower,"['flowers', 'flowering']","[12734, 48573]",", maces and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",lilies are a type of,maces are a type of
", carnations and other",carnations,flower,"['flowers', 'flowering']","[12734, 48573]",", congresswomen and other",congresswomen,politician,"['elected', 'politicians']","[7018, 7602]",carnations are a type of,congresswomen are a type of
", daffodils and other",daffodils,flower,"['flowers', 'flowering']","[12734, 48573]",", moccasins and other",moccasins,footwear,['footwear'],[43463],daffodils are a type of,moccasins are a type of
", sunflowers and other",sunflowers,flower,"['flowers', 'flowering']","[12734, 48573]",", great grandpas and other",great grandpas,relative,"['relatives', 'family']","[12772, 1641]",sunflowers are a type of,great grandpas are a type of
", dandelions and other",dandelions,flower,"['flowers', 'flowering']","[12734, 48573]",", ostriches and other",ostriches,bird,"['birds', 'bird']","[10087, 6512]",dandelions are a type of,ostriches are a type of
", pansies and other",pansies,flower,"['flowers', 'flowering']","[12734, 48573]",", drug smuggling and other",drug smuggling,crime,"['crimes', 'crime']","[6741, 4065]",pansies are a type of,drug smuggling is a type of
", orchids and other",orchids,flower,"['flowers', 'flowering']","[12734, 48573]",", praying mantis and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",orchids are a type of,praying mantis are a type of
", petunias and other",petunias,flower,"['flowers', 'flowering']","[12734, 48573]",", spruces and other",spruces,tree,['trees'],[7150],petunias are a type of,spruces are a type of
", suns and other",suns,flower,"['flowers', 'flowering']","[12734, 48573]",", blueberries and other",blueberries,fruit,"['fruits', 'fruit']","[15921, 8234]",suns are a type of,blueberries are a type of
", violets and other",violets,flower,"['flowers', 'flowering']","[12734, 48573]",", igloos and other",igloos,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",violets are a type of,igloos are a type of
", irides and other",irides,flower,"['flowers', 'flowering']","[12734, 48573]",", thunderstorms and other",thunderstorms,weather,"['weather', 'natural']","[6193, 3288]",irides are a type of,thunderstorms are a type of
", lilacs and other",lilacs,flower,"['flowers', 'flowering']","[12734, 48573]",", congressmen and other",congressmen,politician,"['elected', 'politicians']","[7018, 7602]",lilacs are a type of,congressmen are a type of
", oaks and other",oaks,tree,['trees'],[7150],", mansions and other",mansions,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",oaks are a type of,mansions are a type of
", pines and other",pines,tree,['trees'],[7150],", suns and other",suns,flower,"['flowers', 'flowering']","[12734, 48573]",pines are a type of,suns are a type of
", maples and other",maples,tree,['trees'],[7150],", fleas and other",fleas,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",maples are a type of,fleas are a type of
", aspens and other",aspens,tree,['trees'],[7150],", centipedes and other",centipedes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",aspens are a type of,centipedes are a type of
", redwoods and other",redwoods,tree,['trees'],[7150],", barges and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",redwoods are a type of,barges are a type of
", dogwoods and other",dogwoods,tree,['trees'],[7150],", jades and other",jades,gem,"['gem', 'gems']","[16840, 23685]",dogwoods are a type of,jades are a type of
", spruces and other",spruces,tree,['trees'],[7150],", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",spruces are a type of,mopeds are a type of
", birches and other",birches,tree,['trees'],[7150],", topazs and other",topazs,gem,"['gem', 'gems']","[16840, 23685]",birches are a type of,topazs are a type of
", weeping willows and other",weeping willows,tree,['trees'],[7150],", brass knuckles and other",brass knuckles,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]",weeping willows are a type of,brass knuckles are a type of
", elms and other",elms,tree,['trees'],[7150],", drug use and other",drug use,crime,"['crimes', 'crime']","[6741, 4065]",elms are a type of,drug use is a type of
", firs and other",firs,tree,['trees'],[7150],", bass guitars and other",bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]",firs are a type of,bass guitars are a type of
", palms and other",palms,tree,['trees'],[7150],", horns and other",horns,instrument,"['musical', 'instruments']","[10530, 12834]",palms are a type of,horns are a type of
", cedars and other",cedars,tree,['trees'],[7150],", water polo and other",water polo,sport,['sports'],[5701],cedars are a type of,water polo is a type of
", willows and other",willows,tree,['trees'],[7150],", gnats and other",gnats,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",willows are a type of,gnats are a type of
", sycamores and other",sycamores,tree,['trees'],[7150],", cymbals and other",cymbals,instrument,"['musical', 'instruments']","[10530, 12834]",sycamores are a type of,cymbals are a type of
", sailboats and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", marlin and other",marlin,fish,"['fish', 'fishes']","[5916, 49765]",sailboats are a type of,marlin are a type of
", cruises and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", end tables and other",end tables,furniture,['furniture'],[13091],cruises are a type of,end tables are a type of
", yachts and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", R&B and other",R&B,music,['music'],[2647],yachts are a type of,R&B is a type of
", speedboats and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", violas and other",violas,instrument,"['musical', 'instruments']","[10530, 12834]",speedboats are a type of,violas are a type of
", canoes and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", cherries and other",cherries,fruit,"['fruits', 'fruit']","[15921, 8234]",canoes are a type of,cherries are a type of
", rowboats and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", sandpapers and other",sandpapers,tool,['tools'],[4899],rowboats are a type of,sandpapers are a type of
", tugboats and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", blueberries and other",blueberries,fruit,"['fruits', 'fruit']","[15921, 8234]",tugboats are a type of,blueberries are a type of
", aircraft carriers and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", slippers and other",slippers,footwear,['footwear'],[43463],aircraft carriers are a type of,slippers are a type of
", battleships and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", new age and other",new age,music,['music'],[2647],battleships are a type of,new age is a type of
", kayaks and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", lilies and other",lilies,flower,"['flowers', 'flowering']","[12734, 48573]",kayaks are a type of,lilies are a type of
", paddleboats and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", feets and other",feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",paddleboats are a type of,feets are a type of
", rafts and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", second cousins and other",second cousins,relative,"['relatives', 'family']","[12772, 1641]",rafts are a type of,second cousins are a type of
", barges and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", townhouses and other",townhouses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",barges are a type of,townhouses are a type of
", catamarans and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", amethysts and other",amethysts,gem,"['gem', 'gems']","[16840, 23685]",catamarans are a type of,amethysts are a type of
", dinghies and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", dormitories and other",dormitories,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",dinghies are a type of,dormitories are a type of
", pontoons and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", zucchini and other",zucchini,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",pontoons are a type of,zucchini is a type of
", ferries and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", decimeters and other",decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]",ferries are a type of,decimeters are a type of
", schooners and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]",", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",schooners are a type of,mopeds are a type of
", salmon and other",salmon,fish,"['fish', 'fishes']","[5916, 49765]",", hockey and other",hockey,sport,['sports'],[5701],salmon are a type of,hockey is a type of
", trout and other",trout,fish,"['fish', 'fishes']","[5916, 49765]",", track and other",track,sport,['sports'],[5701],trout are a type of,track is a type of
", goldfish and other",goldfish,fish,"['fish', 'fishes']","[5916, 49765]",", jeanss and other",jeanss,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]",goldfish are a type of,jeanss are a type of
", bass and other",bass,fish,"['fish', 'fishes']","[5916, 49765]",", apples and other",apples,fruit,"['fruits', 'fruit']","[15921, 8234]",bass are a type of,apples are a type of
", catfish and other",catfish,fish,"['fish', 'fishes']","[5916, 49765]",", eons and other",eons,time,"['time', 'units']","[640, 4991]",catfish are a type of,eons are a type of
", tuna and other",tuna,fish,"['fish', 'fishes']","[5916, 49765]",", decades and other",decades,time,"['time', 'units']","[640, 4991]",tuna are a type of,decades are a type of
", flounder and other",flounder,fish,"['fish', 'fishes']","[5916, 49765]",", mopeds and other",mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",flounder are a type of,mopeds are a type of
", swordfish and other",swordfish,fish,"['fish', 'fishes']","[5916, 49765]",", cabs and other",cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]",swordfish are a type of,cabs are a type of
", herring and other",herring,fish,"['fish', 'fishes']","[5916, 49765]",", rubles and other",rubles,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",herring are a type of,rubles are a type of
", carp and other",carp,fish,"['fish', 'fishes']","[5916, 49765]",", soldiers and other",soldiers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",carp are a type of,soldiers are a type of
", cod and other",cod,fish,"['fish', 'fishes']","[5916, 49765]",", hotels and other",hotels,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]",cod are a type of,hotels are a type of
", angelfish and other",angelfish,fish,"['fish', 'fishes']","[5916, 49765]",", orchids and other",orchids,flower,"['flowers', 'flowering']","[12734, 48573]",angelfish are a type of,orchids are a type of
", mahi mahi and other",mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]",", tambourines and other",tambourines,instrument,"['musical', 'instruments']","[10530, 12834]",mahi mahi are a type of,tambourines are a type of
", blowfish and other",blowfish,fish,"['fish', 'fishes']","[5916, 49765]",", crickets and other",crickets,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]",blowfish are a type of,crickets are a type of
", guppy and other",guppy,fish,"['fish', 'fishes']","[5916, 49765]",", violins and other",violins,instrument,"['musical', 'instruments']","[10530, 12834]",guppy are a type of,violins are a type of
", halibut and other",halibut,fish,"['fish', 'fishes']","[5916, 49765]",", daisies and other",daisies,flower,"['flowers', 'flowering']","[12734, 48573]",halibut are a type of,daisies are a type of
", perch and other",perch,fish,"['fish', 'fishes']","[5916, 49765]",", euroes and other",euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]",perch are a type of,euroes are a type of
", rainbow trout and other",rainbow trout,fish,"['fish', 'fishes']","[5916, 49765]",", loafers and other",loafers,footwear,['footwear'],[43463],rainbow trout are a type of,loafers are a type of
", marlin and other",marlin,fish,"['fish', 'fishes']","[5916, 49765]",", basses and other",basses,instrument,"['musical', 'instruments']","[10530, 12834]",marlin are a type of,basses are a type of
", minnow and other",minnow,fish,"['fish', 'fishes']","[5916, 49765]",", cherries and other",cherries,fruit,"['fruits', 'fruit']","[15921, 8234]",minnow are a type of,cherries are a type of
", pike and other",pike,fish,"['fish', 'fishes']","[5916, 49765]",", radishes and other",radishes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]",pike are a type of,radishes are a type of
", piranha and other",piranha,fish,"['fish', 'fishes']","[5916, 49765]",", cedars and other",cedars,tree,['trees'],[7150],piranha are a type of,cedars are a type of
", snapper and other",snapper,fish,"['fish', 'fishes']","[5916, 49765]",", cadets and other",cadets,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]",snapper are a type of,cadets are a type of
