clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," great aunts, and other",great aunts,relative,"['relatives', 'family']","[22631, 2730]"
" ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," wolves, and other",wolves,animal,['animals'],[8398]
" schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[26321, 21254, 16974, 11390]"," nanometers, and other",nanometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" salmon, and other",salmon,fish,"['fish', 'fishes']","[5001, 56717]"," hamsters, and other",hamsters,animal,['animals'],[8398]
" trout, and other",trout,fish,"['fish', 'fishes']","[5001, 56717]"," firs, and other",firs,tree,['trees'],[8195]
" goldfish, and other",goldfish,fish,"['fish', 'fishes']","[5001, 56717]"," blues, and other",blues,music,['music'],[4296]
" bass, and other",bass,fish,"['fish', 'fishes']","[5001, 56717]"," Europe, and other",Europe,country,"['countries', 'country']","[5605, 3170]"
" catfish, and other",catfish,fish,"['fish', 'fishes']","[5001, 56717]"," mayors, and other",mayors,politician,"['elected', 'politicians']","[17710, 33650]"
" tuna, and other",tuna,fish,"['fish', 'fishes']","[5001, 56717]"," secs, and other",secs,time,"['time', 'units']","[1069, 7845]"
" flounder, and other",flounder,fish,"['fish', 'fishes']","[5001, 56717]"," oboes, and other",oboes,instrument,"['musical', 'instruments']","[13340, 18159]"
" swordfish, and other",swordfish,fish,"['fish', 'fishes']","[5001, 56717]"," oboes, and other",oboes,instrument,"['musical', 'instruments']","[13340, 18159]"
" herring, and other",herring,fish,"['fish', 'fishes']","[5001, 56717]"," crickets, and other",crickets,bug,"['insects', 'insect', 'bugs']","[31029, 35312, 30608]"
" carp, and other",carp,fish,"['fish', 'fishes']","[5001, 56717]"," ducks, and other",ducks,bird,"['birds', 'bird']","[13141, 13170]"
" cod, and other",cod,fish,"['fish', 'fishes']","[5001, 56717]"," limes, and other",limes,fruit,"['fruits', 'fruit']","[16803, 9471]"
" angelfish, and other",angelfish,fish,"['fish', 'fishes']","[5001, 56717]"," topazs, and other",topazs,gem,"['gem', 'gems']","[21737, 48771]"
" mahi mahi, and other",mahi mahi,fish,"['fish', 'fishes']","[5001, 56717]"," micrometers, and other",micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[7845, 13384, 14548, 6075, 30257]"
" blowfish, and other",blowfish,fish,"['fish', 'fishes']","[5001, 56717]"," drug use, and other",drug use,crime,"['crimes', 'crime']","[25552, 12476]"
" guppy, and other",guppy,fish,"['fish', 'fishes']","[5001, 56717]"," skateboards, and other",skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[13092, 16216, 6676]"
" halibut, and other",halibut,fish,"['fish', 'fishes']","[5001, 56717]"," drug smuggling, and other",drug smuggling,crime,"['crimes', 'crime']","[25552, 12476]"
" perch, and other",perch,fish,"['fish', 'fishes']","[5001, 56717]"," slippers, and other",slippers,footwear,['footwear'],[62966]
" rainbow trout, and other",rainbow trout,fish,"['fish', 'fishes']","[5001, 56717]"," water polo, and other",water polo,sport,['sports'],[9028]
" marlin, and other",marlin,fish,"['fish', 'fishes']","[5001, 56717]"," cabins, and other",cabins,home,"['housing', 'residential', 'structures']","[12986, 21437, 12225]"
" minnow, and other",minnow,fish,"['fish', 'fishes']","[5001, 56717]"," foot stools, and other",foot stools,furniture,['furniture'],[16241]
" pike, and other",pike,fish,"['fish', 'fishes']","[5001, 56717]"," squash, and other",squash,vegetable,"['vegetables', 'vegetable']","[19574, 26771]"
" piranha, and other",piranha,fish,"['fish', 'fishes']","[5001, 56717]"," futons, and other",futons,furniture,['furniture'],[16241]
" snapper, and other",snapper,fish,"['fish', 'fishes']","[5001, 56717]"," cardinals, and other",cardinals,bird,"['birds', 'bird']","[13141, 13170]"
