clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" goldfish, and other",goldfish,fish,"['fish', 'fishes']","[8774, 1053]"," francs, and other",francs,money,"['currency', 'money', 'currencies']","[16315, 3213, 1959]"
" bass, and other",bass,fish,"['fish', 'fishes']","[8774, 1053]"," Canada, and other",Canada,country,"['countries', 'country']","[6548, 3707]"
" catfish, and other",catfish,fish,"['fish', 'fishes']","[8774, 1053]"," pines, and other",pines,tree,['trees'],[7867]
" tuna, and other",tuna,fish,"['fish', 'fishes']","[8774, 1053]"," finches, and other",finches,bird,"['birds', 'bird']","[13548, 8495]"
" flounder, and other",flounder,fish,"['fish', 'fishes']","[8774, 1053]"," sailboats, and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[20474, 23599, 12064, 9856]"
" swordfish, and other",swordfish,fish,"['fish', 'fishes']","[8774, 1053]"," blice, and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" herring, and other",herring,fish,"['fish', 'fishes']","[8774, 1053]"," colonels, and other",colonels,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" carp, and other",carp,fish,"['fish', 'fishes']","[8774, 1053]"," corporals, and other",corporals,soldier,"['officers', 'soldiers', 'military']","[9932, 9764, 6237]"
" cod, and other",cod,fish,"['fish', 'fishes']","[8774, 1053]"," tables, and other",tables,furniture,['furniture'],[13157]
" angelfish, and other",angelfish,fish,"['fish', 'fishes']","[8774, 1053]"," tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[9926, 18705]"
" blowfish, and other",blowfish,fish,"['fish', 'fishes']","[8774, 1053]"," saws, and other",saws,tool,['tools'],[7808]
" guppy, and other",guppy,fish,"['fish', 'fishes']","[8774, 1053]"," turtles, and other",turtles,animal,['animals'],[8990]
" halibut, and other",halibut,fish,"['fish', 'fishes']","[8774, 1053]"," topazs, and other",topazs,gem,"['gem', 'gems']","[15805, 1087]"
" perch, and other",perch,fish,"['fish', 'fishes']","[8774, 1053]"," harmonicas, and other",harmonicas,instrument,"['musical', 'instruments']","[9926, 18705]"
" rainbow trout, and other",rainbow trout,fish,"['fish', 'fishes']","[8774, 1053]"," cheetahs, and other",cheetahs,animal,['animals'],[8990]
" marlin, and other",marlin,fish,"['fish', 'fishes']","[8774, 1053]"," organs, and other",organs,instrument,"['musical', 'instruments']","[9926, 18705]"
" minnow, and other",minnow,fish,"['fish', 'fishes']","[8774, 1053]"," jackets, and other",jackets,clothing,"['clothing', 'clothes', 'garments']","[14046, 8923, 6693]"
" pike, and other",pike,fish,"['fish', 'fishes']","[8774, 1053]"," mayors, and other",mayors,politician,"['elected', 'politicians']","[12169, 19362]"
" piranha, and other",piranha,fish,"['fish', 'fishes']","[8774, 1053]"," tambourines, and other",tambourines,instrument,"['musical', 'instruments']","[9926, 18705]"
" snapper, and other",snapper,fish,"['fish', 'fishes']","[8774, 1053]"," goats, and other",goats,animal,['animals'],[8990]
