clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 ravens and penguins are two types of,ravens,penguins,bird,"['birds', 'bird']","[10087, 6512]", rubles and euroes are two types of,rubles,euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 ravens and ducks are two types of,ravens,ducks,bird,"['birds', 'bird']","[10087, 6512]", aunts and daughters are two types of,aunts,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 ravens and finches are two types of,ravens,finches,bird,"['birds', 'bird']","[10087, 6512]", green beans and beets are two types of,green beans,beets,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 ravens and mockingbirds are two types of,ravens,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", herring and pike are two types of,herring,pike,fish,"['fish', 'fishes']","[5916, 49765]"
 ravens and woodpeckers are two types of,ravens,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", basses and tambourines are two types of,basses,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]"
 ravens and flamingoes are two types of,ravens,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", eons and millenniums are two types of,eons,millenniums,time,"['time', 'units']","[640, 4991]"
 ravens and orioles are two types of,ravens,orioles,bird,"['birds', 'bird']","[10087, 6512]", treasurers and congressmen are two types of,treasurers,congressmen,politician,"['elected', 'politicians']","[7018, 7602]"
 ravens and blackbirds are two types of,ravens,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", cadets and colonels are two types of,cadets,colonels,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 ravens and chickens are two types of,ravens,chickens,bird,"['birds', 'bird']","[10087, 6512]", janitors and businessmen are two types of,janitors,businessmen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 ravens and vultures are two types of,ravens,vultures,bird,"['birds', 'bird']","[10087, 6512]", decimeters and micrometers are two types of,decimeters,micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 ducks and eagles are two types of,ducks,eagles,bird,"['birds', 'bird']","[10087, 6512]", businessmen and dentists are two types of,businessmen,dentists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 ducks and robins are two types of,ducks,robins,bird,"['birds', 'bird']","[10087, 6512]", psychologists and police officers are two types of,psychologists,police officers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 ducks and bluejays are two types of,ducks,bluejays,bird,"['birds', 'bird']","[10087, 6512]", sneakers and flip flops are two types of,sneakers,flip flops,footwear,['footwear'],[43463]
 ducks and cardinals are two types of,ducks,cardinals,bird,"['birds', 'bird']","[10087, 6512]", cents and francs are two types of,cents,francs,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 ducks and hawks are two types of,ducks,hawks,bird,"['birds', 'bird']","[10087, 6512]", squash and turnips are two types of,squash,turnips,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 ducks and bluebirds are two types of,ducks,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", dollars and yens are two types of,dollars,yens,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 ducks and crows are two types of,ducks,crows,bird,"['birds', 'bird']","[10087, 6512]", pounds and rupees are two types of,pounds,rupees,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 ducks and hummingbirds are two types of,ducks,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", alternative and new age are two types of,alternative,new age,music,['music'],[2647]
 ducks and parrots are two types of,ducks,parrots,bird,"['birds', 'bird']","[10087, 6512]", years and millenniums are two types of,years,millenniums,time,"['time', 'units']","[640, 4991]"
 ducks and sparrows are two types of,ducks,sparrows,bird,"['birds', 'bird']","[10087, 6512]", governors and secretaries of state are two types of,governors,secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]"
 ducks and pigeons are two types of,ducks,pigeons,bird,"['birds', 'bird']","[10087, 6512]", organs and flutes are two types of,organs,flutes,instrument,"['musical', 'instruments']","[10530, 12834]"
 ducks and seagulls are two types of,ducks,seagulls,bird,"['birds', 'bird']","[10087, 6512]", roses and daffodils are two types of,roses,daffodils,flower,"['flowers', 'flowering']","[12734, 48573]"
 ducks and doves are two types of,ducks,doves,bird,"['birds', 'bird']","[10087, 6512]", bicycles and SUVs are two types of,bicycles,SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 ducks and parakeets are two types of,ducks,parakeets,bird,"['birds', 'bird']","[10087, 6512]", officers and sergeants are two types of,officers,sergeants,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 ducks and falcons are two types of,ducks,falcons,bird,"['birds', 'bird']","[10087, 6512]", boots and cleats are two types of,boots,cleats,footwear,['footwear'],[43463]
 ducks and canaries are two types of,ducks,canaries,bird,"['birds', 'bird']","[10087, 6512]", roses and suns are two types of,roses,suns,flower,"['flowers', 'flowering']","[12734, 48573]"
 ducks and owls are two types of,ducks,owls,bird,"['birds', 'bird']","[10087, 6512]", homicide and drug smuggling are two types of,homicide,drug smuggling,crime,"['crimes', 'crime']","[6741, 4065]"
 ducks and ostriches are two types of,ducks,ostriches,bird,"['birds', 'bird']","[10087, 6512]", drums and piccoloes are two types of,drums,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]"
 ducks and penguins are two types of,ducks,penguins,bird,"['birds', 'bird']","[10087, 6512]", tents and townhouses are two types of,tents,townhouses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 ducks and ravens are two types of,ducks,ravens,bird,"['birds', 'bird']","[10087, 6512]", chairs and recliners are two types of,chairs,recliners,furniture,['furniture'],[13091]
 ducks and finches are two types of,ducks,finches,bird,"['birds', 'bird']","[10087, 6512]", planes and cabs are two types of,planes,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 ducks and mockingbirds are two types of,ducks,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", bass and swordfish are two types of,bass,swordfish,fish,"['fish', 'fishes']","[5916, 49765]"
 ducks and woodpeckers are two types of,ducks,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", months and nanoseconds are two types of,months,nanoseconds,time,"['time', 'units']","[640, 4991]"
 ducks and flamingoes are two types of,ducks,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", dollars and euroes are two types of,dollars,euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 ducks and orioles are two types of,ducks,orioles,bird,"['birds', 'bird']","[10087, 6512]", dance and ska are two types of,dance,ska,music,['music'],[2647]
 ducks and blackbirds are two types of,ducks,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", strawberries and plums are two types of,strawberries,plums,fruit,"['fruits', 'fruit']","[15921, 8234]"
 ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]", hail and rain are two types of,hail,rain,weather,"['weather', 'natural']","[6193, 3288]"
 ducks and vultures are two types of,ducks,vultures,bird,"['birds', 'bird']","[10087, 6512]", squash and cabbages are two types of,squash,cabbages,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 finches and eagles are two types of,finches,eagles,bird,"['birds', 'bird']","[10087, 6512]", lemons and cherries are two types of,lemons,cherries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 finches and robins are two types of,finches,robins,bird,"['birds', 'bird']","[10087, 6512]", battleships and paddleboats are two types of,battleships,paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 finches and bluejays are two types of,finches,bluejays,bird,"['birds', 'bird']","[10087, 6512]", sleet and blizzards are two types of,sleet,blizzards,weather,"['weather', 'natural']","[6193, 3288]"
 finches and cardinals are two types of,finches,cardinals,bird,"['birds', 'bird']","[10087, 6512]", secs and millenniums are two types of,secs,millenniums,time,"['time', 'units']","[640, 4991]"
 finches and hawks are two types of,finches,hawks,bird,"['birds', 'bird']","[10087, 6512]", physical therapists and accountants are two types of,physical therapists,accountants,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 finches and bluebirds are two types of,finches,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", crickets and dragonflies are two types of,crickets,dragonflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 finches and crows are two types of,finches,crows,bird,"['birds', 'bird']","[10087, 6512]", secs and eons are two types of,secs,eons,time,"['time', 'units']","[640, 4991]"
 finches and hummingbirds are two types of,finches,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", cruises and speedboats are two types of,cruises,speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 finches and parrots are two types of,finches,parrots,bird,"['birds', 'bird']","[10087, 6512]", nephews and aunts are two types of,nephews,aunts,relative,"['relatives', 'family']","[12772, 1641]"
 finches and sparrows are two types of,finches,sparrows,bird,"['birds', 'bird']","[10087, 6512]", willows and spruces are two types of,willows,spruces,tree,['trees'],[7150]
 finches and pigeons are two types of,finches,pigeons,bird,"['birds', 'bird']","[10087, 6512]", blowfish and minnow are two types of,blowfish,minnow,fish,"['fish', 'fishes']","[5916, 49765]"
 finches and seagulls are two types of,finches,seagulls,bird,"['birds', 'bird']","[10087, 6512]", slippers and moccasins are two types of,slippers,moccasins,footwear,['footwear'],[43463]
 finches and doves are two types of,finches,doves,bird,"['birds', 'bird']","[10087, 6512]", secs and eons are two types of,secs,eons,time,"['time', 'units']","[640, 4991]"
 finches and parakeets are two types of,finches,parakeets,bird,"['birds', 'bird']","[10087, 6512]", french horns and piccoloes are two types of,french horns,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]"
 finches and falcons are two types of,finches,falcons,bird,"['birds', 'bird']","[10087, 6512]", garnets and opals are two types of,garnets,opals,gem,"['gem', 'gems']","[16840, 23685]"
 finches and canaries are two types of,finches,canaries,bird,"['birds', 'bird']","[10087, 6512]", buss and cabs are two types of,buss,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 finches and owls are two types of,finches,owls,bird,"['birds', 'bird']","[10087, 6512]", bluegrass and new age are two types of,bluegrass,new age,music,['music'],[2647]
 finches and ostriches are two types of,finches,ostriches,bird,"['birds', 'bird']","[10087, 6512]", elk and giraffes are two types of,elk,giraffes,animal,['animals'],[4695]
 finches and penguins are two types of,finches,penguins,bird,"['birds', 'bird']","[10087, 6512]", nephews and grandmothers are two types of,nephews,grandmothers,relative,"['relatives', 'family']","[12772, 1641]"
 finches and ravens are two types of,finches,ravens,bird,"['birds', 'bird']","[10087, 6512]", cauliflower and radishes are two types of,cauliflower,radishes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 finches and ducks are two types of,finches,ducks,bird,"['birds', 'bird']","[10087, 6512]", drug smuggling and kidnapping are two types of,drug smuggling,kidnapping,crime,"['crimes', 'crime']","[6741, 4065]"
 finches and mockingbirds are two types of,finches,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", pianoes and harmonicas are two types of,pianoes,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]"
 finches and woodpeckers are two types of,finches,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", herring and mahi mahi are two types of,herring,mahi mahi,fish,"['fish', 'fishes']","[5916, 49765]"
 finches and flamingoes are two types of,finches,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", lilies and tulips are two types of,lilies,tulips,flower,"['flowers', 'flowering']","[12734, 48573]"
 finches and orioles are two types of,finches,orioles,bird,"['birds', 'bird']","[10087, 6512]", millenniums and eons are two types of,millenniums,eons,time,"['time', 'units']","[640, 4991]"
 finches and blackbirds are two types of,finches,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", congresswomen and vice presidents are two types of,congresswomen,vice presidents,politician,"['elected', 'politicians']","[7018, 7602]"
 finches and chickens are two types of,finches,chickens,bird,"['birds', 'bird']","[10087, 6512]", SUVs and trucks are two types of,SUVs,trucks,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 finches and vultures are two types of,finches,vultures,bird,"['birds', 'bird']","[10087, 6512]", cross country and water polo are two types of,cross country,water polo,sport,['sports'],[5701]
 mockingbirds and eagles are two types of,mockingbirds,eagles,bird,"['birds', 'bird']","[10087, 6512]", eons and millenniums are two types of,eons,millenniums,time,"['time', 'units']","[640, 4991]"
 mockingbirds and robins are two types of,mockingbirds,robins,bird,"['birds', 'bird']","[10087, 6512]", barges and kayaks are two types of,barges,kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 mockingbirds and bluejays are two types of,mockingbirds,bluejays,bird,"['birds', 'bird']","[10087, 6512]", garnets and amethysts are two types of,garnets,amethysts,gem,"['gem', 'gems']","[16840, 23685]"
 mockingbirds and cardinals are two types of,mockingbirds,cardinals,bird,"['birds', 'bird']","[10087, 6512]", snapper and catfish are two types of,snapper,catfish,fish,"['fish', 'fishes']","[5916, 49765]"
 mockingbirds and hawks are two types of,mockingbirds,hawks,bird,"['birds', 'bird']","[10087, 6512]", aunts and second cousins are two types of,aunts,second cousins,relative,"['relatives', 'family']","[12772, 1641]"
 mockingbirds and bluebirds are two types of,mockingbirds,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", dressers and futons are two types of,dressers,futons,furniture,['furniture'],[13091]
 mockingbirds and crows are two types of,mockingbirds,crows,bird,"['birds', 'bird']","[10087, 6512]", firs and dogwoods are two types of,firs,dogwoods,tree,['trees'],[7150]
 mockingbirds and hummingbirds are two types of,mockingbirds,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", hip hop and bluegrass are two types of,hip hop,bluegrass,music,['music'],[2647]
 mockingbirds and parrots are two types of,mockingbirds,parrots,bird,"['birds', 'bird']","[10087, 6512]", millimeters and light years are two types of,millimeters,light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 mockingbirds and sparrows are two types of,mockingbirds,sparrows,bird,"['birds', 'bird']","[10087, 6512]", drunk driving and larceny are two types of,drunk driving,larceny,crime,"['crimes', 'crime']","[6741, 4065]"
 mockingbirds and pigeons are two types of,mockingbirds,pigeons,bird,"['birds', 'bird']","[10087, 6512]", millenniums and secs are two types of,millenniums,secs,time,"['time', 'units']","[640, 4991]"
 mockingbirds and seagulls are two types of,mockingbirds,seagulls,bird,"['birds', 'bird']","[10087, 6512]", carnations and daffodils are two types of,carnations,daffodils,flower,"['flowers', 'flowering']","[12734, 48573]"
 mockingbirds and doves are two types of,mockingbirds,doves,bird,"['birds', 'bird']","[10087, 6512]", secs and millenniums are two types of,secs,millenniums,time,"['time', 'units']","[640, 4991]"
 mockingbirds and parakeets are two types of,mockingbirds,parakeets,bird,"['birds', 'bird']","[10087, 6512]", colonels and lieutenants are two types of,colonels,lieutenants,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 mockingbirds and falcons are two types of,mockingbirds,falcons,bird,"['birds', 'bird']","[10087, 6512]", privates and colonels are two types of,privates,colonels,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 mockingbirds and canaries are two types of,mockingbirds,canaries,bird,"['birds', 'bird']","[10087, 6512]", sleet and typhoons are two types of,sleet,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
 mockingbirds and owls are two types of,mockingbirds,owls,bird,"['birds', 'bird']","[10087, 6512]", subways and skateboards are two types of,subways,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[5672, 9358, 4839]"
 mockingbirds and ostriches are two types of,mockingbirds,ostriches,bird,"['birds', 'bird']","[10087, 6512]", coffee tables and ottomen are two types of,coffee tables,ottomen,furniture,['furniture'],[13091]
 mockingbirds and penguins are two types of,mockingbirds,penguins,bird,"['birds', 'bird']","[10087, 6512]", millenniums and eons are two types of,millenniums,eons,time,"['time', 'units']","[640, 4991]"
 mockingbirds and ravens are two types of,mockingbirds,ravens,bird,"['birds', 'bird']","[10087, 6512]", cheerleading and cross country are two types of,cheerleading,cross country,sport,['sports'],[5701]
 mockingbirds and ducks are two types of,mockingbirds,ducks,bird,"['birds', 'bird']","[10087, 6512]", pearls and diamonds are two types of,pearls,diamonds,gem,"['gem', 'gems']","[16840, 23685]"
 mockingbirds and finches are two types of,mockingbirds,finches,bird,"['birds', 'bird']","[10087, 6512]", new age and bluegrass are two types of,new age,bluegrass,music,['music'],[2647]
 mockingbirds and woodpeckers are two types of,mockingbirds,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", secs and nanoseconds are two types of,secs,nanoseconds,time,"['time', 'units']","[640, 4991]"
 mockingbirds and flamingoes are two types of,mockingbirds,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", sleet and tidal waves are two types of,sleet,tidal waves,weather,"['weather', 'natural']","[6193, 3288]"
 mockingbirds and orioles are two types of,mockingbirds,orioles,bird,"['birds', 'bird']","[10087, 6512]", typhoons and thunderstorms are two types of,typhoons,thunderstorms,weather,"['weather', 'natural']","[6193, 3288]"
 mockingbirds and blackbirds are two types of,mockingbirds,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", tubas and pianoes are two types of,tubas,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]"
 mockingbirds and chickens are two types of,mockingbirds,chickens,bird,"['birds', 'bird']","[10087, 6512]", lizards and lions are two types of,lizards,lions,animal,['animals'],[4695]
 mockingbirds and vultures are two types of,mockingbirds,vultures,bird,"['birds', 'bird']","[10087, 6512]", rubies and amethysts are two types of,rubies,amethysts,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and eagles are two types of,woodpeckers,eagles,bird,"['birds', 'bird']","[10087, 6512]", moccasins and clogs are two types of,moccasins,clogs,footwear,['footwear'],[43463]
 woodpeckers and robins are two types of,woodpeckers,robins,bird,"['birds', 'bird']","[10087, 6512]", nunchuckss and maces are two types of,nunchuckss,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 woodpeckers and bluejays are two types of,woodpeckers,bluejays,bird,"['birds', 'bird']","[10087, 6512]", mahi mahi and flounder are two types of,mahi mahi,flounder,fish,"['fish', 'fishes']","[5916, 49765]"
 woodpeckers and cardinals are two types of,woodpeckers,cardinals,bird,"['birds', 'bird']","[10087, 6512]", sapphires and jades are two types of,sapphires,jades,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and hawks are two types of,woodpeckers,hawks,bird,"['birds', 'bird']","[10087, 6512]", turquoises and quartzs are two types of,turquoises,quartzs,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and bluebirds are two types of,woodpeckers,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", turquoises and rubies are two types of,turquoises,rubies,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and crows are two types of,woodpeckers,crows,bird,"['birds', 'bird']","[10087, 6512]", turquoises and rubies are two types of,turquoises,rubies,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and hummingbirds are two types of,woodpeckers,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", moccasins and sandals are two types of,moccasins,sandals,footwear,['footwear'],[43463]
 woodpeckers and parrots are two types of,woodpeckers,parrots,bird,"['birds', 'bird']","[10087, 6512]", cantaloupes and peaches are two types of,cantaloupes,peaches,fruit,"['fruits', 'fruit']","[15921, 8234]"
 woodpeckers and sparrows are two types of,woodpeckers,sparrows,bird,"['birds', 'bird']","[10087, 6512]", cantaloupes and raspberries are two types of,cantaloupes,raspberries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 woodpeckers and pigeons are two types of,woodpeckers,pigeons,bird,"['birds', 'bird']","[10087, 6512]", nunchuckss and maces are two types of,nunchuckss,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 woodpeckers and seagulls are two types of,woodpeckers,seagulls,bird,"['birds', 'bird']","[10087, 6512]", turquoises and sapphires are two types of,turquoises,sapphires,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and doves are two types of,woodpeckers,doves,bird,"['birds', 'bird']","[10087, 6512]", bazookas and maces are two types of,bazookas,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 woodpeckers and parakeets are two types of,woodpeckers,parakeets,bird,"['birds', 'bird']","[10087, 6512]", cantaloupes and kiwis are two types of,cantaloupes,kiwis,fruit,"['fruits', 'fruit']","[15921, 8234]"
 woodpeckers and falcons are two types of,woodpeckers,falcons,bird,"['birds', 'bird']","[10087, 6512]", moccasins and sandals are two types of,moccasins,sandals,footwear,['footwear'],[43463]
 woodpeckers and canaries are two types of,woodpeckers,canaries,bird,"['birds', 'bird']","[10087, 6512]", mahi mahi and minnow are two types of,mahi mahi,minnow,fish,"['fish', 'fishes']","[5916, 49765]"
 woodpeckers and owls are two types of,woodpeckers,owls,bird,"['birds', 'bird']","[10087, 6512]", cantaloupes and melons are two types of,cantaloupes,melons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 woodpeckers and ostriches are two types of,woodpeckers,ostriches,bird,"['birds', 'bird']","[10087, 6512]", daffodils and dandelions are two types of,daffodils,dandelions,flower,"['flowers', 'flowering']","[12734, 48573]"
 woodpeckers and penguins are two types of,woodpeckers,penguins,bird,"['birds', 'bird']","[10087, 6512]", mahi mahi and catfish are two types of,mahi mahi,catfish,fish,"['fish', 'fishes']","[5916, 49765]"
 woodpeckers and ravens are two types of,woodpeckers,ravens,bird,"['birds', 'bird']","[10087, 6512]", sapphires and opals are two types of,sapphires,opals,gem,"['gem', 'gems']","[16840, 23685]"
 woodpeckers and ducks are two types of,woodpeckers,ducks,bird,"['birds', 'bird']","[10087, 6512]", moccasins and heels are two types of,moccasins,heels,footwear,['footwear'],[43463]
 woodpeckers and finches are two types of,woodpeckers,finches,bird,"['birds', 'bird']","[10087, 6512]", moccasins and running shoes are two types of,moccasins,running shoes,footwear,['footwear'],[43463]
 woodpeckers and mockingbirds are two types of,woodpeckers,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", mahi mahi and guppy are two types of,mahi mahi,guppy,fish,"['fish', 'fishes']","[5916, 49765]"
 woodpeckers and flamingoes are two types of,woodpeckers,flamingoes,bird,"['birds', 'bird']","[10087, 6512]", daffodils and carnations are two types of,daffodils,carnations,flower,"['flowers', 'flowering']","[12734, 48573]"
 woodpeckers and orioles are two types of,woodpeckers,orioles,bird,"['birds', 'bird']","[10087, 6512]", cantaloupes and limes are two types of,cantaloupes,limes,fruit,"['fruits', 'fruit']","[15921, 8234]"
 woodpeckers and blackbirds are two types of,woodpeckers,blackbirds,bird,"['birds', 'bird']","[10087, 6512]", bazookas and maces are two types of,bazookas,maces,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 woodpeckers and chickens are two types of,woodpeckers,chickens,bird,"['birds', 'bird']","[10087, 6512]", moccasins and pumps are two types of,moccasins,pumps,footwear,['footwear'],[43463]
 woodpeckers and vultures are two types of,woodpeckers,vultures,bird,"['birds', 'bird']","[10087, 6512]", cantaloupes and kiwis are two types of,cantaloupes,kiwis,fruit,"['fruits', 'fruit']","[15921, 8234]"
 flamingoes and eagles are two types of,flamingoes,eagles,bird,"['birds', 'bird']","[10087, 6512]", green beans and cauliflower are two types of,green beans,cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 flamingoes and robins are two types of,flamingoes,robins,bird,"['birds', 'bird']","[10087, 6512]", millimeters and decimeters are two types of,millimeters,decimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 flamingoes and bluejays are two types of,flamingoes,bluejays,bird,"['birds', 'bird']","[10087, 6512]", gymnastics and badminton are two types of,gymnastics,badminton,sport,['sports'],[5701]
 flamingoes and cardinals are two types of,flamingoes,cardinals,bird,"['birds', 'bird']","[10087, 6512]", cabins and townhouses are two types of,cabins,townhouses,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 flamingoes and hawks are two types of,flamingoes,hawks,bird,"['birds', 'bird']","[10087, 6512]", huts and cabins are two types of,huts,cabins,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 flamingoes and bluebirds are two types of,flamingoes,bluebirds,bird,"['birds', 'bird']","[10087, 6512]", slippers and running shoes are two types of,slippers,running shoes,footwear,['footwear'],[43463]
 flamingoes and crows are two types of,flamingoes,crows,bird,"['birds', 'bird']","[10087, 6512]", rupees and euroes are two types of,rupees,euroes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 flamingoes and hummingbirds are two types of,flamingoes,hummingbirds,bird,"['birds', 'bird']","[10087, 6512]", secs and eons are two types of,secs,eons,time,"['time', 'units']","[640, 4991]"
 flamingoes and parrots are two types of,flamingoes,parrots,bird,"['birds', 'bird']","[10087, 6512]", corporals and cadets are two types of,corporals,cadets,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 flamingoes and sparrows are two types of,flamingoes,sparrows,bird,"['birds', 'bird']","[10087, 6512]", cheerleading and racquetball are two types of,cheerleading,racquetball,sport,['sports'],[5701]
 flamingoes and pigeons are two types of,flamingoes,pigeons,bird,"['birds', 'bird']","[10087, 6512]", beets and cauliflower are two types of,beets,cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 flamingoes and seagulls are two types of,flamingoes,seagulls,bird,"['birds', 'bird']","[10087, 6512]", rubies and turquoises are two types of,rubies,turquoises,gem,"['gem', 'gems']","[16840, 23685]"
 flamingoes and doves are two types of,flamingoes,doves,bird,"['birds', 'bird']","[10087, 6512]", new age and hip hop are two types of,new age,hip hop,music,['music'],[2647]
 flamingoes and parakeets are two types of,flamingoes,parakeets,bird,"['birds', 'bird']","[10087, 6512]", cadets and admirals are two types of,cadets,admirals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 flamingoes and falcons are two types of,flamingoes,falcons,bird,"['birds', 'bird']","[10087, 6512]", clogs and hiking shoes are two types of,clogs,hiking shoes,footwear,['footwear'],[43463]
 flamingoes and canaries are two types of,flamingoes,canaries,bird,"['birds', 'bird']","[10087, 6512]", oaks and dogwoods are two types of,oaks,dogwoods,tree,['trees'],[7150]
 flamingoes and owls are two types of,flamingoes,owls,bird,"['birds', 'bird']","[10087, 6512]", euroes and yens are two types of,euroes,yens,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 flamingoes and ostriches are two types of,flamingoes,ostriches,bird,"['birds', 'bird']","[10087, 6512]", pike and piranha are two types of,pike,piranha,fish,"['fish', 'fishes']","[5916, 49765]"
 flamingoes and penguins are two types of,flamingoes,penguins,bird,"['birds', 'bird']","[10087, 6512]", sleet and tornados are two types of,sleet,tornados,weather,"['weather', 'natural']","[6193, 3288]"
 flamingoes and ravens are two types of,flamingoes,ravens,bird,"['birds', 'bird']","[10087, 6512]", lilies and pansies are two types of,lilies,pansies,flower,"['flowers', 'flowering']","[12734, 48573]"
 flamingoes and ducks are two types of,flamingoes,ducks,bird,"['birds', 'bird']","[10087, 6512]", crickets and bees are two types of,crickets,bees,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 flamingoes and finches are two types of,flamingoes,finches,bird,"['birds', 'bird']","[10087, 6512]", sandpapers and tape measures are two types of,sandpapers,tape measures,tool,['tools'],[4899]
 flamingoes and mockingbirds are two types of,flamingoes,mockingbirds,bird,"['birds', 'bird']","[10087, 6512]", clogs and cleats are two types of,clogs,cleats,footwear,['footwear'],[43463]
 flamingoes and woodpeckers are two types of,flamingoes,woodpeckers,bird,"['birds', 'bird']","[10087, 6512]", maces and nunchuckss are two types of,maces,nunchuckss,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 flamingoes and orioles are two types of,flamingoes,orioles,bird,"['birds', 'bird']","[10087, 6512]", tornados and typhoons are two types of,tornados,typhoons,weather,"['weather', 'natural']","[6193, 3288]"
