clean,h,hypernym,answers,answers_idx,corrupted,c,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
" pontoons, and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," centimeters, and other",centimeters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[8153, 18662, 21595, 6010, 26552]"
" ferries, and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," limes, and other",limes,fruit,"['fruits', 'fruit']","[25322, 13779]"
" schooners, and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"," celloes, and other",celloes,instrument,"['musical', 'instruments']","[17795, 23316]"
" salmon, and other",salmon,fish,"['fish', 'fishes']","[7640, 94361]"," Europe, and other",Europe,country,"['countries', 'country']","[5837, 3146]"
" trout, and other",trout,fish,"['fish', 'fishes']","[7640, 94361]"," punk, and other",punk,music,['music'],[4627]
" goldfish, and other",goldfish,fish,"['fish', 'fishes']","[7640, 94361]"," lilacs, and other",lilacs,flower,"['flowers', 'flowering']","[19281, 81239]"
" bass, and other",bass,fish,"['fish', 'fishes']","[7640, 94361]"," policemen, and other",policemen,profession,"['people', 'professionals', 'workers']","[1251, 15387, 7337]"
" catfish, and other",catfish,fish,"['fish', 'fishes']","[7640, 94361]"," irides, and other",irides,flower,"['flowers', 'flowering']","[19281, 81239]"
" tuna, and other",tuna,fish,"['fish', 'fishes']","[7640, 94361]"," bananas, and other",bananas,fruit,"['fruits', 'fruit']","[25322, 13779]"
" flounder, and other",flounder,fish,"['fish', 'fishes']","[7640, 94361]"," limes, and other",limes,fruit,"['fruits', 'fruit']","[25322, 13779]"
" swordfish, and other",swordfish,fish,"['fish', 'fishes']","[7640, 94361]"," clogs, and other",clogs,footwear,['footwear'],[67072]
" herring, and other",herring,fish,"['fish', 'fishes']","[7640, 94361]"," quartzs, and other",quartzs,gem,"['gem', 'gems']","[18747, 42158]"
" carp, and other",carp,fish,"['fish', 'fishes']","[7640, 94361]"," mice, and other",mice,animal,['animals'],[9898]
" cod, and other",cod,fish,"['fish', 'fishes']","[7640, 94361]"," gospel, and other",gospel,music,['music'],[4627]
" angelfish, and other",angelfish,fish,"['fish', 'fishes']","[7640, 94361]"," dandelions, and other",dandelions,flower,"['flowers', 'flowering']","[19281, 81239]"
" mahi mahi, and other",mahi mahi,fish,"['fish', 'fishes']","[7640, 94361]"," moccasins, and other",moccasins,footwear,['footwear'],[67072]
" blowfish, and other",blowfish,fish,"['fish', 'fishes']","[7640, 94361]"," R&B, and other",R&B,music,['music'],[4627]
" guppy, and other",guppy,fish,"['fish', 'fishes']","[7640, 94361]"," coffee tables, and other",coffee tables,furniture,['furniture'],[14549]
" halibut, and other",halibut,fish,"['fish', 'fishes']","[7640, 94361]"," bluejays, and other",bluejays,bird,"['birds', 'bird']","[19654, 11958]"
" perch, and other",perch,fish,"['fish', 'fishes']","[7640, 94361]"," horses, and other",horses,animal,['animals'],[9898]
" rainbow trout, and other",rainbow trout,fish,"['fish', 'fishes']","[7640, 94361]"," running shoes, and other",running shoes,footwear,['footwear'],[67072]
" marlin, and other",marlin,fish,"['fish', 'fishes']","[7640, 94361]"," millenniums, and other",millenniums,time,"['time', 'units']","[882, 8153]"
" minnow, and other",minnow,fish,"['fish', 'fishes']","[7640, 94361]"," plums, and other",plums,fruit,"['fruits', 'fruit']","[25322, 13779]"
" pike, and other",pike,fish,"['fish', 'fishes']","[7640, 94361]"," aircraft carriers, and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[31631, 29980, 17727, 15328]"
" piranha, and other",piranha,fish,"['fish', 'fishes']","[7640, 94361]"," centipedes, and other",centipedes,bug,"['insects', 'insect', 'bugs']","[40811, 25989, 22551]"
" snapper, and other",snapper,fish,"['fish', 'fishes']","[7640, 94361]"," new age, and other",new age,music,['music'],[4627]
