clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 spiders and caterpillars are two types of,spiders,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", chickens and woodpeckers are two types of,chickens,woodpeckers,bird,"['birds', 'bird']","[11260, 12621]"
 spiders and centipedes are two types of,spiders,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", teachers and carpenters are two types of,teachers,carpenters,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 spiders and crickets are two types of,spiders,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", shoes and loafers are two types of,shoes,loafers,footwear,['footwear'],[3174]
 spiders and praying mantis are two types of,spiders,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", heels and flip flops are two types of,heels,flip flops,footwear,['footwear'],[3174]
 spiders and dragonflies are two types of,spiders,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", trout and catfish are two types of,trout,catfish,fish,"['fish', 'fishes']","[6773, 49720]"
 spiders and fleas are two types of,spiders,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", diamonds and gemstones are two types of,diamonds,gemstones,gem,"['gem', 'gems']","[16915, 42776]"
 spiders and hornets are two types of,spiders,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", chiefs and corporals are two types of,chiefs,corporals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 bees and flies are two types of,bees,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", Afghanistan and Britain are two types of,Afghanistan,Britain,country,"['countries', 'country']","[4343, 2586]"
 bees and ants are two types of,bees,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", coats and shoes are two types of,coats,shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 bees and spiders are two types of,bees,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cars and planes are two types of,cars,planes,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 bees and mosquitoes are two types of,bees,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", Peru and Greece are two types of,Peru,Greece,country,"['countries', 'country']","[4343, 2586]"
 bees and beetles are two types of,bees,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", trains and motorcycles are two types of,trains,motorcycles,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 bees and ladybugs are two types of,bees,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", miles and micrometers are two types of,miles,micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 bees and grasshoppers are two types of,bees,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", years and nanoseconds are two types of,years,nanoseconds,time,"['time', 'units']","[673, 5085]"
 bees and butterflies are two types of,bees,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cooks and businessmen are two types of,cooks,businessmen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 bees and wasps are two types of,bees,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", boots and sandals are two types of,boots,sandals,footwear,['footwear'],[3174]
 bees and moths are two types of,bees,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", presidents and congresswomen are two types of,presidents,congresswomen,politician,"['elected', 'politicians']","[10544, 13557]"
 bees and gnats are two types of,bees,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cricket and cross country are two types of,cricket,cross country,sport,['sports'],[9001]
 bees and cockroaches are two types of,bees,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", Iraq and South africa are two types of,Iraq,South africa,country,"['countries', 'country']","[4343, 2586]"
 bees and caterpillars are two types of,bees,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", representatives and secretaries of state are two types of,representatives,secretaries of state,politician,"['elected', 'politicians']","[10544, 13557]"
 bees and centipedes are two types of,bees,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", floods and tsunamis are two types of,floods,tsunamis,weather,"['weather', 'natural']","[8588, 3626]"
 bees and crickets are two types of,bees,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", clouds and sleet are two types of,clouds,sleet,weather,"['weather', 'natural']","[8588, 3626]"
 bees and praying mantis are two types of,bees,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", roses and lilacs are two types of,roses,lilacs,flower,"['flowers', 'flowering']","[12405, 37958]"
 bees and dragonflies are two types of,bees,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", palms and pines are two types of,palms,pines,tree,['trees'],[7139]
 bees and fleas are two types of,bees,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", lettuce and broccoli are two types of,lettuce,broccoli,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 bees and hornets are two types of,bees,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", commanders and privates are two types of,commanders,privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 mosquitoes and flies are two types of,mosquitoes,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", dollars and pounds are two types of,dollars,pounds,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 mosquitoes and ants are two types of,mosquitoes,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", lamps and shelves are two types of,lamps,shelves,furniture,['furniture'],[17076]
 mosquitoes and spiders are two types of,mosquitoes,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", metal and folk are two types of,metal,folk,music,['music'],[3440]
 mosquitoes and bees are two types of,mosquitoes,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", centimeters and meters are two types of,centimeters,meters,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 mosquitoes and beetles are two types of,mosquitoes,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", snow and tornados are two types of,snow,tornados,weather,"['weather', 'natural']","[8588, 3626]"
 mosquitoes and ladybugs are two types of,mosquitoes,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", chairs and stools are two types of,chairs,stools,furniture,['furniture'],[17076]
 mosquitoes and grasshoppers are two types of,mosquitoes,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", palms and spruces are two types of,palms,spruces,tree,['trees'],[7139]
 mosquitoes and butterflies are two types of,mosquitoes,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", battery and arson are two types of,battery,arson,crime,"['crimes', 'crime']","[12137, 6617]"
 mosquitoes and wasps are two types of,mosquitoes,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", squash and turnips are two types of,squash,turnips,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 mosquitoes and moths are two types of,mosquitoes,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", shoes and sneakers are two types of,shoes,sneakers,footwear,['footwear'],[3174]
 mosquitoes and gnats are two types of,mosquitoes,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", dogs and kine are two types of,dogs,kine,animal,['animals'],[5074]
 mosquitoes and cockroaches are two types of,mosquitoes,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", palms and sycamores are two types of,palms,sycamores,tree,['trees'],[7139]
 mosquitoes and caterpillars are two types of,mosquitoes,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", rifles and bazookas are two types of,rifles,bazookas,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 mosquitoes and centipedes are two types of,mosquitoes,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", grapes and raspberries are two types of,grapes,raspberries,fruit,"['fruits', 'fruit']","[18098, 9279]"
 mosquitoes and crickets are two types of,mosquitoes,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", senators and vice presidents are two types of,senators,vice presidents,politician,"['elected', 'politicians']","[10544, 13557]"
 mosquitoes and praying mantis are two types of,mosquitoes,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", wind and tsunamis are two types of,wind,tsunamis,weather,"['weather', 'natural']","[8588, 3626]"
 mosquitoes and dragonflies are two types of,mosquitoes,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", miles and light years are two types of,miles,light years,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 mosquitoes and fleas are two types of,mosquitoes,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", grapes and cherries are two types of,grapes,cherries,fruit,"['fruits', 'fruit']","[18098, 9279]"
 mosquitoes and hornets are two types of,mosquitoes,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", years and secs are two types of,years,secs,time,"['time', 'units']","[673, 5085]"
 beetles and flies are two types of,beetles,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", gemstones and diamonds are two types of,gemstones,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 beetles and ants are two types of,beetles,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", drunk driving and burglary are two types of,drunk driving,burglary,crime,"['crimes', 'crime']","[12137, 6617]"
 beetles and spiders are two types of,beetles,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", jades and diamonds are two types of,jades,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 beetles and bees are two types of,beetles,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", nail guns and rulers are two types of,nail guns,rulers,tool,['tools'],[5657]
 beetles and mosquitoes are two types of,beetles,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", oaks and palms are two types of,oaks,palms,tree,['trees'],[7139]
 beetles and ladybugs are two types of,beetles,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", vans and skateboards are two types of,vans,skateboards,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 beetles and grasshoppers are two types of,beetles,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", loafers and flip flops are two types of,loafers,flip flops,footwear,['footwear'],[3174]
 beetles and butterflies are two types of,beetles,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", aspens and maples are two types of,aspens,maples,tree,['trees'],[7139]
 beetles and wasps are two types of,beetles,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cadets and privates are two types of,cadets,privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 beetles and moths are two types of,beetles,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", corporals and colonels are two types of,corporals,colonels,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 beetles and gnats are two types of,beetles,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cadets and privates are two types of,cadets,privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 beetles and cockroaches are two types of,beetles,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", francs and rupees are two types of,francs,rupees,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 beetles and caterpillars are two types of,beetles,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", shacks and condominiums are two types of,shacks,condominiums,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 beetles and centipedes are two types of,beetles,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", coffee tables and sofas are two types of,coffee tables,sofas,furniture,['furniture'],[17076]
 beetles and crickets are two types of,beetles,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", loafers and clogs are two types of,loafers,clogs,footwear,['footwear'],[3174]
 beetles and praying mantis are two types of,beetles,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", arson and drug smuggling are two types of,arson,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]"
 beetles and dragonflies are two types of,beetles,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cleats and running shoes are two types of,cleats,running shoes,footwear,['footwear'],[3174]
 beetles and fleas are two types of,beetles,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", huts and mansions are two types of,huts,mansions,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 beetles and hornets are two types of,beetles,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", maces and grenades are two types of,maces,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 ladybugs and flies are two types of,ladybugs,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", saws and drills are two types of,saws,drills,tool,['tools'],[5657]
 ladybugs and ants are two types of,ladybugs,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", tank tops and belts are two types of,tank tops,belts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 ladybugs and spiders are two types of,ladybugs,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", skateboards and cars are two types of,skateboards,cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 ladybugs and bees are two types of,ladybugs,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", rubles and cents are two types of,rubles,cents,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 ladybugs and mosquitoes are two types of,ladybugs,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", micrometers and inches are two types of,micrometers,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]"
 ladybugs and beetles are two types of,ladybugs,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", cherries and blueberries are two types of,cherries,blueberries,fruit,"['fruits', 'fruit']","[18098, 9279]"
 ladybugs and grasshoppers are two types of,ladybugs,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", jeanss and t-shirts are two types of,jeanss,t-shirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 ladybugs and butterflies are two types of,ladybugs,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", businesswomen and businessmen are two types of,businesswomen,businessmen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 ladybugs and wasps are two types of,ladybugs,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", tornados and tidal waves are two types of,tornados,tidal waves,weather,"['weather', 'natural']","[8588, 3626]"
 ladybugs and moths are two types of,ladybugs,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", second cousins and nephews are two types of,second cousins,nephews,relative,"['relatives', 'family']","[17772, 2021]"
 ladybugs and gnats are two types of,ladybugs,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", sleet and typhoons are two types of,sleet,typhoons,weather,"['weather', 'natural']","[8588, 3626]"
 ladybugs and cockroaches are two types of,ladybugs,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", beets and zucchini are two types of,beets,zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 ladybugs and caterpillars are two types of,ladybugs,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", congressmen and secretaries of state are two types of,congressmen,secretaries of state,politician,"['elected', 'politicians']","[10544, 13557]"
 ladybugs and centipedes are two types of,ladybugs,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", drug use and grand theft auto are two types of,drug use,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]"
 ladybugs and crickets are two types of,ladybugs,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", buss and cabs are two types of,buss,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 ladybugs and praying mantis are two types of,ladybugs,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", SUVs and mopeds are two types of,SUVs,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 ladybugs and dragonflies are two types of,ladybugs,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", running shoes and sandals are two types of,running shoes,sandals,footwear,['footwear'],[3174]
 ladybugs and fleas are two types of,ladybugs,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", hip hop and techno are two types of,hip hop,techno,music,['music'],[3440]
 ladybugs and hornets are two types of,ladybugs,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", mangoes and peaches are two types of,mangoes,peaches,fruit,"['fruits', 'fruit']","[18098, 9279]"
 grasshoppers and flies are two types of,grasshoppers,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", breaking and entering and homicide are two types of,breaking and entering,homicide,crime,"['crimes', 'crime']","[12137, 6617]"
 grasshoppers and ants are two types of,grasshoppers,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", carpenters and scientists are two types of,carpenters,scientists,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 grasshoppers and spiders are two types of,grasshoppers,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", nanoseconds and weeks are two types of,nanoseconds,weeks,time,"['time', 'units']","[673, 5085]"
 grasshoppers and bees are two types of,grasshoppers,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", wrenches and nails are two types of,wrenches,nails,tool,['tools'],[5657]
 grasshoppers and mosquitoes are two types of,grasshoppers,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", t-shirts and ties are two types of,t-shirts,ties,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 grasshoppers and beetles are two types of,grasshoppers,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", carpenters and policemen are two types of,carpenters,policemen,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 grasshoppers and ladybugs are two types of,grasshoppers,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", thunderstorms and typhoons are two types of,thunderstorms,typhoons,weather,"['weather', 'natural']","[8588, 3626]"
 grasshoppers and butterflies are two types of,grasshoppers,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", lieutenants and corporals are two types of,lieutenants,corporals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 grasshoppers and wasps are two types of,grasshoppers,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", turquoises and gemstones are two types of,turquoises,gemstones,gem,"['gem', 'gems']","[16915, 42776]"
 grasshoppers and moths are two types of,grasshoppers,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", rupees and rubles are two types of,rupees,rubles,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 grasshoppers and gnats are two types of,grasshoppers,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", raccoons and lizards are two types of,raccoons,lizards,animal,['animals'],[5074]
 grasshoppers and cockroaches are two types of,grasshoppers,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", angelfish and halibut are two types of,angelfish,halibut,fish,"['fish', 'fishes']","[6773, 49720]"
 grasshoppers and caterpillars are two types of,grasshoppers,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", hummingbirds and woodpeckers are two types of,hummingbirds,woodpeckers,bird,"['birds', 'bird']","[11260, 12621]"
 grasshoppers and centipedes are two types of,grasshoppers,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", guppy and halibut are two types of,guppy,halibut,fish,"['fish', 'fishes']","[6773, 49720]"
 grasshoppers and crickets are two types of,grasshoppers,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", mopeds and cabs are two types of,mopeds,cabs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 grasshoppers and praying mantis are two types of,grasshoppers,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", water polo and badminton are two types of,water polo,badminton,sport,['sports'],[9001]
 grasshoppers and dragonflies are two types of,grasshoppers,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", dinghies and rafts are two types of,dinghies,rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
 grasshoppers and fleas are two types of,grasshoppers,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", nanoseconds and millenniums are two types of,nanoseconds,millenniums,time,"['time', 'units']","[673, 5085]"
 grasshoppers and hornets are two types of,grasshoppers,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", lilacs and irides are two types of,lilacs,irides,flower,"['flowers', 'flowering']","[12405, 37958]"
 butterflies and flies are two types of,butterflies,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", violas and keyboards are two types of,violas,keyboards,instrument,"['musical', 'instruments']","[12256, 13225]"
 butterflies and ants are two types of,butterflies,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", arson and rape are two types of,arson,rape,crime,"['crimes', 'crime']","[12137, 6617]"
 butterflies and spiders are two types of,butterflies,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", tidal waves and hail are two types of,tidal waves,hail,weather,"['weather', 'natural']","[8588, 3626]"
 butterflies and bees are two types of,butterflies,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", captains and majors are two types of,captains,majors,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 butterflies and mosquitoes are two types of,butterflies,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", hip hop and classical are two types of,hip hop,classical,music,['music'],[3440]
 butterflies and beetles are two types of,butterflies,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", plums and pears are two types of,plums,pears,fruit,"['fruits', 'fruit']","[18098, 9279]"
 butterflies and ladybugs are two types of,butterflies,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", pantss and tank tops are two types of,pantss,tank tops,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 butterflies and grasshoppers are two types of,butterflies,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", jades and topazs are two types of,jades,topazs,gem,"['gem', 'gems']","[16915, 42776]"
 butterflies and wasps are two types of,butterflies,wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", donkeys and mooses are two types of,donkeys,mooses,animal,['animals'],[5074]
 butterflies and moths are two types of,butterflies,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", drug use and drunk driving are two types of,drug use,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]"
 butterflies and gnats are two types of,butterflies,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", treasurers and vice presidents are two types of,treasurers,vice presidents,politician,"['elected', 'politicians']","[10544, 13557]"
 butterflies and cockroaches are two types of,butterflies,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", euroes and liras are two types of,euroes,liras,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 butterflies and caterpillars are two types of,butterflies,caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", huts and condominiums are two types of,huts,condominiums,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 butterflies and centipedes are two types of,butterflies,centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", eons and nanoseconds are two types of,eons,nanoseconds,time,"['time', 'units']","[673, 5085]"
 butterflies and crickets are two types of,butterflies,crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", futons and recliners are two types of,futons,recliners,furniture,['furniture'],[17076]
 butterflies and praying mantis are two types of,butterflies,praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", typhoons and monsoons are two types of,typhoons,monsoons,weather,"['weather', 'natural']","[8588, 3626]"
 butterflies and dragonflies are two types of,butterflies,dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", heavy metal and techno are two types of,heavy metal,techno,music,['music'],[3440]
 butterflies and fleas are two types of,butterflies,fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", grandfathers and nephews are two types of,grandfathers,nephews,relative,"['relatives', 'family']","[17772, 2021]"
 butterflies and hornets are two types of,butterflies,hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", mangoes and blueberries are two types of,mangoes,blueberries,fruit,"['fruits', 'fruit']","[18098, 9279]"
 wasps and flies are two types of,wasps,flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", eons and minutes are two types of,eons,minutes,time,"['time', 'units']","[673, 5085]"
 wasps and ants are two types of,wasps,ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", slippers and pumps are two types of,slippers,pumps,footwear,['footwear'],[3174]
 wasps and spiders are two types of,wasps,spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", rubies and diamonds are two types of,rubies,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 wasps and bees are two types of,wasps,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", vice presidents and senators are two types of,vice presidents,senators,politician,"['elected', 'politicians']","[10544, 13557]"
 wasps and mosquitoes are two types of,wasps,mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", skateboards and cars are two types of,skateboards,cars,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 wasps and beetles are two types of,wasps,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", broccoli and radishes are two types of,broccoli,radishes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 wasps and ladybugs are two types of,wasps,ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", sweaters and sweatshirts are two types of,sweaters,sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 wasps and grasshoppers are two types of,wasps,grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", jades and emeralds are two types of,jades,emeralds,gem,"['gem', 'gems']","[16915, 42776]"
 wasps and butterflies are two types of,wasps,butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", spears and grenades are two types of,spears,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 wasps and moths are two types of,wasps,moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", gymnastics and softball are two types of,gymnastics,softball,sport,['sports'],[9001]
 wasps and gnats are two types of,wasps,gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", flutes and basses are two types of,flutes,basses,instrument,"['musical', 'instruments']","[12256, 13225]"
 wasps and cockroaches are two types of,wasps,cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]", captains and admirals are two types of,captains,admirals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
