clean,h1,hypernym,answers,answers_idx,corrupted,c1,corrupted_hypernym,corrupted_answers,corrupted_answers_idx,clean2,corrupted2
", zucchini and other",zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",", kiwis and other",kiwis,fruit,"['fruits', 'fruit']","[18098, 9279]",zucchini is a type of,kiwis are a type of
", sandals and other",sandals,footwear,['footwear'],[3174],", cabins and other",cabins,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",sandals are a type of,cabins are a type of
", boots and other",boots,footwear,['footwear'],[3174],", metal and other",metal,music,['music'],[3440],boots are a type of,metal is a type of
", heels and other",heels,footwear,['footwear'],[3174],", days and other",days,time,"['time', 'units']","[673, 5085]",heels are a type of,days are a type of
", shoes and other",shoes,footwear,['footwear'],[3174],", roses and other",roses,flower,"['flowers', 'flowering']","[12405, 37958]",shoes are a type of,roses are a type of
", flip flops and other",flip flops,footwear,['footwear'],[3174],", igloos and other",igloos,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",flip flops are a type of,igloos are a type of
", sneakers and other",sneakers,footwear,['footwear'],[3174],", couches and other",couches,furniture,['furniture'],[17076],sneakers are a type of,couches are a type of
", slippers and other",slippers,footwear,['footwear'],[3174],", cheerleading and other",cheerleading,sport,['sports'],[9001],slippers are a type of,cheerleading is a type of
", running shoes and other",running shoes,footwear,['footwear'],[3174],", catfish and other",catfish,fish,"['fish', 'fishes']","[6773, 49720]",running shoes are a type of,catfish are a type of
", clogs and other",clogs,footwear,['footwear'],[3174],", beets and other",beets,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",clogs are a type of,beets are a type of
", cleats and other",cleats,footwear,['footwear'],[3174],", couches and other",couches,furniture,['furniture'],[17076],cleats are a type of,couches are a type of
", loafers and other",loafers,footwear,['footwear'],[3174],", aunts and other",aunts,relative,"['relatives', 'family']","[17772, 2021]",loafers are a type of,aunts are a type of
", pumps and other",pumps,footwear,['footwear'],[3174],", quarters and other",quarters,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",pumps are a type of,quarters are a type of
", hiking shoes and other",hiking shoes,footwear,['footwear'],[3174],", end tables and other",end tables,furniture,['furniture'],[17076],hiking shoes are a type of,end tables are a type of
", moccasins and other",moccasins,footwear,['footwear'],[3174],", grapefruits and other",grapefruits,fruit,"['fruits', 'fruit']","[18098, 9279]",moccasins are a type of,grapefruits are a type of
", flies and other",flies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", trains and other",trains,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",flies are a type of,trains are a type of
", ants and other",ants,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", boots and other",boots,footwear,['footwear'],[3174],ants are a type of,boots are a type of
", spiders and other",spiders,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", representatives and other",representatives,politician,"['elected', 'politicians']","[10544, 13557]",spiders are a type of,representatives are a type of
", bees and other",bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", Afghanistan and other",Afghanistan,country,"['countries', 'country']","[4343, 2586]",bees are a type of,Afghanistan is a type of
", mosquitoes and other",mosquitoes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", dollars and other",dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",mosquitoes are a type of,dollars are a type of
", beetles and other",beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", gemstones and other",gemstones,gem,"['gem', 'gems']","[16915, 42776]",beetles are a type of,gemstones are a type of
", ladybugs and other",ladybugs,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", saws and other",saws,tool,['tools'],[5657],ladybugs are a type of,saws are a type of
", grasshoppers and other",grasshoppers,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", breaking and entering and other",breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]",grasshoppers are a type of,breaking and entering is a type of
", butterflies and other",butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", violas and other",violas,instrument,"['musical', 'instruments']","[12256, 13225]",butterflies are a type of,violas are a type of
", wasps and other",wasps,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", eons and other",eons,time,"['time', 'units']","[673, 5085]",wasps are a type of,eons are a type of
", moths and other",moths,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", pianoes and other",pianoes,instrument,"['musical', 'instruments']","[12256, 13225]",moths are a type of,pianoes are a type of
", gnats and other",gnats,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", sweatshirts and other",sweatshirts,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",gnats are a type of,sweatshirts are a type of
", cockroaches and other",cockroaches,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", pineapples and other",pineapples,fruit,"['fruits', 'fruit']","[18098, 9279]",cockroaches are a type of,pineapples are a type of
", caterpillars and other",caterpillars,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", woodpeckers and other",woodpeckers,bird,"['birds', 'bird']","[11260, 12621]",caterpillars are a type of,woodpeckers are a type of
", centipedes and other",centipedes,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", nanoseconds and other",nanoseconds,time,"['time', 'units']","[673, 5085]",centipedes are a type of,nanoseconds are a type of
", crickets and other",crickets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", oranges and other",oranges,fruit,"['fruits', 'fruit']","[18098, 9279]",crickets are a type of,oranges are a type of
", praying mantis and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", underwears and other",underwears,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",praying mantis are a type of,underwears are a type of
", dragonflies and other",dragonflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", huts and other",huts,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",dragonflies are a type of,huts are a type of
", fleas and other",fleas,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]",fleas are a type of,blackbirds are a type of
", hornets and other",hornets,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",", oboes and other",oboes,instrument,"['musical', 'instruments']","[12256, 13225]",hornets are a type of,oboes are a type of
", roses and other",roses,flower,"['flowers', 'flowering']","[12405, 37958]",", lightning and other",lightning,weather,"['weather', 'natural']","[8588, 3626]",roses are a type of,lightning is a type of
", daisies and other",daisies,flower,"['flowers', 'flowering']","[12405, 37958]",", igloos and other",igloos,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",daisies are a type of,igloos are a type of
", tulips and other",tulips,flower,"['flowers', 'flowering']","[12405, 37958]",", grand theft auto and other",grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]",tulips are a type of,grand theft auto is a type of
", lilies and other",lilies,flower,"['flowers', 'flowering']","[12405, 37958]",", blice and other",blice,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",lilies are a type of,blice are a type of
", carnations and other",carnations,flower,"['flowers', 'flowering']","[12405, 37958]",", aunts and other",aunts,relative,"['relatives', 'family']","[17772, 2021]",carnations are a type of,aunts are a type of
", daffodils and other",daffodils,flower,"['flowers', 'flowering']","[12405, 37958]",", cheetahs and other",cheetahs,animal,['animals'],[5074],daffodils are a type of,cheetahs are a type of
", sunflowers and other",sunflowers,flower,"['flowers', 'flowering']","[12405, 37958]",", South africa and other",South africa,country,"['countries', 'country']","[4343, 2586]",sunflowers are a type of,South africa is a type of
", dandelions and other",dandelions,flower,"['flowers', 'flowering']","[12405, 37958]",", flip flops and other",flip flops,footwear,['footwear'],[3174],dandelions are a type of,flip flops are a type of
", pansies and other",pansies,flower,"['flowers', 'flowering']","[12405, 37958]",", vans and other",vans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",pansies are a type of,vans are a type of
", orchids and other",orchids,flower,"['flowers', 'flowering']","[12405, 37958]",", armoires and other",armoires,furniture,['furniture'],[17076],orchids are a type of,armoires are a type of
", petunias and other",petunias,flower,"['flowers', 'flowering']","[12405, 37958]",", sofas and other",sofas,furniture,['furniture'],[17076],petunias are a type of,sofas are a type of
", suns and other",suns,flower,"['flowers', 'flowering']","[12405, 37958]",", softball and other",softball,sport,['sports'],[9001],suns are a type of,softball is a type of
", violets and other",violets,flower,"['flowers', 'flowering']","[12405, 37958]",", racquetball and other",racquetball,sport,['sports'],[9001],violets are a type of,racquetball is a type of
", irides and other",irides,flower,"['flowers', 'flowering']","[12405, 37958]",", privates and other",privates,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",irides are a type of,privates are a type of
", lilacs and other",lilacs,flower,"['flowers', 'flowering']","[12405, 37958]",", halibut and other",halibut,fish,"['fish', 'fishes']","[6773, 49720]",lilacs are a type of,halibut are a type of
", oaks and other",oaks,tree,['trees'],[7139],", gemstones and other",gemstones,gem,"['gem', 'gems']","[16915, 42776]",oaks are a type of,gemstones are a type of
", pines and other",pines,tree,['trees'],[7139],", pianoes and other",pianoes,instrument,"['musical', 'instruments']","[12256, 13225]",pines are a type of,pianoes are a type of
", maples and other",maples,tree,['trees'],[7139],", SUVs and other",SUVs,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",maples are a type of,SUVs are a type of
", aspens and other",aspens,tree,['trees'],[7139],", shacks and other",shacks,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",aspens are a type of,shacks are a type of
", redwoods and other",redwoods,tree,['trees'],[7139],", half dollars and other",half dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",redwoods are a type of,half dollars are a type of
", dogwoods and other",dogwoods,tree,['trees'],[7139],", micrometers and other",micrometers,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[5085, 6814, 6341, 4181, 13849]",dogwoods are a type of,micrometers are a type of
", spruces and other",spruces,tree,['trees'],[7139],", zucchini and other",zucchini,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",spruces are a type of,zucchini is a type of
", birches and other",birches,tree,['trees'],[7139],", racquetball and other",racquetball,sport,['sports'],[9001],birches are a type of,racquetball is a type of
", weeping willows and other",weeping willows,tree,['trees'],[7139],", vandalism and other",vandalism,crime,"['crimes', 'crime']","[12137, 6617]",weeping willows are a type of,vandalism is a type of
", elms and other",elms,tree,['trees'],[7139],", cleats and other",cleats,footwear,['footwear'],[3174],elms are a type of,cleats are a type of
", firs and other",firs,tree,['trees'],[7139],", radishes and other",radishes,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",firs are a type of,radishes are a type of
", palms and other",palms,tree,['trees'],[7139],", gloves and other",gloves,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",palms are a type of,gloves are a type of
", cedars and other",cedars,tree,['trees'],[7139],", emeralds and other",emeralds,gem,"['gem', 'gems']","[16915, 42776]",cedars are a type of,emeralds are a type of
", willows and other",willows,tree,['trees'],[7139],", limes and other",limes,fruit,"['fruits', 'fruit']","[18098, 9279]",willows are a type of,limes are a type of
", sycamores and other",sycamores,tree,['trees'],[7139],", pineapples and other",pineapples,fruit,"['fruits', 'fruit']","[18098, 9279]",sycamores are a type of,pineapples are a type of
", sailboats and other",sailboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", spears and other",spears,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",sailboats are a type of,spears are a type of
", cruises and other",cruises,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", suns and other",suns,flower,"['flowers', 'flowering']","[12405, 37958]",cruises are a type of,suns are a type of
", yachts and other",yachts,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", tape measures and other",tape measures,tool,['tools'],[5657],yachts are a type of,tape measures are a type of
", speedboats and other",speedboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", willows and other",willows,tree,['trees'],[7139],speedboats are a type of,willows are a type of
", canoes and other",canoes,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]",canoes are a type of,blackbirds are a type of
", rowboats and other",rowboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", cadets and other",cadets,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]",rowboats are a type of,cadets are a type of
", tugboats and other",tugboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", hurricanes and other",hurricanes,weather,"['weather', 'natural']","[8588, 3626]",tugboats are a type of,hurricanes are a type of
", aircraft carriers and other",aircraft carriers,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", blackbirds and other",blackbirds,bird,"['birds', 'bird']","[11260, 12621]",aircraft carriers are a type of,blackbirds are a type of
", battleships and other",battleships,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", turnips and other",turnips,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",battleships are a type of,turnips are a type of
", kayaks and other",kayaks,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", second cousins and other",second cousins,relative,"['relatives', 'family']","[17772, 2021]",kayaks are a type of,second cousins are a type of
", paddleboats and other",paddleboats,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", pearls and other",pearls,gem,"['gem', 'gems']","[16915, 42776]",paddleboats are a type of,pearls are a type of
", rafts and other",rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", melons and other",melons,fruit,"['fruits', 'fruit']","[18098, 9279]",rafts are a type of,melons are a type of
", barges and other",barges,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", violas and other",violas,instrument,"['musical', 'instruments']","[12256, 13225]",barges are a type of,violas are a type of
", catamarans and other",catamarans,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", raccoons and other",raccoons,animal,['animals'],[5074],catamarans are a type of,raccoons are a type of
", dinghies and other",dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", foot stools and other",foot stools,furniture,['furniture'],[17076],dinghies are a type of,foot stools are a type of
", pontoons and other",pontoons,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", watermelons and other",watermelons,fruit,"['fruits', 'fruit']","[18098, 9279]",pontoons are a type of,watermelons are a type of
", ferries and other",ferries,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", cleats and other",cleats,footwear,['footwear'],[3174],ferries are a type of,cleats are a type of
", schooners and other",schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]",", watermelons and other",watermelons,fruit,"['fruits', 'fruit']","[18098, 9279]",schooners are a type of,watermelons are a type of
", salmon and other",salmon,fish,"['fish', 'fishes']","[6773, 49720]",", wind and other",wind,weather,"['weather', 'natural']","[8588, 3626]",salmon are a type of,wind is a type of
", trout and other",trout,fish,"['fish', 'fishes']","[6773, 49720]",", lamps and other",lamps,furniture,['furniture'],[17076],trout are a type of,lamps are a type of
", goldfish and other",goldfish,fish,"['fish', 'fishes']","[6773, 49720]",", handguns and other",handguns,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",goldfish are a type of,handguns are a type of
", bass and other",bass,fish,"['fish', 'fishes']","[6773, 49720]",", minutes and other",minutes,time,"['time', 'units']","[673, 5085]",bass are a type of,minutes are a type of
", catfish and other",catfish,fish,"['fish', 'fishes']","[6773, 49720]",", new age and other",new age,music,['music'],[3440],catfish are a type of,new age is a type of
", tuna and other",tuna,fish,"['fish', 'fishes']","[6773, 49720]",", drunk driving and other",drunk driving,crime,"['crimes', 'crime']","[12137, 6617]",tuna are a type of,drunk driving is a type of
", flounder and other",flounder,fish,"['fish', 'fishes']","[6773, 49720]",", maces and other",maces,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",flounder are a type of,maces are a type of
", swordfish and other",swordfish,fish,"['fish', 'fishes']","[6773, 49720]",", butterflies and other",butterflies,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",swordfish are a type of,butterflies are a type of
", herring and other",herring,fish,"['fish', 'fishes']","[6773, 49720]",", violins and other",violins,instrument,"['musical', 'instruments']","[12256, 13225]",herring are a type of,violins are a type of
", carp and other",carp,fish,"['fish', 'fishes']","[6773, 49720]",", dollars and other",dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]",carp are a type of,dollars are a type of
", cod and other",cod,fish,"['fish', 'fishes']","[6773, 49720]",", bombs and other",bombs,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]",cod are a type of,bombs are a type of
", angelfish and other",angelfish,fish,"['fish', 'fishes']","[6773, 49720]",", racquetball and other",racquetball,sport,['sports'],[9001],angelfish are a type of,racquetball is a type of
", mahi mahi and other",mahi mahi,fish,"['fish', 'fishes']","[6773, 49720]",", cheetahs and other",cheetahs,animal,['animals'],[5074],mahi mahi are a type of,cheetahs are a type of
", blowfish and other",blowfish,fish,"['fish', 'fishes']","[6773, 49720]",", cherries and other",cherries,fruit,"['fruits', 'fruit']","[18098, 9279]",blowfish are a type of,cherries are a type of
", guppy and other",guppy,fish,"['fish', 'fishes']","[6773, 49720]",", minivans and other",minivans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]",guppy are a type of,minivans are a type of
", halibut and other",halibut,fish,"['fish', 'fishes']","[6773, 49720]",", praying mantis and other",praying mantis,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]",halibut are a type of,praying mantis are a type of
", perch and other",perch,fish,"['fish', 'fishes']","[6773, 49720]",", tank tops and other",tank tops,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]",perch are a type of,tank tops are a type of
", rainbow trout and other",rainbow trout,fish,"['fish', 'fishes']","[6773, 49720]",", rubies and other",rubies,gem,"['gem', 'gems']","[16915, 42776]",rainbow trout are a type of,rubies are a type of
", marlin and other",marlin,fish,"['fish', 'fishes']","[6773, 49720]",", crows and other",crows,bird,"['birds', 'bird']","[11260, 12621]",marlin are a type of,crows are a type of
", minnow and other",minnow,fish,"['fish', 'fishes']","[6773, 49720]",", limes and other",limes,fruit,"['fruits', 'fruit']","[18098, 9279]",minnow are a type of,limes are a type of
", pike and other",pike,fish,"['fish', 'fishes']","[6773, 49720]",", dormitories and other",dormitories,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]",pike are a type of,dormitories are a type of
", piranha and other",piranha,fish,"['fish', 'fishes']","[6773, 49720]",", cauliflower and other",cauliflower,vegetable,"['vegetables', 'vegetable']","[15737, 21436]",piranha are a type of,cauliflower is a type of
", snapper and other",snapper,fish,"['fish', 'fishes']","[6773, 49720]",", new age and other",new age,music,['music'],[3440],snapper are a type of,new age is a type of
